"ifam","zygosity_2G","sex_2","sex_1","predicted_emotional11r_2","predicted_emotional13r_2","EMPQ_emotional11r_2","EMPQ_emotional13r_2","predicted_cognitive11r_2","predicted_cognitive13r_2","EMPQ_cognitive11r_2","EMPQ_cognitive13r_2","predicted_emotional11r_1","predicted_emotional13r_1","EMPQ_emotional11r_1","EMPQ_emotional13r_1","predicted_cognitive11r_1","predicted_cognitive13r_1","EMPQ_cognitive11r_1","EMPQ_cognitive13r_1"
"gu8312","DZ",1,1,-0.142911083266764,NA,-0.330248114046347,NA,0.0090248484620096,NA,0.317190108153299,NA,-0.142582779705305,NA,0.215206431953653,NA,-0.112299243046151,NA,-0.460587669846701,NA
"gu8323","DZ",2,2,0.140418278105501,NA,-0.918556295097558,NA,-0.231245342078347,NA,-0.80918957308618,NA,-0.17021217266666,NA,-0.736738113097559,NA,-0.309981723521007,NA,-0.0314117950861803,NA
"gu8345","DZ",2,NA,-0.0189223449504794,NA,-0.100374476097559,NA,-0.255600515717747,NA,0.0796993159138193,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gu8356","DZ",1,2,0.0813307574927452,NA,0.306115521953653,NA,-0.0402469110818205,NA,0.094967886153299,NA,0.0144027963172706,NA,0.172352795902441,NA,-0.073179702539307,NA,-0.25363401708618,NA
"gu8382","DZ",2,1,0.128984366074831,NA,0.0814437049024416,NA,-0.180591023594267,NA,0.21858820491382,NA,0.409089272369245,NA,0.0333882499536528,NA,0.1383550994412,NA,0.761634553153299,NA
"gu8404","DZ",1,1,-0.00325795436796485,NA,0.578842794953652,NA,0.0366433152820997,NA,0.428301219153299,NA,-0.333303618667195,-0.118672717026415,-0.512066296046347,-0.768183806081365,-0.29672137047608,-0.238795647741696,-0.127254335846701,-0.833760363393701
"gu8415","DZ",1,1,-0.0606635702726545,-0.160832644235245,0.124297340953653,-0.495456534081365,-0.0638596906196006,-0.147516804052086,0.094967886153299,-0.444871474393701,-0.0591656056357645,0.0847172566250856,0.397024612953653,-0.131820170081365,-0.0889606085030406,-0.131231046790046,0.206078997153299,0.166239636606299
"gu8441","DZ",2,1,0.0459552500173904,NA,-0.100374476097559,NA,-0.0933117125970073,NA,0.41303264891382,NA,-0.108402979963715,NA,0.487933703953652,NA,-0.112856655553851,NA,0.539412330153299,NA
"gu8452","DZ",1,1,0.0696835131652554,0.314598555853685,-1.05752084104635,0.504543465918635,0.162820717344969,0.390927238101904,0.094967886153299,0.7217951926063,0.135182070620965,0.0698316480845454,-0.239339023046347,0.504543465918635,-0.0940326964940206,-0.133086550889656,0.094967886153299,-0.167093696393701
"gu8463","MZ",1,NA,-0.185314673844375,0.390656893065285,0.487933703953652,0.0499980119186354,-0.0166845741826203,0.308612618709424,0.761634553153299,0.499572969606299,NA,NA,NA,NA,NA,NA,NA,NA
"gu8474","MZ",1,1,-0.0835040945196047,0.501862828816035,0.215206431953653,-0.404547443081365,-0.0618047250539005,0.307676608543535,-0.127254335846701,0.0551285256062993,0.379643801850605,0.551631906316815,0.487933703953652,1.32272528391864,0.126250765414939,0.361992620261094,0.317190108153299,0.832906303606299
"gu8485","DZ",2,2,0.25342039619822,-0.0267550453461348,0.445080068902442,-0.154698117077274,0.410498209068913,-0.0313516152860602,0.74636598291382,0.73772997845,0.24346348195326,0.0794562144123253,-0.100374476097559,0.936210972922727,0.136719127382143,0.46547506701881,0.96858820491382,0.84884108945
"gu8496","MZ",1,1,0.0875939750740654,0.110759172458875,0.760660976953653,0.999492960918635,0.2263385404832,0.0729112690916339,0.761634553153299,0.499572969606299,0.249552452478575,0.0400987007014555,0.760660976953653,0.443937405918635,0.21930513908281,0.121406769716674,0.428301219153299,0.0551285256062993
"gu8522","MZ",1,1,0.200965640250105,NA,0.942479158953652,NA,-0.25196601424378,NA,0.206078997153299,NA,0.117423381080755,NA,0.487933703953652,NA,0.21955752058759,NA,0.428301219153299,NA
"gu8533","DZ",1,2,0.0254394709311855,NA,0.215206431953653,NA,-0.0620044552184305,NA,-0.571698780846701,NA,-0.21164214356683,NA,-0.364010840097558,NA,-0.00480355785291729,NA,0.34358820491382,NA
"gu8544","DZ",1,1,0.251249707827845,NA,0.0333882499536528,NA,0.0217119453808493,NA,0.539412330153299,NA,0.363937524798305,NA,0.487933703953652,NA,-0.0529574989455407,NA,-0.460587669846701,NA
"gu8570","DZ",1,1,0.0768226772650754,NA,-0.148429932046347,NA,0.28682107474073,NA,0.428301219153299,NA,-0.174750515569155,NA,-0.875702659046347,NA,0.1021975955227,NA,-0.0161432248467011,NA
"gu8581","MZ",2,2,NA,0.271859482468265,NA,0.481665518922727,NA,-0.0227620638124497,NA,-0.0400477995500005,NA,0.259602227862835,NA,-0.336516299077273,NA,0.14464177771215,NA,-0.15115891055
"gu8592","DZ",2,2,-0.0946068003879297,0.0940323379203553,-0.191283567097558,0.118029154922726,-0.0917961703465371,0.0604782564260598,-0.80918957308618,-0.0400477995500005,-0.0712170650532593,0.183135388332985,-0.554919931097558,-0.336516299077273,-0.099353720983107,-0.11999511312139,0.0796993159138193,-0.15115891055
"gu8636","MZ",2,2,0.5509615473943,-0.268975411352055,0.172352795902441,-0.0637890270772734,0.335996040682753,0.0780906023041803,0.41303264891382,-0.15115891055,-0.185251929995469,-0.0914568293825949,-0.645829022097559,0.208938245922726,-0.0678770274019069,-0.13105857608336,-0.47585623908618,-0.48449224355
"gu8662","MZ",1,1,-0.492268273114795,NA,-0.602975387046347,NA,-0.565282811817831,NA,-1.0161432248467,NA,-0.0748833267019645,NA,0.124297340953653,NA,-0.331796963464201,NA,0.317190108153299,NA
"gu8710","DZ",2,2,0.0640410000611607,0.0513283335519851,-0.827647204097559,-0.427425390077273,0.0212445708076132,0.0384426979088204,-0.14252290608618,-0.15115891055,-0.1380260703152,-0.209923867902575,0.263261886902441,0.140756427922726,-0.161897599214747,-0.00161717786343017,-0.69807846208618,0.62661886745
"gu8743","MZ",1,1,-0.116946952377485,-0.168473790616235,-0.239339023046347,-1.04091107908136,-0.0382745876573006,-0.122112707290246,-0.682809891846701,-0.278204807393701,0.172363045731096,0.0679043714779155,-0.239339023046347,-0.768183806081365,0.1488383539076,0.104798529577944,-0.460587669846701,-0.5004270303937
"gu8776","DZ",1,2,0.186750313312415,0.0604558245774856,0.215206431953653,0.413634374918635,0.0802752026902195,-0.132952308902766,-0.349476557846701,-0.167093696393701,0.0822932231728506,0.0541035814594452,-0.373101749097559,0.481665518922727,0.0446706166712325,-0.0660833117810204,-0.36474512808618,-0.0400477995500005
"gu8780","DZ",2,2,NA,0.0241094260705853,NA,-0.700152663077273,NA,0.0711979009015496,NA,-0.48449224355,0.15343111422391,-0.470436662425605,0.990534614902441,-0.700152663077273,0.155737687124353,-0.10318429934001,0.85747709391382,-0.0400477995500005
"gu8791","DZ",1,2,-0.0699118562503648,0.0720095883624153,-0.784793568046348,-0.131820170081365,-0.140569203312511,-0.103146524683816,-0.571698780846701,0.610684081606299,0.28118391328248,NA,-0.00946538509755866,NA,0.0328072454749029,NA,0.0796993159138193,NA
"gu8813","DZ",2,2,0.248047654473871,NA,0.0814437049024416,NA,-0.180773948137627,NA,-0.69807846208618,NA,-0.0469045877649694,NA,0.445080068902442,NA,0.209722447215183,NA,-0.0314117950861803,NA
"gu8835","DZ",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0.404859927991701,NA,0.445080068902442,NA,0.359866889059253,NA,0.74636598291382,NA
"gu8850","DZ",1,1,-0.0448064130959046,-0.00911932312142479,-0.421157205046348,0.231816193918635,0.23613303881087,0.184631936234094,-0.793921002846701,0.166239636606299,0.0915604388673253,0.0706497815380254,-0.239339023046347,0.231816193918635,-0.0243350260161704,-0.226704997595616,-0.349476557846701,-0.722649252393701
"gu8872","MZ",1,1,0.113204007695665,NA,-0.350450134046347,NA,0.0613147339069292,NA,0.317190108153299,NA,-0.258941635882415,NA,-0.939339023046348,NA,0.0229653854782893,NA,-0.571698780846701,NA
"gu8894","DZ",1,1,0.00565692694100527,NA,0.578842794953652,NA,0.0164219386250494,NA,-0.238365446846701,NA,0.0114456171234755,NA,0.487933703953652,NA,-0.0466538636232806,NA,0.094967886153299,NA
"gu8916","MZ",1,1,0.214118716963286,NA,0.397024612953653,NA,-0.162755680079961,NA,-0.349476557846701,NA,0.223825159782225,NA,0.760660976953653,NA,-0.17451280803432,NA,-0.0161432248467011,NA
"gu8942","MZ",1,1,NA,0.325786043793715,NA,0.777270738918635,NA,0.180738689039764,NA,0.388461858606299,NA,0.382186330775915,NA,0.777270738918635,NA,0.0286824069668842,NA,-0.167093696393701
"gu8953","DZ",1,1,-0.202508288023265,-0.0784373801730446,-0.602975387046347,-0.586365625081365,-0.256876296088521,0.156234805859974,0.206078997153299,-0.167093696393701,-0.480670869340635,-0.450135300104904,-1.14842993204635,-0.495456534081365,-0.449636787179691,-0.306376019631716,-0.571698780846701,-0.0698714743937007
"gu8964","DZ",2,2,-0.35187166536499,-0.118625200267035,-0.373101749097559,-0.336516299077273,-0.174428786536467,0.0303332131835097,-0.25363401708618,-0.37338113255,0.0207363898709206,-0.0137217132802346,-0.827647204097559,-0.0637890270772734,0.0760545577653427,0.0790014452544403,-0.80918957308618,0.40439664545
"gu8986","DZ",1,2,-0.0928305211149848,NA,-0.330248114046347,NA,-0.0292345573376306,NA,0.650523442153299,NA,0.27068185168835,NA,0.354170977902441,NA,0.136427486110303,NA,0.41303264891382,NA
"gu8990","DZ",1,2,-0.169484001092235,NA,-0.693884478046347,NA,-0.21525839856207,NA,-0.280032113846701,NA,0.25639894017947,NA,1.17235279590244,NA,0.287146946217803,NA,0.85747709391382,NA
"gw9001","DZ",1,2,0.128070628596805,NA,-0.421157205046348,NA,0.307172661816359,NA,-0.460587669846701,NA,0.151861757660171,NA,0.0814437049024416,NA,0.0885027739364033,NA,-0.25363401708618,NA
"gw9056","DZ",2,1,0.10577108610481,0.368577510086465,0.626898250902442,0.390756427922726,-0.0335841443150973,-0.22657644381784,0.63525487191382,0.18217442245,0.366520971833775,0.500898643020055,0.942479158953652,0.504543465918635,0.269165057919119,0.419156056083044,0.317190108153299,0.610684081606299
"gw9060","MZ",1,1,-0.0945881708762647,-0.159656149465975,-0.875702659046347,-0.768183806081365,0.0177256646081093,0.0664150865960239,-0.0161432248467011,-0.167093696393701,-0.170501257481015,-0.0331498343065548,-0.693884478046347,-0.859092897081365,-0.0977785724783207,0.00638763306736413,-0.127254335846701,-0.167093696393701
"gw9082","DZ",2,2,-0.306932100710519,-0.343224287425065,-0.645829022097559,-0.700152663077273,-0.209365087900987,0.0519924277044899,-0.14252290608618,0.73772997845,0.175231224133881,0.556357992193675,0.172352795902441,-0.609243572077273,0.0776630693070131,0.27126844675905,-0.47585623908618,0.07106331145
"gw9126","DZ",1,2,0.0480331110658952,NA,0.215206431953653,NA,-0.144082115258251,NA,-0.127254335846701,NA,-0.0710362307826295,NA,-0.00946538509755866,NA,0.00381167995105282,NA,0.19081042691382,NA
"gw9130","DZ",1,2,0.0325428831964553,NA,1.03338824995365,NA,-0.0307560642172607,NA,-0.682809891846701,NA,-0.0443420604750894,-0.365354295826935,-0.282192658097558,0.0271200639227265,-0.212486891805007,-0.32329664057635,-0.25363401708618,-0.37338113255
"gw9141","DZ",1,1,-0.273572486375825,NA,-0.330248114046347,NA,-0.0141392746976706,NA,-0.682809891846701,NA,-0.0342710994056646,NA,0.306115521953653,NA,-0.0810150382051705,NA,-0.0161432248467011,NA
"gw9152","DZ",2,1,-0.0855005954434096,-0.0992511150064747,-0.918556295097558,-0.427425390077273,0.355912271350173,0.34634977110121,0.19081042691382,0.62661886745,-0.224141933356265,NA,-1.05752084104635,NA,0.0797645708045795,NA,0.206078997153299,NA
"gw9163","DZ",1,2,-0.144974894055825,NA,-0.239339023046347,NA,-0.0329419420712607,NA,-0.682809891846701,NA,-0.154858951278549,NA,-0.191283567097558,NA,-0.320544379938997,NA,-0.36474512808618,NA
"gw9233","DZ",2,2,0.362636369476341,NA,0.445080068902442,NA,-0.0691166456188072,NA,0.19081042691382,NA,-0.211187251947799,0.267980103182065,-0.00946538509755866,0.118029154922726,-0.123719783752657,0.16209420346629,0.0796993159138193,0.29328553345
"gw9244","DZ",1,1,-0.0920968164425148,NA,-0.512066296046347,NA,-0.250855358689141,NA,-0.0161432248467011,NA,-0.270224817124575,NA,1.13566097695365,NA,-0.359635385319291,NA,-0.349476557846701,NA
"gw9255","DZ",1,2,0.0497811535529954,NA,-0.239339023046347,NA,-0.14705523951467,NA,-0.349476557846701,NA,0.192656496122381,NA,0.263261886902441,NA,0.0980429140677732,NA,-0.14252290608618,NA
"gw9270","DZ",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,-0.265719822553839,NA,-0.554919931097558,NA,-0.0310086513581169,NA,0.19081042691382,NA
"gw9281","DZ",2,2,-0.30556717570307,-0.144776854102335,0.135989159902442,0.481665518922727,-0.186431047135507,-0.11090616646036,0.568588204913819,0.29328553345,0.00577752980010064,0.257280726550105,0.263261886902441,0.845301882922726,-0.043883499244447,0.0725704593967702,0.0796993159138193,-0.0400477995500005
"gw9314","MZ",2,2,-0.311519604628969,0.238886256662955,-1.00946538509756,-0.154698117077274,0.0835177509742426,0.27413392506132,-0.0314117950861803,-0.37338113255,-0.0328396613813193,-0.0199024840655849,-0.191283567097558,0.0271200639227265,0.250914658831333,0.14398532270477,-0.0314117950861803,0.40439664545
"gw9325","DZ",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0.20479772178474,NA,-0.191283567097558,NA,0.330142015220183,NA,-0.14252290608618,NA
"gw9336","DZ",2,1,-0.23602058205798,NA,-1.19128356709756,NA,-0.0928722056816571,NA,-0.69807846208618,NA,-0.368587035188485,NA,-0.239339023046347,NA,-0.42983458356054,NA,-0.238365446846701,NA
"gw9362","DZ",2,NA,NA,-0.172798252486995,NA,-1.06378902707727,NA,-0.0755272458538796,NA,-0.37338113255,NA,NA,NA,NA,NA,NA,NA,NA
"gw9384","DZ",2,1,-0.21733166083322,-0.182667822520555,-0.918556295097558,-0.791061754077274,-0.00179334594683688,-0.0221467824708599,-0.0314117950861803,0.29328553345,0.128416852030805,-0.317136623206775,-0.0575208410463471,-0.131820170081365,-0.0720899822940907,-0.124113363259396,0.317190108153299,0.305128525606299
"gw9395","DZ",2,2,0.00277706606243048,-0.380089406389565,0.808716432902442,-0.700152663077273,0.160581967136993,-0.0911880725955298,-0.58696735108618,-0.48449224355,0.126038722992461,-0.275982417279225,1.26326188690244,0.663483700922727,0.0398887569570532,-0.23244219909005,0.0796993159138193,0.29328553345
"gw9421","DZ",2,1,0.42744791476332,-0.317102744452345,0.263261886902441,0.118029154922726,0.307865427900083,0.11786046236289,0.74636598291382,0.62661886745,0.134213939896605,0.0450522656857455,0.578842794953652,0.595452556918635,0.18596566505138,0.0741005568233338,0.539412330153299,0.499572969606299
"gw9465","DZ",1,1,0.170033408280435,-0.337008779906895,0.669751885953653,0.231816193918635,0.196447585131909,-0.725864665467166,-0.349476557846701,0.0551285256062993,0.0576995412635653,-0.194956581165365,-0.421157205046348,-0.677274716081365,0.0402608758975393,-0.0312548227906259,0.428301219153299,-0.722649252393701
"gw9476","DZ",1,2,-0.113375601842435,-0.183651840353525,0.0333882499536528,0.231816193918635,-0.00428361819261055,-0.176867097484056,-0.460587669846701,0.166239636606299,0.19654703435779,NA,0.0814437049024416,NA,0.0168054953622925,NA,-0.25363401708618,NA
"gw9480","DZ",1,1,0.218515219502235,0.102096699018456,-0.421157205046348,-0.422729261081365,0.11671076942248,0.469349915892805,0.206078997153299,-1.3734429033937,-0.0303392833757147,-0.118159638913815,0.397024612953653,-0.313638352081365,-0.166478152475411,-0.0542986143036858,-0.682809891846701,-0.167093696393701
"gw9502","DZ",2,1,0.0336506863796806,-0.264341284540835,-0.0195663960975584,-0.275910239077273,-0.192368710480077,-0.27398366799827,0.301921537913819,-0.37338113255,0.267483896833855,0.147483284800916,-0.0393390230463472,0.888381849918635,0.00249593697992926,-0.134404167876426,0.206078997153299,0.277350747606299
"gw9535","DZ",2,1,0.311899937151441,0.333572776161275,0.354170977902441,0.208938245922726,0.203503762918573,0.26039602566805,-0.36474512808618,-0.37338113255,0.0253269108333954,0.253304066583866,0.124297340953653,-0.0409110790813644,-0.0641318273578207,-0.135951572139586,-0.238365446846701,-0.6115381413937
"gw9546","DZ",2,1,0.11899266829408,0.344539684445945,0.263261886902441,0.118029154922726,0.0564009750523333,0.29572886414473,-0.14252290608618,-0.0400477995500005,-0.424709988098805,-0.280339629600605,-1.33024811404635,-0.495456534081365,-0.220979812348851,-0.330443159358736,-0.682809891846701,-0.6115381413937
"gw9550","DZ",2,2,0.27708541393351,0.516120599287645,0.172352795902441,1.02712006392273,0.400519687913243,0.11280284021603,0.301921537913819,0.40439664545,0.17342368607573,0.0244191633299452,-0.554919931097558,0.390756427922726,0.255387785795513,0.22693499696304,0.41303264891382,0.51550775645
"gw9583","DZ",1,1,-0.117261003638315,NA,-0.939339023046348,NA,-0.11571407507775,NA,-0.190746399846701,NA,-0.0790691203392645,NA,-0.693884478046347,NA,0.257490805505189,NA,0.983856775153299,NA
"gw9594","MZ",2,2,NA,-0.514471520911815,NA,-1.06378902707727,NA,-0.60392029431916,NA,-0.70671446655,NA,-0.287027210806325,NA,0.390756427922726,NA,-0.30890643760713,NA,-0.48449224355
"gw9616","MZ",2,2,-0.208055307004779,0.159633828788995,0.135989159902442,-0.245607208077274,0.0291485079727532,0.00320267364799955,-0.0314117950861803,-0.26227002155,-0.139723395576029,-0.0520872746032549,0.0814437049024416,-0.109243572077274,-0.217429500699627,-0.0550064238705197,-0.0314117950861803,-0.15115891055
"gw9620","DZ",2,2,0.372133290301561,-0.257186558176165,-0.464010840097559,-0.427425390077273,0.0986972578910728,-0.25188964948203,-0.58696735108618,-0.26227002155,0.0784380775078207,-0.207677539836585,-0.827647204097559,-0.245607208077274,-0.152098089698587,-0.3189329535331,-0.47585623908618,-0.48449224355
"gw9631","DZ",1,NA,0.113145681657605,NA,0.487933703953652,NA,-0.0462640781371407,NA,0.094967886153299,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gw9653","DZ",2,1,-0.238731015887989,-0.227093560563965,-1.19128356709756,0.118029154922726,0.0448232376779327,0.11063153182082,0.0796993159138193,-0.0400477995500005,-0.00986304810329454,0.171432633341175,-0.0575208410463471,-0.313638352081365,0.179759500735759,0.321204056633595,0.428301219153299,0.0551285256062993
"gw9664","DZ",2,1,0.151167399053261,NA,0.335989159902441,NA,-0.100138767379807,NA,0.41303264891382,NA,0.0970734744763954,NA,-0.439339023046348,NA,-0.0816027406301503,NA,-0.682809891846701,NA
"gw9712","MZ",2,2,-0.443859940696149,-0.0867455840932146,-0.554919931097558,-0.336516299077273,-0.536021398979197,-0.44135337665772,-0.58696735108618,-0.70671446655,-0.195683811314179,-0.142066341279985,0.263261886902441,-0.609243572077273,-0.363751060152537,-0.26376863911968,-0.58696735108618,-0.48449224355
"gw9723","DZ",2,2,0.26954643985216,NA,0.135989159902442,NA,-0.027785014628017,NA,0.301921537913819,NA,0.129681687605361,NA,0.899625523902442,NA,0.204659286265663,NA,0.85747709391382,NA
"gw9745","MZ",2,2,-0.0934472921569595,0.272032885017955,0.263261886902441,0.0271200639227265,-0.142490615682497,0.15653987257174,-0.25363401708618,-0.59560335455,-0.22429350503678,-0.0846010395062547,0.445080068902442,0.390756427922726,-0.046191739785417,-0.0668126157633297,-0.58696735108618,-0.48449224355
"gw9771","DZ",1,1,-0.0377118847591446,0.173564809973165,-0.512066296046347,-0.0409110790813644,0.00747709211865947,0.0589076063997444,0.428301219153299,0.7217951926063,0.0962826172369552,0.489274125749055,0.397024612953653,0.868179829918636,-0.0216267050294206,0.191927410527354,0.094967886153299,0.388461858606299
"gw9782","DZ",2,NA,-0.34089962101513,NA,0.263261886902441,NA,-0.214409068147267,NA,0.52414376091382,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gw9793","DZ",1,2,0.0666091118047552,NA,-0.421157205046348,NA,0.26696136649663,NA,0.317190108153299,NA,0.0965436285113304,NA,0.263261886902441,NA,0.0194709562671129,NA,-0.0314117950861803,NA
"gw9863","DZ",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.364442870656465,NA,-0.148429932046347,NA,0.30693622353222,NA,0.317190108153299,NA
"gw9874","DZ",2,2,0.188961726598681,NA,0.263261886902441,NA,0.0386677282014232,NA,-0.47585623908618,NA,0.22315242709934,NA,0.626898250902442,NA,0.170076516436793,NA,-0.47585623908618,NA
"gw9900","DZ",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0.0795801123684304,NA,-0.100374476097559,NA,0.295297564115363,NA,0.74636598291382,NA
"gw9922","DZ",1,NA,0.231862136574815,NA,-0.139339023046347,NA,0.118680933804629,NA,0.094967886153299,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gw9933","DZ",2,2,0.0435081593794806,NA,-0.282192658097558,NA,0.029811283983783,NA,-0.0314117950861803,NA,-0.0410192654958996,NA,-1.46401084009756,NA,-0.143661803021257,NA,-1.03141179508618,NA
"gw9944","MZ",1,NA,NA,-0.311230563421965,NA,-0.422729261081365,NA,-0.213805224085816,NA,-0.6115381413937,NA,NA,NA,NA,NA,NA,NA,NA
"gw9966","DZ",2,2,0.0798927971710806,NA,0.172352795902441,NA,0.235580893495333,NA,0.63525487191382,NA,0.23166631854101,NA,0.263261886902441,NA,0.215309578758063,NA,-0.0314117950861803,NA
"gw9981","DZ",1,2,-0.0132592854498347,NA,0.0333882499536528,NA,0.0575259703439394,NA,-0.460587669846701,NA,-0.32630203057933,-0.168804491540745,-0.827647204097559,-0.881970845077274,-0.372967203271877,-0.28377305383033,-0.80918957308618,-0.92893668855
"ha0014","DZ",1,2,-0.0410417830858446,-0.0925572223111448,-0.148429932046347,-0.131820170081365,-0.0805112223740406,0.0507053116999839,-0.127254335846701,-0.389315918393701,0.24310941200034,0.579146820413985,0.626898250902442,0.572574609922726,0.0536014247057726,0.39227103807367,-0.0314117950861803,0.51550775645
"ha0073","MZ",1,1,0.0304057470352451,0.265234700007175,0.0333882499536528,0.504543465918635,-0.13675776773845,0.0608672460852145,-0.0161432248467011,0.277350747606299,0.0667833071618852,-0.0663236891518748,0.124297340953653,0.140907102918635,-0.0226161502261704,0.0815132510215842,-0.238365446846701,-0.0559825853937007
"ha0095",NA,2,2,-0.140967243297349,-0.0511254009012848,0.354170977902441,0.481665518922727,-0.213951021542597,-0.0614808685460302,0.301921537913819,0.40439664545,0.0542728574958507,-0.174654414783975,1.08144370490244,-1.24560720807727,-0.0521403347641571,-0.23008684178493,0.96858820491382,-0.48449224355
"ha0110","MZ",1,1,0.0506804803947552,-0.136807774563265,0.669751885953653,0.322725283918635,0.268421258572239,0.0455715203704942,0.872745664153299,-0.167093696393701,-0.248776829004525,-0.219020195227545,0.215206431953653,-0.222729261081365,-0.0129582356489105,-0.0911278909881957,0.539412330153299,-0.0559825853937007
"ha0180","DZ",2,2,0.0730460212645403,0.448719066547445,0.535989159902441,0.572574609922726,-0.118534036510167,0.34504107988589,0.0796993159138193,0.62661886745,0.25736497212325,0.232258756242195,0.899625523902442,0.208938245922726,0.244070994622313,0.26933268503998,-0.47585623908618,0.07106331145
"ha0213","MZ",1,1,0.00262203098254542,-0.208560980090684,-0.0575208410463471,-0.313638352081365,-0.0340193302716206,-0.379766695631386,-0.0161432248467011,-0.389315918393701,-0.270548768863355,-0.0497250080182545,-0.966611750046347,-0.0409110790813644,-0.0786040184198905,-0.0134856791241357,0.094967886153299,0.277350747606299
"ha0235","DZ",1,1,0.0117249876871254,0.0663487543856954,0.0333882499536528,0.0499980119186354,0.0118696844255196,0.0215202200608539,0.206078997153299,0.0551285256062993,-0.221236295339925,NA,-0.602975387046347,NA,-0.18370007486975,NA,0.094967886153299,NA
"ha0331","DZ",1,1,0.299788640355915,NA,-0.966611750046347,NA,0.166879034356169,NA,-0.0161432248467011,NA,-0.0304397235394746,NA,-0.512066296046347,NA,0.141349744635129,NA,0.428301219153299,NA
"ha0515","DZ",1,1,NA,0.0317743629453054,NA,-0.131820170081365,NA,-0.114797848497046,NA,0.0551285256062993,NA,-0.126069613848645,NA,0.0499980119186354,NA,-0.253043583541216,NA,0.0551285256062993
"ha0526","MZ",1,1,0.275742424591205,NA,0.0333882499536528,NA,0.28072124476567,NA,-0.0161432248467011,NA,0.0599503925741053,NA,-0.148429932046347,NA,0.0380106938946495,NA,0.428301219153299,NA
"ha0552","DZ",2,1,NA,0.136530155286275,NA,0.118029154922726,NA,0.37354630736329,NA,0.29328553345,NA,0.0156514348518555,NA,-0.0409110790813644,NA,-0.197559555705536,NA,0.166239636606299
"ha0622","DZ",1,1,-0.0460283154707645,NA,0.760660976953653,NA,0.13590399251308,NA,-0.0161432248467011,NA,0.442196296805605,NA,-0.602975387046347,NA,0.258917553100019,NA,0.539412330153299,NA
"ha0666","DZ",1,1,0.121320059879155,0.648969826236015,0.942479158953652,1.41363437491863,0.349384485174609,0.411542654388014,0.317190108153299,0.277350747606299,-0.0817347948829946,-0.479375737435935,-0.875702659046347,-1.40454744308136,0.138533941922449,-0.327135391202926,-0.238365446846701,-1.5004270303937
"ha0703","MZ",2,2,-0.26151069223051,NA,-0.191283567097558,NA,-0.220109226998917,NA,-0.92030068408618,NA,-0.158224998151469,0.338396067198745,-0.191283567097558,0.299847336922727,-0.0105072952232372,0.1163290931997,-0.14252290608618,0.40439664545
"ha0725","DZ",1,1,0.647142275963355,NA,0.942479158953652,NA,0.31982667095285,NA,-0.0161432248467011,NA,-0.0554364117834748,NA,-0.784793568046348,NA,-0.0263751759511407,NA,-0.127254335846701,NA
"ha0736","DZ",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0.141049429080361,NA,0.263261886902441,NA,0.0906642751474032,NA,0.19081042691382,NA
"ha0762","DZ",1,1,NA,0.156526771322326,NA,0.0499980119186354,NA,-0.191598990741476,NA,-0.278204807393701,NA,0.290922286991985,NA,0.322725283918635,NA,0.119257164300084,NA,0.610684081606299
"ha0821","DZ",2,1,0.123664453386781,NA,0.0814437049024416,NA,-0.0364864179785471,NA,0.301921537913819,NA,-0.129045855882545,NA,0.578842794953652,NA,-0.14748576084736,NA,0.428301219153299,NA
"ha0832","DZ",2,2,-0.101568410629519,-0.128109268479715,-1.00946538509756,-0.0637890270772734,0.144830633240873,0.0410402052546397,0.19081042691382,0.62661886745,0.392385227273581,0.318345097265755,-0.645829022097559,0.663483700922727,0.164292763440683,0.17239298615583,-0.14252290608618,0.29328553345
"ha0854","DZ",2,2,0.262769342156431,NA,0.899625523902442,NA,0.399844843266633,NA,0.85747709391382,NA,0.15350196829598,NA,0.0814437049024416,NA,0.321572229183933,NA,0.96858820491382,NA
"ha0865","DZ",1,1,0.0236145874664254,NA,-0.512066296046347,NA,0.0724195237539193,NA,-0.127254335846701,NA,0.263678192341165,NA,0.215206431953653,NA,0.204122321060649,NA,1.0949678861533,NA
"ha0876","MZ",2,2,0.10921694532301,0.278263934994585,0.535989159902441,1.02712006392273,-0.355380414591907,-0.15607785566664,-0.40641179508618,0.07106331145,-0.104520434551909,0.105688827897345,-0.554919931097558,-0.336516299077273,-0.414228007425327,-0.19923344113384,-0.80918957308618,-0.37338113255
"ha0961","DZ",1,1,-0.0646829120374447,NA,-0.330248114046347,NA,-0.404544517495001,NA,-0.0161432248467011,NA,0.0978796472960152,NA,-0.693884478046347,NA,-0.20313915733772,NA,-1.5300321138467,NA
"ka0001",NA,2,2,0.162162645610701,NA,0.263261886902441,NA,0.234571249471103,NA,0.74636598291382,NA,0.114575732749821,NA,1.17235279590244,NA,0.354580937272713,NA,0.74636598291382,NA
