ifam,ID,OnlineManual,isOut,whyOut,sex,Age,zygosity,el_BFI1,el_BFI2,el_BFI3,el_BFI4,el_BFI5,el_BFI6,el_BFI7,el_BFI8,el_BFI9,el_BFI10,el_BFI11,el_BFI12,el_BFI13,el_BFI14,el_BFI15,el_BFI16,el_BFI17,el_BFI18,el_BFI19,el_BFI20,el_BFI21,el_BFI22,el_BFI23,el_BFI24,el_BFI25,el_BFI26,el_BFI27,el_BFI28,el_BFI29,el_BFI30,el_BFI31,el_BFI32,el_BFI33,el_BFI34,el_BFI35,el_BFI36,el_BFI37,el_BFI38,el_BFI39,el_BFI40,el_BFI41,el_BFI42,el_BFI43,el_BFI44,el_BFI6_Rev,el_BFI21_Rev,el_BFI31_Rev,el_BFI2_Rev,el_BFI12_Rev,el_BFI27_Rev,el_BFI37_Rev,el_BFI8_Rev,el_BFI18_Rev,el_BFI23_Rev,el_BFI43_Rev,el_BFI9_Rev,el_BFI24_Rev,el_BFI34_Rev,el_BFI35_Rev,el_BFI41_Rev,EMPQ_emotional,EMPQ_cognitive
7219,4,0,1,2,2,11.15582519,2,4,1,5,1,5,4,5,5,3,5,5,1,5,1,5,5,5,3,4,3,1,5,1,4,2,5,1,5,3,5,4,4,4,2,5,4,3,4,2,4,4,5,3,4,2,5,2,5,5,5,3,1,3,5,3,3,2,4,1,2,2.636363636,4.666666667
7227,1,0,0, ,2,11.18036704,3,5,1,5,1,5,5,5,5,1,5,5,1,5,5,5,3,3,5,5,5,3,5,1,1,1,5,3,5,3,5,5,3,5,1,3,5,3,2,2,3,4,5,1,5,1,3,1,5,5,3,3,1,1,5,5,5,5,5,3,2,2.454545455,4.111111111
7227,4,0,0, ,1,11.17984758,3,3,5,5,1,4,5,5,5,3,5,5,1,5,1,3,5,4,5,5,5,4,3,3,1,5,5,1,3,5,5,5,5,3,3,5,5,1,4,5,5,4,5,5,5,1,2,1,1,5,5,5,1,1,3,1,3,5,3,1,2,3.090909091,3.666666667
7229,1,0,0, ,1,11.3939708,1,3,3,5,1,5,4,5,4,5,5,5,1,5,5,4,5,5,1,4,5,1,4,3,2,5,5,4,4,3,2,3,4,5,4,4,5,1,4,1,4,4,5,1,3,2,5,3,3,5,2,5,2,5,3,5,1,4,2,2,2,3.363636364,3.111111111
7229,4,0,0, ,1,11.10290253,1,5,4,2,1,3,4,4,4,3,4,5,2,4,2,3,2,2,2,3,4,1,4,5,4,2,4,1,2,2,2,4,4,4,4,2,4,1,3,4,2,4,4,4,1,2,5,2,2,4,5,5,2,4,1,2,3,2,2,4,2,3.454545455,3.777777778
7231,1,0,0, ,1,10.96459633,3,5,5,4,1,5,2,4,5,5,5,5,5,5,1,5,5,2,3,2,5,1,1,1,5,5,5,1,5,4,5,1,3,5,4,5,5,5,5,4,4,4,5,5,4,4,5,5,1,1,5,1,1,3,5,1,1,1,2,1,2,1.454545455,3.666666667
7231,4,0,0, ,2,10.99740284,3,3,5,2,3,1, , ,3,3,4,5,1,5,4,4,5,5,3,3,4,3,4,4,2,3,5,5,4,5,4,2,5,4,3,4,4,2,2,3,4,2,5,3,1, ,3,4,1,5,1,4,3,3,2,3,3,4,3,2,4,3.545454545,4.111111111
7241,1,0,0, ,1,11.27553331,2,2,2,4,1,5,1,5,3,5,5,5,1,5,2,5,5,4,4,1,5,1,5,1,5,3,5,1,4,1,4,1,5,4,5,1,5,1,3,1,5,4,5,1,1,5,5,5,4,5,5,5,3,2,5,5,1,1,1,5,2,3.818181818,3.888888889
7241,4,0,0, ,1,11.27599634,2,2,3,4,2,4,3,4,1,2,2,3,2,4,4,4,3,4,3,3,4,2,4,1,2,3,2,1,4,2,2,2,4,3,2,4,4,3,4,3,4,4,4,3,3,3,4,4,3,4,5,3,5,3,5,3,4,4,4,2,2,3.818181818,3.666666667
7243,1,0,0, ,2,11.20686091,2,3,2,5,1,4,4,5,2,4,4,5,1,4,3,4,4,4,1,3,4,4,5,1,4,4,4,1,4,2,5,4,5,5,4,4,5,1,2,1,4,2,5,4,5,2,2,2,4,5,5,5,4,5,5,2,2,2,2,2,4,3.363636364,4.111111111
7243,4,0,0, ,2,11.25453365,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.545454545,4
7245,1,0,0, ,2,11.24361935,2,2,3,4,1,4,4,5,4,4,5,5,4,5,2,4,4,4,1,4,4,4,2,2,2,4,4,3,4,3,5,5,4,4,4,4,5,3,4,5,4,4,5,4,4,2,2,1,3,2,3,3,2,5,4,2,2,4,2,2,2,3.636363636,3.888888889
7245,4,0,0, ,2,11.24367915,2,1,1,5,3,4,5,5,3,5,5,4,1,5,3,2,2,5,1,5,5,5,4,1,3,2,5,3,5,3,5,4,4,5,3,5,5,1,4,1,4,2,5,2,5,1,1,2,5,5,3,5,3,5,5,4,1,3,3,1,4,3.727272727,4
7249,1,0,0, ,1,11.10669845,2,2,3,5,1,4,4,5,2,4,5,4,3,4,2,5,5,4,4,4,1,4,3,2,5,5,4,3,5,1,1,4,5,5,3,4,5,3,5,4,4,1,5,2,5,2,2,2,3,3,3,3,4,2,4,4,2,1,3,2,5,3.545454545,4.333333333
7249,4,0,0, ,1,11.13683084,2,2,2,4,1,4,4,5,4,4,5,5,3,4,4,4,4,2,1,4,4,2,4,2,4,4,4,2,5,4,4,4,5,4,4,4,5,4,4,4,4,4,4,2,4,2,4,2,4,3,4,2,2,5,4,4,2,2,2,2,2,3.090909091,3.777777778
7253,1,1,0, ,2,10.91307324,2,4,1,5,1,3,3,5,4,4,5,5,1,5,4,3,3,5,2,3,4,2,5,2,3,3,4,1,5,4,5,4,5,3,2,1,5,2,4,4,5,2,5,1,3,3,4,2,5,5,5,4,2,4,4,5,2,3,4,5,4, , 
7253,4,1,0, ,2,10.91307324,2,4,2,5,1,4,5,5,4,4,5,4,1,3,3,4,3,5,1,3,4,4,2,2,4,3,3,1,5,3,4,5,4,5,3,4,3,2,5,1,4,3,5,2,5,1,2,1,4,5,5,4,2,5,4,4,2,2,3,2,3, , 
7257,1,0,0, ,1,10.8522399,2,1,1,3,3,4,2,4,2,3,3,4,1,5,5,5,3,4,2,3,4,5,4,2,3,4,3,2,4,2,4,3,4,4,3,4,3,2,3,1,4,4,3,1,3,4,1,3,5,5,4,4,4,4,4,5,3,3,3,2,2,2.636363636,4
7257,4,0,0, ,1,10.86583726,2,2,1,4,3,3,3,3,2,3,4,1,2,4,5,4,2,4,4,3,3,3,4,3,5,4,5,3,4,4,4,1,3,4,4,2,4,2,5,3,5,3,2,2,3,3,3,5,5,4,3,4,4,2,3,4,3,1,2,4,3,3.363636364,4.111111111
7259,1,0,0, ,1,10.9416796,2,2,3,4,1,5,5,4,4,4,5,5,1,5,2,4,5,5,5,5,5,4,4,2,3,4,4,1,4,3,4,3,4,4,5,4,4,3,4,2,3,2,4,5,4,1,2,3,3,5,5,3,2,1,4,1,2,3,1,2,4,3.090909091,4.222222222
7259,4,0,0, ,1,10.94180486,2,3,1,5,1,4,4,4,3,5, ,5,1,5,2,5,4,5,1,4,3,3,4,1,3,5,5,2,5,3,4,3,5,4,5,5,5,2,4,3,5,3,5,1,4,2,3,3,5,5,4,4,3,5,5,5,1,3,1,1,3,3.272727273,4.111111111
7265,1,0,0, ,2,10.89841772,3,5,1,5,1,5,5,5,2,4,5,5,1,5,3,4,5,5,1,5,5,4,5,4,2,5,5,1,4,3,5,4,5,4,4,3,5,1,3,4,5,1,4,4,5,1,2,2,5,5,5,5,4,5,2,2,2,4,2,3,5,3.636363636,5
7265,4,0,0, ,1,10.89830564,3,1,1,3,1,5,5,5,3,1,5,5,1,5,1,1,5,3,4,1,5,2,3,4,1,5,5,1,1,4,1,1,5,3,5,5,5,1,3,5,5,1,5,4,5,1,4,5,5,5,5,5,3,2,2,2,5,5,1,1,5,3,3.333333333
7267,1,0,0, ,2,11.37756474,3,4,4,4,1,3,2,3,4,3,4,5,2,4,2,4,4,3,3,3,4,3,3,2,3,4,5,4,3,4,4,4,3,3,3,3,3,2,3,3,4,4,2,3,2,4,3,2,2,4,2,4,2,3,4,3,3,3,3,3,2,2.454545455,3.444444444
7267,4,0,0, ,1,11.56612024,3,2,3,4,1,4,2,4,3,3,5,4,1,5,2,4,3,4,2,2,4,3,4,1,4,3,4,2,4,3,3,2,4,4,2,3,5,2,3,2,1,3,3,2,3,4,3,4,3,5,4,4,3,4,5,4,3,2,4,3,3,2.727272727,3.111111111
7273,1,0,0, ,2,11.25438262,2,4,1,5,1,5,5,5,4,4,5,3,1,5,1,5,4,5,3,3,5,2,4,1,3,5,4,1,5,1,4,1,5,4,4,3,5,1,3,1,4,1,5,3,5,1,4,5,5,5,5,5,2,3,5,3,2,3,2,3,5,4.181818182,4.875
7273,4,0,0, ,2,11.25669576,2,4,3,5,1,5,5,4,4,3,4,4,3,4,4,4,4,5,2,5,5,4,4,1,1,5,5,3,4,2,5,3,4,4,3,5,5,4,4,3,5,1,4,2,4,1,2,3,3,3,3,2,2,4,5,4,3,5,3,1,5,4.090909091,4.222222222
7281,1,1,0, ,1,11.05270363,3,4,3,4,1,2,4,5,4,4,3,2,2,4,2,3,3,4,2,2,4,2,4,2,4,4,2,2,4,3,4,3,4,4,4,3,5,4,4,2,4,3,5,4,2,2,4,3,3,4,4,2,2,4,4,2,2,2,2,3,3, , 
7281,4,1,0, ,2,11.05270363,3,3,2,5,1,4,4,5,2,3,2,4,2,5,5,4,3,5,4,3,2,3,5,1,4,2,2,3,5,3,5,5,5,5,2,5,4,4,5,2,1,1,5,5,4,2,3,1,4,4,3,2,4,2,5,1,3,2,4,1,5, , 
7283,1,0,0, ,1,11.03206055,3,5,4,3,3,3,3,3,5,1,4,3,3,4,4,3,3,3,4,4,3,1,4,4,2,3,4,2,3,3,2,4,3,3,1,4,5,3,3,4,3,4,4,5,3,3,5,2,2,3,4,3,1,2,2,1,5,4,5,2,2,3.636363636,3.555555556
7283,4,0,0, ,2,11.29293356,3,5,1,2,1,5,3,5,3,3,5,5,1,5,5,5,4,5,1,3,5,3,5,3,4,5,3,1,4,1,5,3,5,5,3,1,5,4,5,4,5,1,5,5,4,3,3,3,5,5,5,2,3,5,3,1,3,2,3,5,5,4.818181818,4.888888889
7285,1,0,0, ,2,11.04559235,2,5,1,5,1,3,5,5,2,5,3,5,1,5,4,4,5,3,1,5,5,1,4,2,3,3,4,1,5,1,5,5,5,5,3,5,5,1,5,1,3,1,5,1,5,1,5,1,5,5,5,5,4,5,4,5,1,3,3,1,5,3.545454545,4.888888889
7285,4,0,0, ,2,11.04542177,2,2,1,5,1,4,4,5,1,3,4,4,1,4,1,3,3,4,1,5,4,5,5,1,2,3,4,1,4,1,4,5,5,4,2,3,5,1,4,4,4,2,5,3,1,2,1,1,5,5,5,5,5,5,5,3,3,4,4,3,4,3.181818182,3.888888889
7289,1,0,0, ,2,10.88219171,1,3,2,3,3,3,2,3,4,2,3,5, ,3,4,4,3,3,2,3,4,2,3,3,3,4,4,3,4,5,3,4,3,4,3,3,3,4,3,3,2,1,4,3,3,4,4,2,4, ,3,2,2,4,3,3,4,3,3,3,5,3.272727273,4
7289,4,0,0, ,2,10.88218622,1,4,3,5,2,3,2,5,5,4,5,5,3,5,4,4,2,4,2,5,5,5,4,3,4,4,5,5,5,5,5,5,4,4,3,5,4,4,4,4,5,5,4,4,5,4,1,1,3,3,1,2,1,4,3,2,2,2,3,1,1,3.454545455,3.777777778
7291,1,0,0, ,1,11.21581521,3,1,2,3,4,5,4,3,2,1,2,2,2,3,3,4,2,3,2,3,2,1,1,1,1,5,5,3,5, ,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,5,3,4,4,3,3,4,4,5,3,5,5,3,3,3,2.909090909,3
7291,4,0,0, ,2,11.19722263,3,5,5,2,1,3,1,2,5,1, ,5,1,1,4,2,4,1,5,4,2,1,2,5,1,2,4,1,2,1,2,1,4,3,1,2,5,5,2,4,4,1,5,5,2,5,5,5,1,5,5,1,1,1,1,1,5,5,5,4,5,3.545454545,4
7293,1,0,0, ,2,11.00526776,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7295,1,1,0, ,1,10.96235455,2,3,2,3,1,4,2,2,3,3,4,4,1,3,4,3,4,4,2,3,5,1,3,2,3,2,3,1,4,2,3,4,4,5,2,4,5,3,4,1,4,4,4,2,4,4,5,2,4,5,5,3,3,4,4,4,3,3,4,2,2, , 
7295,4,1,0, ,1,10.96235455,2,3,2,5,1,2,3,1,1,3,4,4,1,5,3,4,3,5,1,4,3,4,3,5,4,2,2,2,3,2,3,4,3,5,2,5,5,1,3,2,1,3,5,1,2,3,2,2,4,5,4,5,5,5,1,5,3,2,4,1,3, , 
7301,1,0,0, ,1,10.87035415,2,2,1,5,3,4,4,5,4,3,4,4,1,5,5,4,4,3,1,3,5,4,3,2,3,4,5,4,5,4,3,5,4,3,2,4,5,2,1,3,5,3,4,3,5,2,2,1,5,5,2,4,2,5,4,3,3,3,4,2,3,3.818181818,3.555555556
7301,4,0,0, ,1,10.87018509,2,2,3,3,2,4,2,3,4,2,5,5,2,4,4,4,2,2,2,3,4,2,4,2,4,2,3,2,2,5,2,4,3,3,4,3,4,4,2,4,4,5,4,5,2,4,4,2,3,4,4,2,2,4,4,1,4,2,2,3,1,3.181818182,3.222222222
7303,1,0,0, ,1,10.86031495,3,3,2,4,2,4,3,4,4,2,4,5,3,4,4,4,4,4,3,4,2,2,4,1,2,4,5,2,3,4,1,4,4,3,2,4,5,3,5,4,4,5,4,2,1,3,4,2,4,3,4,3,2,3,5,4,4,4,4,2,1,3.454545455,3.777777778
7303,4,0,0, ,2,10.85982847,3,3,5,3,3,3,4,4,1,2,5,3,2,3,5,2,1,1,3,5,4,3,3,4,1,2,5,4,5,3,5,5,4,2,1,4,3,5,4,5,3,2,1,2,4,2,3,1,1,4,2,1,5,3,2,4,4,5,5,2,4,2.909090909,3.857142857
7305,1,0,0, ,2,11.35757459,2,2,2,5,1,4,3,4,5,4,5,5,2,5,4,5,5,4,2,3,4,4,3,1,4,5,5,4,5,3,4,4,5,5,4,5,4,3,5,4,4,3,3,2,4,3,2,2,4,4,2,3,1,4,5,4,2,2,2,1,3,3.090909091,3.666666667
7305,4,0,0, ,2,11.41846937,2,5,2,2,1,2,4,4,5,3,2,4,1,2,4,3,3,4,4,4,3,5,4,5,4,2,3,4,1,3,3,5,3,2,3,2,4,2,2,4,5,3,4,4,2,2,1,1,4,5,2,4,1,2,1,2,3,2,3,4,3,3.545454545,3.444444444
7307,1,0,0, ,1,11.08213163,3,4,1,5,1,5,5,5,1,4,4,4,1,5,4,5,5,5,1,1,5,5,5,1,5,5,5,1,5,1,5,4,5,5,5,5,5,1,5,1,5,5,5,1,5,1,1,2,5,5,5,5,5,5,5,5,2,1,1,1,1,3.272727273,4
7307,4,0,0, ,2,11.08186678,3,4,1,4,1,4,4,5,1,4,5,5,1,5,1,4,4,5,1,2,5,2,4,1,4,1,5,1,5,1,4,4,5,4,4,4,5,2,5,4,1,5,3,1,4,2,4,2,5,5,5,4,5,5,5,5,2,2,2,2,1,4.090909091,4.111111111
7309,1,0,0, ,1,10.88088014,2,2,3,3,3,4,3,5,4,5,5,4,1,2,4,4,4,4,3,2,2,4,3,2,3,5,4,2,5,3,3,2,4,5,3,4,4, ,5,2,4,3,5,4,5,3,2,4,3,5,4, ,2,3,4,2,1,3,3,2,3,2.727272727,3.666666667
7309,4,0,0, ,1,10.88088584,2,4,2,4,1,4,3,4,3,3,4,4,2,4,2,4,4,4,2,2,4,2,4,2,3,4,4,1,4,3,4,3,3,4,3,4,4,3,3,2,4,2,5,3,4,3,4,3,4,4,5,3,3,4,4,3,3,3,3,2,4,2.909090909,3.555555556
7315,1,0,0, ,2,10.9261249,3,3,4,5,1,4,4,5,2,4,4,3,1,5,4,4,3,5,2,5,5,2,4,3,4,3,5,1,5,2,5,3,5,4,2,3,5,1,5,1,3,1,4,2,5,2,4,3,2,5,5,5,4,4,3,4,2,2,4,3,5,3.181818182,4.666666667
7315,4,0,0, ,1,10.92540868,3,5,3,4,2,4,3,4,4,4,5,5,3,4,5,4,4,4,3,4,3,2,4,2,1,4,4,2,4,2,4,4,4,4,3,4,5,3,4,3,4,4,4,2,4,3,4,2,3,3,4,3,2,3,4,4,2,5,3,2,2,2.909090909,4
7321,1,0,0, ,1,10.89609676,3,5,4,4,2,5,4,3,5,1,5,5,2,4,5,5,4,2,5,4,5,3,1,4,4,4,5,4,5,3,4,4,3,5,2,1,3,4,4,4,5,2,1,4,4,2,3,2,2,4,2,2,1,1,2,2,5,2,4,5,4,2.545454545,4.222222222
7321,4,0,0, ,2,11.01103367,3,4,4,3,3,4,4,4,2,2,4,3,2,5,5,4,3,3,2,5,4,4,3,3,2,3,4,4,3,5,5,2,5,4,2,4,5,3,3,4,3,2,4,4,2,2,2,4,2,4,2,3,4,4,3,2,4,4,4,2,4,4,4.333333333
7325,1,0,0, ,2,11.56335678,3,4,2,5,1,5,3,3,1,1,5,3,1,5,4,2,4,1,3,5,5,4,4,3,1,3,5,4,5,3,5,5,5,4,1,2,4,4,5,5,5,5,1,1,5,3,2,1,4,5,2,2,5,3,3,5,5,5,5,4,1,3.636363636,4.666666667
7325,4,0,0, ,1,11.56573352,3, ,3,3,2,4,2,4,4,1,5,4,2,4,5,3,3,3,3,4,4,2,4,4,2,3,3,1,4,3,3,1,3,4,3,3,5,3,3,4,3,3,4,4,3,4,4,5,3,4,5,3,2,3,2,2,5,4,3,3,3,3.727272727,4.333333333
7327,1,1,0, ,1,10.88569473,3,4,1,5,1,4,5,4,4,1,3,4,3,5,4,3,2,5,2,4,5,1,3,1,2,5,2,4,3,4,3,4,5,4,5,3,4,3,4,4,5,5,1,4,4,1,5,2,5,3,2,3,2,4,5,2,5,4,1,3,1, , 
7327,4,1,0, ,2,10.88569473,3,3,1,4,1,3,4,5,3,5,4,5,3,4,4,4,2,5,1,3,5,4,4,1,2,4,3,1,4,3,4,5,5,4,4,2,5,3,4,3,2,4,5,2,3,2,2,1,5,3,5,3,3,5,5,4,1,4,2,4,2, , 
7329,1,0,0, ,1,10.9341808,2,3,3,4,1,4,4,5,2,2,5,4,1,5,4,4,3,4,2,2,4,4,4,1,4,3,4,4,4,4,4,4,4,4,3,4,5,3,4,3,5,1,4,2,4,2,2,2,3,5,2,3,4,4,5,4,4,2,3,2,5,3.181818182,4.333333333
7329,4,0,0, ,1,10.95891792,2,2,4,3,3,3,3,3,4,3,4,3,2,4,5,4,3,3,2,3,4,3,3,3,4,4,4,3,4,4,3,3,3,4,2,3,4,3,4,4,4,3,3,4,3,3,3,3,2,4,3,3,2,4,3,2,3,2,4,3,3,3.545454545,3.555555556
7333,1,0,0, ,2,11.20459972,3,3,2,5,1,4,1,4,2,3,1,4,1,5,3,3,4,4,3,3,4,3,3,2,5,4,5,2,5,3,4,3,4,5,5,1,5,3,5,1,2,2,4,5,4,5,3,3,4,5,4,3,4,3,4,1,3,1,1,5,4,3.090909091,4.777777778
7333,4,0,0, ,1,11.20457877,3,3,3,1,1,4,3,4,4,4,5,5,3,4,3,3,4,3,4,4,4,3,2,1,3,4,3,1,1,3,2,4,2,3,4,3,4,3,3,2,4,3,4,5,1,3,3,2,3,3,5,3,2,2,5,1,2,3,2,3,3,2.909090909,3.777777778
7337,1,0,0, ,2,10.92834842,2,5,2,5,1,4,3,5,2,3,5,5,3,5,4,4,4,3,1,5,5,2,5,1,3,4,5,1,5,2,4,3,5,5,3,3,5,2,5,3,4,1,5,1,3,3,4,3,4,3,5,4,4,5,5,5,3,3,3,3,5,3.545454545,4.222222222
7337,4,0,0, ,2,10.89044842,2,3,4,4,1,3,1,5,1,2,5,4,3,5,2,3,4,5,3,5,5,5,4,4,2,5,4,2,3,3,4,5,4,5,2,4,5,2,5,2,4,4,4,5,5,5,1,1,2,3,4,4,5,3,2,1,4,4,4,2,2,4,4.111111111
7343,1,0,0, ,1,10.95346725,3,4,2,5,1,4,4,4,2,4,4,4,1,5,2,5,3,4,2,5,5,2,4,1,4,5,2,1,5,2,4,4,4,4,4,2,4,2,4,2,4,3,5,3,3,2,4,2,4,5,5,4,4,4,5,3,2,2,2,4,3,3.727272727,3.444444444
7343,4,0,0, ,2,10.95358009,3,5,2,5,1,5,3,5,2,4,5,5,1,5,3,5,5,5,3,3,5,1,4,1,3,5,5,1,5,1,5,2,5,5,3,3,5,1,3,2,4,1,5,2,5,3,5,4,4,5,5,5,4,3,5,4,2,3,3,3,5,3.727272727,4.333333333
7355,1,0,0, ,2,10.92277844,2,1,4,3,2,5,1,4,3,3,2,4,2,4,4,3,3,4,4,4,5,5,3,3,3,5,3,1,3,4,4,5,3,4,1,4,4,2,4,2,5,2,4,3,4,5,1,1,2,4,5,4,3,2,3,3,3,3,5,2,4,4.090909091,4
7355,4,0,0, ,2,10.93405845,2,3,1,5,1,5,5,5,4,4,5,5,1,5,5,5,5,5,2,3,5,2,5,1,1,4,3,1,5,2,5,1,4,5,3,3,5,1,5,1,5,5,5,1,5,1,4,5,5,5,5,5,2,4,5,5,2,5,3,3,1,4.545454545,4.555555556
7357,1,0,0, ,1,10.8302022,1,4,3,4,3,2,1,5,4,2,5,5,3,4,3,3,4,4,4,4,4,3,3,1,4,4,4,2,3,4,4,2,3,4,4,3,4,3,4,5,3,1,5,4,5,5,3,4,3,3,4,3,2,2,5,2,4,2,2,3,5,3.363636364,4
7357,4,0,0, ,1,10.8300089,1,3,1,4,3,3,3,4,3,4,4,4,2,4,5,3,3,4,1,4,3,2,4,1,1,3,4,4,5,5,4,3,4,5,4,1,3,3,5,4,3,5,2,1,5,3,4,3,5,4,2,3,3,5,5,5,2,5,2,5,1,3.272727273,3.555555556
7359,1,0,0, ,2,11.0431497,2,3,1,5,1,4,5,5,2,5,4,3,1,5,4,4,4,5,1,5,4,4,4,2,3,4,4,1,5,1,5,3,5,5,5,5,5,1,4,1,4,2,5,1,5,1,2,3,5,5,5,5,4,5,4,5,1,3,1,1,4,3.363636364,4.555555556
7359,4,0,0, ,2,11.04315585,2,5,4,5,2,4,4,5,2,3,5,4,1,5,4,5,5,5,2,5,5,2,3,1,2,5,4,1,5,2,5,4,5,4,3,1,5,1,4,1,5,1,4,2,5,2,4,2,2,5,5,5,4,4,5,4,3,4,3,5,5,3.272727273,4.888888889
7361,1,1,0, ,1,11.01984942,2,4,3,5,1,3,2,4,4,4,5,4,2,5,2,3,4,2,1,4,3,2,4,1,4,3,4,1,5,5,5,1,4,5,3,3,4,4,4,5,3,4, ,1,4,4,4,5,3,4,5,2,2,5,5,5,2,2,3,3,2, , 
7361,4,1,0, ,1, ,2,3,2,4,2,3,4,3,2,3,4,4,5,2,4,3,2,2,2,3,5,3,4,3,4,5,4,5,4,3,5,4,3,4,2,3,2,4,3,4,3,4,3,4,3,2,3,2,4,1,1,2,4,4,3,2,3,2,4,3,2, , 
7363,1,0,0, ,2,11.17527733,2,1,2,5,2,3,5,5,1,5,4,4,1,5,2,4,3,4,1,4,5,5,5,2,2,5,3,1,5,3,5,5,5,4,5,4,5,2,3,1,4,1,4,2,5,1,1,1,4,5,5,4,5,5,4,4,1,4,1,2,5,3.363636364,3.888888889
7363,4,0,0, ,2,11.17512932,2,4,2,4,1,2,5,5,4,1,5,3,2,5,5,5,4,4,1,4,5,1,5,4,2,4,5,3,5,3,5,5,5,5,1,5,5,2,4,4,3,5,5,1,5,1,5,1,4,4,3,4,2,5,2,5,5,4,5,1,1,3.090909091,4.444444444
7365,1,0,0, ,2,11.45944083,1,4,2,5,1,5,4,5,2,5,5,5,1,5,2,5,4,4,2,1,5,3,5,2,3,5,5,2,5,2,3,3,5,5,5,3,5,3,4,3,5,4,5,2,4,2,3,3,4,5,4,3,4,4,4,4,1,3,1,3,2,3.909090909,3.333333333
7365,4,0,0, ,2,11.45696938,1,1,2,5,1,3,1,5,3,4,1,5,5,5,3,4,3,5,1,3,5,5,5,1,3,4,5,3,5,1,1,5,3,5,3,1,3,1,4,1,5,1,3,5,1,5,1,1,4,1,3,5,3,5,5,1,2,3,3,5,5,2.272727273,4.333333333
7367,1,0,0, ,1,10.9256799,2,2,5,4,3,5,1,4,5,5,5,5,5,5,5,5,4,4,5,4,4,1,4,1,5,4,5,5,5,4,2,4,5,5,4,1,5,5,3,3,5,5,1,1,4,5,5,2,1,1,1,1,1,1,5,5,1,1,2,5,1,2.545454545,5
7367,4,0,0, ,1,10.92298705,2,2,4,3,1,4,3,3,4,4,4,4,2,4,4,5,4,4,4,2,4,2,3,2,4,4,4,4,5,4,3,2,3,3,4,4,4,4,4,2,5,3,4,2,3,3,4,4,2,4,2,2,2,2,4,4,2,2,2,2,3,2.181818182,3.555555556
7371,1,0,0, ,2,10.81647628,2,5,1,5,2,5,1,1,4,2,5,5,1,5,3,4,5,4,3,2,5,1,4,1,5,5,3,2,5,3,4,1,5,5,3,2,5,2,4,2,3,5,4,2,3,5,5,5,5,5,4,4,2,3,5,4,4,1,3,4,1,3.636363636,4.777777778
7371,4,0,0, ,2,10.81648078,2,5,1,5,1,4,3,4,4,3,5,5,2,5,4,4,3,4,1,4,5,2,4,2,3,4,4,2,4,2,5,2,4,4,3,3,4,3,4,3,2,5,4,1,5,3,4,4,5,4,4,3,2,5,4,5,3,3,3,3,1,3.363636364,4.111111111
7373,1,0,0, ,2,10.97778022,2,5,2,5,1,5,3,4,1,5,4,5,1,5,4,5,5,4,3,4,5,1,4,1,2,4,4,1,5, ,5,3,4, ,2,3,5,1,4,1, ,2,5,2,3,3,5,3,4,5,5,5,5,3,5,4,1,4,4,3,4,3.181818182,4.444444444
7373,4,0,0, ,2,10.97788644,2,1,1,3,1,2,4,4,2,4,4,4,2,5,2,2,3,4,4,3,4,5,4,3,4,2,3,3,2,3,4,5,5,3,4,4,3,1,3,1,5,1,4,5,3,2,1,1,5,4,3,5,4,2,3,1,2,2,2,2,5,3.090909091,3.777777778
7377,1,0,0, ,1,10.83218622,3,3,5,3,1,4,1,2,4,5,5,5,4,2,3,5,4,1,1,1,5,4,2,1,1,5,2,3,3,5,3,4,1,5,4,5,5,4,4,4,3,5,4,1,4,5,2,2,1,2,3,2,2,5,5,5,1,5,2,1,1,1.909090909,3.888888889
7377,4,0,0, ,2,10.83208704,3,5,5,4,2,5,1,5,3,3,5,5,4,5,2,5,4,4,4,3,5,4,4,2,4,5,4,3,5,3,3,5,4,4,3,5,4,3,4,3,5,5,4,4,4,5,2,1,1,2,3,3,3,2,4,2,3,2,3,1,1,3.090909091,4.222222222
7381,1,0,0, ,1,10.87897974,3,5,3,3,1,5,4,4,4,2,5,5,1,5,4,5,5,5,4,5,5,3,5,3,1,5,2,1,4,5,5,5,4,4,3,5,5,4,5,2,5,1,5,2,5,2,3,1,3,5,5,2,2,2,3,4,4,5,3,1,5,4,3.444444444
7381,4,0,0, ,2,10.87916052,3,1,1,5,1,3,1,5,1,4,5,3,1,5,3,4,4,5,1,5,4,5,5,1,1,3,5,1,5,2,4,4,4,5,3,5,5,1,3,1,4,3,4,2,3,5,1,2,5,5,5,5,5,5,5,4,2,5,3,1,3,3.363636364,3.875
7391,1,0,0, ,2,11.18061453,3,4,1,5,1,5,4,5,1,4,5,5,1,5,3,5,5,5,3,1,5,5,5,1,2,5,4,1,5,1,5,4,5,5,3,2,5,1,5,2,1,1,5,1,5,2,1,2,5,5,5,5,5,3,5,5,2,4,3,4,5,4.181818182,4.888888889
