ifam,ID,zygosity,sex
gm4915,1,2,2
gm4915,4,2,2
gm4926,1,2,2
gm4926,4,2,2
gm4930,1,3,1
gm4930,4,3,2
gm4941,1,2,2
gm4941,4,2,2
gm4952,1,3,2
gm4952,4,3,1
gm4963,1,1,2
gm4963,4,1,2
gm4974,1,1,1
gm4974,4,1,1
gm4985,1,2,2
gm4985,4,2,2
gm4996,1,3,2
gm4996,4,3,1
go5000,1,2,2
go5000,4,2,2
go5011,1,2,2
go5011,4,2,2
go5022,1,2,2
go5022,4,2,2
go5033,1,2,2
go5033,4,2,2
go5044,1,2,2
go5044,4,2,2
go5055,1,2,1
go5055,4,2,1
go5066,1,2,2
go5066,4,2,2
go5070,1,3,2
go5070,4,3,1
go5081,1,3,2
go5081,4,3,1
go5092,1,3,2
go5092,4,3,1
go5103,1,2,1
go5103,4,2,1
go5114,1,1,1
go5114,4,1,1
go5125,1,2,1
go5125,4,2,1
go5136,1,2,1
go5136,4,2,1
go5140,1,3,2
go5140,4,3,1
go5151,1,2,1
go5151,4,2,1
go5162,1,2,1
go5162,4,2,1
go5173,1,3,1
go5173,4,3,2
go5184,1,3,2
go5184,4,3,1
go5195,1,3,2
go5195,4,3,1
go5210,1,2,2
go5210,4,2,2
go5232,1,3,1
go5232,4,3,2
go5243,1,3,1
go5243,4,3,2
go5254,1,3,1
go5254,4,3,2
go5265,1,1,2
go5265,4,1,2
go5276,1,3,2
go5276,4,3,1
go5280,1,1,2
go5280,4,1,2
go5291,1,3,1
go5291,4,3,2
go5302,1,3,1
go5302,4,3,2
go5313,1,2,2
go5313,4,2,2
go5324,1,2,1
go5324,4,2,1
go5335,1,2,2
go5335,4,2,2
go5346,1,3,2
go5346,4,3,1
go5350,1,2,2
go5350,4,2,2
go5361,1,3,1
go5361,4,3,2
go5372,1,3,2
go5372,4,3,1
go5383,1,2,2
go5383,4,2,2
go5394,1,2,2
go5394,4,2,2
go5405,1,2,2
go5405,4,2,2
go5416,1,3,2
go5416,4,3,1
go5420,1,2,2
go5420,4,2,2
go5431,1,2,1
go5431,4,2,1
go5442,1,2,2
go5442,4,2,2
go5453,1,2,2
go5453,4,2,2
go5464,1,3,2
go5464,4,3,1
go5475,1,2,2
go5475,4,2,2
go5490,1,2,2
go5490,4,2,2
go5501,1,2,1
go5501,4,2,1
go5512,1,1,2
go5512,4,1,2
go5523,1,3,1
go5523,4,3,2
go5534,1,1,1
go5534,4,1,1
go5556,1,3,1
go5556,4,3,2
go5560,1,2,2
go5560,4,2,2
go5571,1,2,2
go5571,4,2,2
go5582,1,2,1
go5582,4,2,1
go5593,1,3,2
go5593,4,3,1
go5604,1,2,2
go5604,4,2,2
go5615,1,1,1
go5615,4,1,1
go5626,1,2,2
go5626,4,2,2
go5630,1,2,1
go5630,4,2,1
go5641,1,2,1
go5641,4,2,1
go5652,1,3,1
go5652,4,3,2
go5663,1,1,2
go5663,4,1,2
go5674,1, ,2
go5674,4, ,2
go5685,1, ,1
go5685,4, ,1
go5696,1,3,2
go5696,4,3,1
go5711,1, ,1
go5711,4, ,1
go5722,1,2,2
go5722,4,2,2
go5733,1,3,2
go5733,4,3,1
go5744,1,1,2
go5744,4,1,2
go5755,1,1,2
go5755,4,1,2
go5766,1,1,2
go5766,4,1,2
go5770,1,3,1
go5770,4,3,2
go5781,1,2,1
go5781,4,2,1
go5792,1,1,1
go5792,4,1,1
go5803,1,3,2
go5803,4,3,1
go5814,1,3,1
go5814,4,3,2
go5825,1,3,1
go5825,4,3,2
go5836,1,3,1
go5836,4,3,2
go5851,1,2,1
go5851,4,2,1
go5862,1,1,2
go5862,4,1,2
go5873,1,1,2
go5873,4,1,2
go5884,1,2,1
go5884,4,2,1
go5895,1,1,1
go5895,4,1,1
go5906,1,1,2
go5906,4,1,2
go5910,1,2,2
go5910,4,2,2
go5921,1,2,2
go5921,4,2,2
go5932,1,2,2
go5932,4,2,2
go5943,1,2,2
go5943,4,2,2
go5954,1,1,1
go5954,4,1,1
go5965,1,2,1
go5965,4,2,1
go5976,1,3,1
go5976,4,3,2
go5980,1, ,1
go5980,4, ,1
go5991,1,2,1
go5991,4,2,1
gp6002,1,1,1
gp6002,4,1,1
gp6013,1,3,2
gp6013,4,3,1
gp6024,1,3,1
gp6024,4,3,2
gp6035,1,2,2
gp6035,4,2,2
gp6046,1,2,2
gp6046,4,2,2
gp6061,1,2,2
gp6061,4,2,2
gp6072,1,2,1
gp6072,4,2,1
gp6083,1,2,2
gp6083,4,2,2
gp6094,1,3,1
gp6094,4,3,2
gp6105,1,3,2
gp6105,4,3,1
gp6116,1,3,2
gp6116,4,3,1
gp6120,1,3,2
gp6120,4,3,1
gp6131,1,1,1
gp6131,4,1,1
gp6142,1,2,2
gp6142,4,2,2
gp6153,1,2,1
gp6153,4,2,1
gp6164,1,3,1
gp6164,4,3,2
gp6175,1,3,1
gp6175,4,3,2
gp6186,1,3,1
gp6186,4,3,2
gp6190,1,1,1
gp6190,4,1,1
gp6201,1,2,1
gp6201,4,2,1
gp6212,1,1,1
gp6212,4,1,1
gp6223,1,3,2
gp6223,4,3,1
gp6234,1,2,1
gp6234,4,2,1
gp6245,1,2,2
gp6245,4,2,2
gp6256,1,2,2
gp6256,4,2,2
gp6260,1,2,1
gp6260,4,2,1
gp6271,1,2,2
gp6271,4,2,2
gp6282,1,3,2
gp6282,4,3,1
gp6293,1,3,2
gp6293,4,3,1
gp6304,1,2,2
gp6304,4,2,2
gp6315,1,2,2
gp6315,4,2,2
gp6326,1,2,1
gp6326,4,2,1
gp6330,1,1,2
gp6330,4,1,2
gp6341,1,1,2
gp6341,4,1,2
gp6363,1, ,1
gp6363,4, ,1
gp6374,1,3,2
gp6374,4,3,1
gp6385,1,3,2
gp6385,4,3,1
gp6396,1,2,2
gp6396,4,2,2
gp6400,1,1,1
gp6400,4,1,1
gp6411,1,3,2
gp6411,4,3,1
gp6422,1,1,2
gp6422,4,1,2
gp6433,1,2,2
gp6433,4,2,2
gp6455,1,2,2
gp6455,4,2,2
gp6466,1,1,1
gp6466,4,1,1
gp6470,1,3,2
gp6470,4,3,1
gp6481,1,1,1
gp6481,4,1,1
gp6492,1,3,1
gp6492,4,3,2
gp6503,1,3,2
gp6503,4,3,1
gp6514,1,3,1
gp6514,4,3,2
gp6525,1,1,1
gp6525,4,1,1
gp6536,1,3,1
gp6536,4,3,2
gp6540,1,2,1
gp6540,4,2,1
gp6551,1,2,2
gp6551,4,2,2
gp6562,1,2,2
gp6562,4,2,2
gp6584,1,2,1
gp6584,4,2,1
gp6595,1,2,1
gp6595,4,2,1
gp6606,1,2,2
gp6606,4,2,2
gp6610,1,2,1
gp6610,4,2,1
gp6621,1,2,1
gp6621,4,2,1
gp6632,1,2,1
gp6632,4,2,1
gp6643,1,2,1
gp6643,4,2,1
gp6654,1, ,2
gp6654,4, ,2
gp6665,1,3,2
gp6665,4,3,1
gp6676,1,3,2
gp6676,4,3,1
gp6680,1,3,1
gp6680,4,3,2
gp6691,1,3,1
gp6691,4,3,2
gp6702,1,2,2
gp6702,4,2,2
gp6713,1,3,2
gp6713,4,3,1
gp6724,1,1,1
gp6724,4,1,1
gp6735,1,3,1
gp6735,4,3,2
gp6746,1,3,1
gp6746,4,3,2
gp6750,1,3,1
gp6750,4,3,2
gp6761,1,2,2
gp6761,4,2,2
gp6772,1,2,1
gp6772,4,2,1
gp6783,1,1,2
gp6783,4,1,2
gp6794,1,3,1
gp6794,4,3,2
gp6805,1,1,2
gp6805,4,1,2
gp6816,1,2,1
gp6816,4,2,1
gp6831,1,3,2
gp6831,4,3,1
gp6842,1,2,1
gp6842,4,2,1
gp6853,1,3,1
gp6853,4,3,2
gp6864,1,2,2
gp6864,4,2,2
gp6875,1,3,1
gp6875,4,3,2
gp6886,1,2,1
gp6886,4,2,1
gp6901,1,1,2
gp6901,4,1,2
gp6912,1,3,2
gp6912,4,3,1
gp6923,1,3,2
gp6923,4,3,1
gp6934,1,3,2
gp6934,4,3,1
gp6945,1,3,1
gp6945,4,3,2
gp6956,1,2,1
gp6956,4,2,1
gp6960,1,3,2
gp6960,4,3,1
gp6971,1,3,1
gp6971,4,3,2
gp6982,1,2,1
gp6982,4,2,1
gp6993,1,1,1
gp6993,4,1,1
gs7004,1,3,2
gs7004,4,3,1
gs7015,1,1,2
gs7015,4,1,2
gs7026,1,2,2
gs7026,4,2,2
gs7030,1,3,2
gs7030,4,3,1
gs7041,1,2,1
gs7041,4,2,1
gs7052,1,3,1
gs7052,4,3,2
gs7063,1,3,1
gs7063,4,3,2
gs7074,1,1,2
gs7074,4,1,2
gs7085,1,2,2
gs7085,4,2,2
gs7100,1,1,2
gs7100,4,1,2
gs7111,1,2,2
gs7111,4,2,2
gs7122,1,1,1
gs7122,4,1,1
gs7133,1,2,2
gs7133,4,2,2
gs7144,1,2,1
gs7144,4,2,1
gs7155,1,2,2
gs7155,4,2,2
gs7166,1,1,2
gs7166,4,1,2
gs7170,1,2,1
gs7170,4,2,1
gs7181,1, ,1
gs7181,4, ,1
gs7192,1,2,2
gs7192,4,2,2
gs7203,1,2,2
gs7203,4,2,2
gs7214,1,3,1
gs7214,4,3,2
gs7225,1,3,1
gs7225,4,3,2
gs7236,1,2,2
gs7236,4,2,2
gs7240,1,3,1
gs7240,4,3,2
gs7251,1,3,1
gs7251,4,3,2
gs7273,1,3,1
gs7273,4,3,2
gs7284,1,2,1
gs7284,4,2,1
gs7295,1,3,2
gs7295,4,3,1
gs7306,1,3,1
gs7306,4,3,2
gs7310,1,1,1
gs7310,4,1,1
gs7321,1,2,2
gs7321,4,2,2
gs7332,1,2,2
gs7332,4,2,2
gs7343,1,3,2
gs7343,4,3,1
gs7354,1,2,2
gs7354,4,2,2
gs7365,1,2,2
gs7365,4,2,2
gs7376,1,3,2
gs7376,4,3,1
gs7380,1,2,2
gs7380,4,2,2
gs7391,1,3,1
gs7391,4,3,2
gs7413,1,3,1
gs7413,4,3,2
gs7435,1,1,2
gs7435,4,1,2
gs7446,1,2,1
gs7446,4,2,1
gs7450,1,3,1
gs7450,4,3,2
gs7461,1,2,2
gs7461,4,2,2
gs7472,1,3,2
gs7472,4,3,1
gs7483,1,3,1
gs7483,4,3,2
gs7494,1,2,2
gs7494,4,2,2
gs7505,1,3,2
gs7505,4,3,1
gs7520,1,1,1
gs7520,4,1,1
gs7531,1,2,2
gs7531,4,2,2
gs7542,1,2,2
gs7542,4,2,2
gs7553,1,1,2
gs7553,4,1,2
gs7564,1,2,2
gs7564,4,2,2
gs7575,1,3,1
gs7575,4,3,2
gs7586,1,1,1
gs7586,4,1,1
gs7590,1,2,1
gs7590,4,2,1
gs7601,1,3,1
gs7601,4,3,2
gs7612,1,2,1
gs7612,4,2,1
gs7623,1,2,2
gs7623,4,2,2
gs7634,1,2,1
gs7634,4,2,1
gs7645,1,3,2
gs7645,4,3,1
gs7656,1,2,1
gs7656,4,2,1
gs7660,1,1,1
gs7660,4,1,1
gs7671,1,1,1
gs7671,4,1,1
gs7682,1,2,1
gs7682,4,2,1
gs7693,1,3,1
gs7693,4,3,2
gs7704,1,3,1
gs7704,4,3,2
gs7715,1,3,1
gs7715,4,3,2
gs7726,1, ,2
gs7726,4, ,2
gs7730,1,2,1
gs7730,4,2,1
gs7741,1,3,1
gs7741,4,3,2
gs7752,1,2,2
gs7752,4,2,2
gs7763,1,3,1
gs7763,4,3,2
gs7774,1,1,1
gs7774,4,1,1
gs7785,1,3,2
gs7785,4,3,1
gs7796,1,3,2
gs7796,4,3,1
gs7800,1,3,2
gs7800,4,3,1
gs7811,1,1,2
gs7811,4,1,2
gs7822,1,3,2
gs7822,4,3,1
gs7833,1,2,1
gs7833,4,2,1
gs7844,1,2,1
gs7844,4,2,1
gs7855,1,3,1
gs7855,4,3,2
gs7870,1,1,1
gs7870,4,1,1
gs7881,1,2,2
gs7881,4,2,2
gs7892,1,2,2
gs7892,4,2,2
gs7903,1,2,2
gs7903,4,2,2
gs7914,1,3,2
gs7914,4,3,1
gs7925,1,1,2
gs7925,4,1,2
gs7936,1, ,1
gs7936,4, ,1
gs7940,1,1,1
gs7940,4,1,1
gs7951,1,1,2
gs7951,4,1,2
gs7962,1,3,1
gs7962,4,3,2
gs7984,1,2,2
gs7984,4,2,2
gs7995,1,1,1
gs7995,4,1,1
gu8006,1,3,2
gu8006,4,3,1
gu8010,1,3,1
gu8010,4,3,2
gu8021,1,2,1
gu8021,4,2,1
gu8032,1,3,2
gu8032,4,3,1
gu8043,1,3,2
gu8043,4,3,1
gu8054,1,3,2
gu8054,4,3,1
gu8065,1,2,2
gu8065,4,2,2
gu8076,1,3,2
gu8076,4,3,1
gu8080,1,1,2
gu8080,4,1,2
gu8091,1,3,2
gu8091,4,3,1
gu8102,1,2,1
gu8102,4,2,1
gu8113,1,3,1
gu8113,4,3,2
gu8124,1,3,2
gu8124,4,3,1
gu8135,1,3,2
gu8135,4,3,1
gu8146,1,3,2
gu8146,4,3,1
gu8150,1,3,2
gu8150,4,3,1
gu8161,1,2,2
gu8161,4,2,2
gu8172,1,3,2
gu8172,4,3,1
gu8183,1,1,2
gu8183,4,1,2
gu8194,1,2,2
gu8194,4,2,2
gu8205,1,1,2
gu8205,4,1,2
gu8216,1,3,2
gu8216,4,3,1
gu8220,1,2,2
gu8220,4,2,2
gu8231,1,2,1
gu8231,4,2,1
gu8242,1,2,1
gu8242,4,2,1
gu8253,1,3,1
gu8253,4,3,2
gu8264,1,2,2
gu8264,4,2,2
gu8275,1,1,2
gu8275,4,1,2
gu8301,1,2,1
gu8301,4,2,1
gu8312,1,2,1
gu8312,4,2,1
gu8323,1,2,2
gu8323,4,2,2
gu8334,1,1,1
gu8334,4,1,1
gu8345,1,3,1
gu8345,4,3,2
gu8356,1,3,2
gu8356,4,3,1
gu8360,1,2,2
gu8360,4,2,2
gu8371,1,2,2
gu8371,4,2,2
gu8382,1,3,1
gu8382,4,3,2
gu8393,1,2,1
gu8393,4,2,1
gu8404,1,2,1
gu8404,4,2,1
gu8415,1,2,1
gu8415,4,2,1
gu8426,1,2,1
gu8426,4,2,1
gu8430,1,3,1
gu8430,4,3,2
gu8441,1,3,1
gu8441,4,3,2
gu8452,1,2,1
gu8452,4,2,1
gu8463,1,1,1
gu8463,4,1,1
gu8474,1,1,1
gu8474,4,1,1
gu8485,1,2,2
gu8485,4,2,2
gu8496,1,1,1
gu8496,4,1,1
gu8500,1,2,1
gu8500,4,2,1
gu8511,1,3,2
gu8511,4,3,1
gu8522,1,1,1
gu8522,4,1,1
gu8533,1,3,2
gu8533,4,3,1
gu8544,1,2,1
gu8544,4,2,1
gu8555,1,1,2
gu8555,4,1,2
gu8566,1,1,1
gu8566,4,1,1
gu8570,1,2,1
gu8570,4,2,1
gu8581,1,1,2
gu8581,4,1,2
gu8592,1,2,2
gu8592,4,2,2
gu8614,1,2,1
gu8614,4,2,1
gu8625,1,2,1
gu8625,4,2,1
gu8636,1,1,2
gu8636,4,1,2
gu8640,1,2,1
gu8640,4,2,1
gu8651,1,2,1
gu8651,4,2,1
gu8662,1,1,1
gu8662,4,1,1
gu8673,1,1,2
gu8673,4,1,2
gu8684,1,2,1
gu8684,4,2,1
gu8695,1,2,2
gu8695,4,2,2
gu8706,1,2,2
gu8706,4,2,2
gu8710,1,2,2
gu8710,4,2,2
gu8721,1,2,2
gu8721,4,2,2
gu8732,1,2,1
gu8732,4,2,1
gu8743,1,1,1
gu8743,4,1,1
gu8754,1,3,1
gu8754,4,3,2
gu8765,1,3,2
gu8765,4,3,1
gu8776,1,3,2
gu8776,4,3,1
gu8780,1,2,2
gu8780,4,2,2
gu8791,1,3,2
gu8791,4,3,1
gu8802,1,2,2
gu8802,4,2,2
gu8813,1,2,2
gu8813,4,2,2
gu8824,1,2,1
gu8824,4,2,1
gu8835,1,3,2
gu8835,4,3,1
gu8846,1,3,2
gu8846,4,3,1
gu8850,1,2,1
gu8850,4,2,1
gu8861,1,3,2
gu8861,4,3,1
gu8872,1,1,1
gu8872,4,1,1
gu8883,1,3,1
gu8883,4,3,2
gu8894,1,2,1
gu8894,4,2,1
gu8905,1,2,1
gu8905,4,2,1
gu8916,1,1,1
gu8916,4,1,1
gu8920,1,3,2
gu8920,4,3,1
gu8931,1,3,2
gu8931,4,3,1
gu8942,1,1,1
gu8942,4,1,1
gu8953,1,2,1
gu8953,4,2,1
gu8964,1,2,2
gu8964,4,2,2
gu8975,1,2,2
gu8975,4,2,2
gu8986,1,3,2
gu8986,4,3,1
gu8990,1,3,2
gu8990,4,3,1
gw9001,1,3,2
gw9001,4,3,1
gw9012,1,3,2
gw9012,4,3,1
gw9023,1,2,2
gw9023,4,2,2
gw9034,1,1,1
gw9034,4,1,1
gw9045,1,3,2
gw9045,4,3,1
gw9056,1,3,1
gw9056,4,3,2
gw9060,1,1,1
gw9060,4,1,1
gw9082,1,2,2
gw9082,4,2,2
gw9093,1,3,1
gw9093,4,3,2
gw9104,1,1,2
gw9104,4,1,2
gw9115,1,3,2
gw9115,4,3,1
gw9126,1,3,2
gw9126,4,3,1
gw9130,1,3,2
gw9130,4,3,1
gw9141,1,2,1
gw9141,4,2,1
gw9152,1,3,1
gw9152,4,3,2
gw9163,1,3,2
gw9163,4,3,1
gw9174,1,1,2
gw9174,4,1,2
gw9185,1,2,2
gw9185,4,2,2
gw9196,1,1,2
gw9196,4,1,2
gw9200,1,2,1
gw9200,4,2,1
gw9211,1,3,1
gw9211,4,3,2
gw9222,1,3,2
gw9222,4,3,1
gw9233,1,2,2
gw9233,4,2,2
gw9244,1,2,1
gw9244,4,2,1
gw9255,1,3,2
gw9255,4,3,1
gw9266,1,2,1
gw9266,4,2,1
gw9270,1,3,2
gw9270,4,3,1
gw9281,1,2,2
gw9281,4,2,2
gw9292,1,2,1
gw9292,4,2,1
gw9303,1,2,2
gw9303,4,2,2
gw9314,1,1,2
gw9314,4,1,2
gw9325,1,2,2
gw9325,4,2,2
gw9336,1,3,1
gw9336,4,3,2
gw9340,1,3,1
gw9340,4,3,2
gw9351,1,1,2
gw9351,4,1,2
gw9362,1,2,2
gw9362,4,2,2
gw9373,1,2,2
gw9373,4,2,2
gw9384,1,3,1
gw9384,4,3,2
gw9395,1,2,2
gw9395,4,2,2
gw9406,1,2,2
gw9406,4,2,2
gw9421,1,3,1
gw9421,4,3,2
gw9432,1,3,2
gw9432,4,3,1
gw9443,1,1,1
gw9443,4,1,1
gw9454,1,3,2
gw9454,4,3,1
gw9465,1,2,1
gw9465,4,2,1
gw9476,1,3,2
gw9476,4,3,1
gw9480,1,2,1
gw9480,4,2,1
gw9491,1,3,1
gw9491,4,3,2
gw9502,1,3,1
gw9502,4,3,2
gw9513,1,2,2
gw9513,4,2,2
gw9524,1,2,2
gw9524,4,2,2
gw9535,1,3,1
gw9535,4,3,2
gw9546,1,3,1
gw9546,4,3,2
gw9550,1,2,2
gw9550,4,2,2
gw9572,1,3,2
gw9572,4,3,1
gw9583,1,2,1
gw9583,4,2,1
gw9594,1,1,2
gw9594,4,1,2
gw9605,1,3,1
gw9605,4,3,2
gw9616,1,1,2
gw9616,4,1,2
gw9620,1,2,2
gw9620,4,2,2
gw9631,1,3,2
gw9631,4,3,1
gw9642,1,2,2
gw9642,4,2,2
gw9653,1,3,1
gw9653,4,3,2
gw9664,1,3,1
gw9664,4,3,2
gw9675,1,1,1
gw9675,4,1,1
gw9686,1,2,2
gw9686,4,2,2
gw9690,1,3,2
gw9690,4,3,1
gw9701,1,1,2
gw9701,4,1,2
gw9712,1,1,2
gw9712,4,1,2
gw9723,1,2,2
gw9723,4,2,2
gw9734,1,3,2
gw9734,4,3,1
gw9745,1,1,2
gw9745,4,1,2
gw9756,1,2,1
gw9756,4,2,1
gw9760,1,2,1
gw9760,4,2,1
gw9771,1,2,1
gw9771,4,2,1
gw9782,1,3,1
gw9782,4,3,2
gw9793,1,3,2
gw9793,4,3,1
gw9804,1,3,1
gw9804,4,3,2
gw9815,1,3,1
gw9815,4,3,2
gw9826,1,3,1
gw9826,4,3,2
gw9830,1,2,2
gw9830,4,2,2
gw9841,1,1,1
gw9841,4,1,1
gw9863,1,3,1
gw9863,4,3,2
gw9874,1,2,2
gw9874,4,2,2
gw9885,1,2,1
gw9885,4,2,1
gw9896,1,3,1
gw9896,4,3,2
gw9900,1,3,2
gw9900,4,3,1
gw9911,1,3,2
gw9911,4,3,1
gw9922,1,3,2
gw9922,4,3,1
gw9933,1,2,2
gw9933,4,2,2
gw9944,1,1,1
gw9944,4,1,1
gw9955,1,3,2
gw9955,4,3,1
gw9966,1,2,2
gw9966,4,2,2
gw9970,1,3,2
gw9970,4,3,1
gw9981,1,3,2
gw9981,4,3,1
gw9992,1,2,2
gw9992,4,2,2
ha0003,1,3,1
ha0003,4,3,2
ha0014,1,3,2
ha0014,4,3,1
ha0073,1,1,1
ha0073,4,1,1
ha0095,1, ,2
ha0095,4, ,2
ha0110,1,1,1
ha0110,4,1,1
ha0121,1,2,1
ha0121,4,2,1
ha0132,1,3,2
ha0132,4,3,1
ha0180,1,2,2
ha0180,4,2,2
ha0213,1,1,1
ha0213,4,1,1
ha0235,1,2,1
ha0235,4,2,1
ha0250,1,3,1
ha0250,4,3,2
ha0320,1,2,1
ha0320,4,2,1
ha0331,1,2,1
ha0331,4,2,1
ha0342,1,2,1
ha0342,4,2,1
ha0423,1,2,1
ha0423,4,2,1
ha0434,1,2,1
ha0434,4,2,1
ha0456,1,3,1
ha0456,4,3,2
ha0515,1,2,1
ha0515,4,2,1
ha0526,1,1,1
ha0526,4,1,1
ha0552,1,3,1
ha0552,4,3,2
ha0596,1,2,2
ha0596,4,2,2
ha0611,1,3,1
ha0611,4,3,2
ha0622,1,2,1
ha0622,4,2,1
ha0633,1,3,1
ha0633,4,3,2
ha0644,1,3,2
ha0644,4,3,1
ha0666,1,2,1
ha0666,4,2,1
ha0692,1,1,2
ha0692,4,1,2
ha0703,1,1,2
ha0703,4,1,2
ha0725,1,2,1
ha0725,4,2,1
ha0736,1,2,2
ha0736,4,2,2
ha0740,1,2,2
ha0740,4,2,2
ha0751,1,2,2
ha0751,4,2,2
ha0762,1,2,1
ha0762,4,2,1
ha0773,1,3,2
ha0773,4,3,1
ha0784,1,3,1
ha0784,4,3,2
ha0821,1,3,1
ha0821,4,3,2
ha0832,1,2,2
ha0832,4,2,2
ha0843,1,1,2
ha0843,4,1,2
ha0854,1,2,2
ha0854,4,2,2
ha0865,1,2,1
ha0865,4,2,1
ha0876,1,1,2
ha0876,4,1,2
ha0880,1,1,1
ha0880,4,1,1
ha0891,1,2,1
ha0891,4,2,1
ha0902,1,1,2
ha0902,4,1,2
ha0913,1,2,2
ha0913,4,2,2
ha0924,1,2,1
ha0924,4,2,1
ha0935,1,2,1
ha0935,4,2,1
ha0946,1,1,2
ha0946,4,1,2
ha0950,1,3,1
ha0950,4,3,2
ha0961,1,2,1
ha0961,4,2,1
ha0972,1,3,2
ha0972,4,3,1
ha0983,1,1,1
ha0983,4,1,1
ha0994,1,2,1
ha0994,4,2,1
hd1005,1,3,1
hd1005,4,3,2
hd1016,1,2,1
hd1016,4,2,1
hd1020,1, ,99
hd1020,4, ,99
hd1031,1,2,1
hd1031,4,2,1
hd1042,1,3,1
hd1042,4,3,2
hd1053,1, ,2
hd1053,4, ,2
hd1064,1,3,1
hd1064,4,3,2
hd1075,1, ,2
hd1075,4, ,2
hd1086,1, ,1
hd1086,4, ,1
hd1090,1, ,1
hd1090,4, ,1
hd1101,1, ,1
hd1101,4, ,1
hd1112,1,3,1
hd1112,4,3,2
hd1123,1, ,1
hd1123,4, ,1
hd1134,1,3,1
hd1134,4,3,2
hd1145,1,3,2
hd1145,4,3,1
ja0002,1,2,2
ja0002,4,2,2
ja0050,1,1,1
ja0050,4,1,1
ja0061,1,3,2
ja0061,4,3,1
ja0094,1,1,1
ja0094,4,1,1
ja0116,1,2,1
ja0116,4,2,1
ja0120,1,2,1
ja0120,4,2,1
ja0256,1, ,1
ja0256,4, ,1
ja0260,1,1,2
ja0260,4,1,2
ja0271,1,3,1
ja0271,4,3,2
ja0304,1,3,1
ja0304,4,3,2
ja0330,1,2,2
ja0330,4,2,2
ja0341,1,3,1
ja0341,4,3,2
ja0363,1,2,1
ja0363,4,2,1
ja0374,1,1,1
ja0374,4,1,1
ja0385,1,3,2
ja0385,4,3,1
ja0396,1, ,2
ja0396,4, ,2
ja0433,1,2,1
ja0433,4,2,1
ja0455,1,1,1
ja0455,4,1,1
ja0466,1,2,2
ja0466,4,2,2
ja0470,1,2,1
ja0470,4,2,1
ja0481,1,1,1
ja0481,4,1,1
ja0503,1,3,2
ja0503,4,3,1
ja0514,1,2,1
ja0514,4,2,1
ja0525,1,1,1
ja0525,4,1,1
ja0536,1,1,2
ja0536,4,1,2
ja0540,1,1,2
ja0540,4,1,2
ja0562,1,3,1
ja0562,4,3,2
ja0573,1,1,1
ja0573,4,1,1
ja0584,1,3,2
ja0584,4,3,1
ja0595,1,3,2
ja0595,4,3,1
ja0606,1,2,1
ja0606,4,2,1
ja0610,1,3,1
ja0610,4,3,2
ja0621,1,3,1
ja0621,4,3,2
ja0632,1,1,2
ja0632,4,1,2
ja0643,1,2,2
ja0643,4,2,2
ja0654,1, ,1
ja0654,4, ,1
ka0001,1, ,2
ka0001,4, ,2
ka0012,1, ,2
ka0012,4, ,2
ka0023,1, ,2
ka0023,4, ,2
ka0034,1,3,2
ka0034,4,3,1
ka0045,1, ,1
ka0045,4, ,1
ka0056,1, ,1
ka0056,4, ,1
ka0060,1,3,1
ka0060,4,3,2
ka0071,1,2,2
ka0071,4,2,2
ka0082,1, ,1
ka0082,4, ,2
ka0093,1,1,1
ka0093,4,1,1
ka0104,1, ,2
ka0104,4, ,2
ka0115,1, ,2
ka0115,4, ,1
ka0126,1, ,1
ka0126,4, ,1
ka0130,1, ,1
ka0130,4, ,1
ka0141,1, ,2
ka0141,4, ,2
ka0152,1, ,2
ka0152,4, ,1
ka0163,1, ,2
ka0163,4, ,1
ka0174,1,2,2
ka0174,4,2,2
ka0185,1, ,1
ka0185,4, ,1
ka0196,1,3,2
ka0196,4,3,1
ka0200,1,2,2
ka0200,4,2,2
ka0211,1,2,2
ka0211,4,2,2
ka0222,1,2,1
ka0222,4,2,1
ka0233,1, ,2
ka0233,4, ,1
ka0244,1, ,1
ka0244,4, ,2
ka0255,1, ,2
ka0255,4, ,2
ka0266,1,1,1
ka0266,4,1,1
ka0270,1,2,1
ka0270,4,2,1
ka0281,1, ,2
ka0281,4, ,2
ka0292,1,3,1
ka0292,4,3,2
ka0303,1, ,2
ka0303,4, ,2
ka0314,1,1,1
ka0314,4,1,1
ka0325,1, ,1
ka0325,4, ,1
ka0336,1,2,1
ka0336,4,2,1
ka0340,1, ,2
ka0340,4, ,2
ka0351,1, ,2
ka0351,4, ,2
ka0362,1, ,2
ka0362,4, ,2
ka0373,1,2,1
ka0373,4,2,1
ka0384,1, ,1
ka0384,4, ,1
ra0006,1,1,1
ra0006,4,1,1
ra0010,1,3,2
ra0010,4,3,1
ra0021,1,3,2
ra0021,4,3,1
ra0032,1,2,1
ra0032,4,2,1
ra0043,1,2,1
ra0043,4,2,1
ra0054,1,3,1
ra0054,4,3,2
ra0065,1,3,1
ra0065,4,3,2
ra0076,1,3,2
ra0076,4,3,1
ra0080,1,1,1
ra0080,4,1,1
ra0102,1,2,1
ra0102,4,2,1
ra0113,1,3,1
ra0113,4,3,2
ra0124,1,1,2
ra0124,4,1,2
ra0135,1,1,1
ra0135,4,1,1
ra0146,1,2,2
ra0146,4,2,2
ra0150,1,1,2
ra0150,4,1,2
ra0161,1,3,2
ra0161,4,3,1
ra0172,1,2,1
ra0172,4,2,1
ra0183,1,2,2
ra0183,4,2,2
