ifam,ID,OnlineManual13,isOut,whyOut,sex,zygosity,tn_BFI1,tn_BFI2,tn_BFI3,tn_BFI4,tn_BFI5,tn_BFI6,tn_BFI7,tn_BFI8,tn_BFI9,tn_BFI10,tn_BFI11,tn_BFI12,tn_BFI13,tn_BFI14,tn_BFI15,tn_BFI16,tn_BFI17,tn_BFI18,tn_BFI19,tn_BFI20,tn_BFI21,tn_BFI22,tn_BFI23,tn_BFI24,tn_BFI25,tn_BFI26,tn_BFI27,tn_BFI28,tn_BFI29,tn_BFI30,tn_BFI31,tn_BFI32,tn_BFI33,tn_BFI34,tn_BFI35,tn_BFI36,tn_BFI37,tn_BFI38,tn_BFI39,tn_BFI40,tn_BFI41,tn_BFI42,tn_BFI43,tn_BFI44,EMPQ_emotional,EMPQ_cognitive
7365,4,0,0, ,2,1,2,2,5,3,5,3,4,3,3,4,3,3,4,4,4,2,4,1,4,5,4,2,1,1,3,5,5,5,4,2,5,4,4,3,4,1,3,5,4,4,3,3,4,4,3.545454545,4.111111111
7367,1,0,0, ,1,2,4,3,3,1,5,2,4,4,5,5,4,1,5,2,5,3,5,3,1,3,2,4,3,5,5,5,2,5,2,1,2,5,5,5,1,3,4,4,3,3,5,2,5,1,1.5,4.888888889
7367,4,0,0, ,1,2,4,4,3,1,4,3,2,4,5,4,5,2,5,4,4,4,3,5,1,5,1,3,3,5,3,5,1,3,3,3,2,4,4,4,1,5,4,3,3,5,2,3,5,1,2.090909091,3.666666667
7371,1,0,0, ,2,2,5,3,4,3,4,3,3,4,2,5,5,3,4,5,4,5,3,5,5,5,1,5,3,1,5,4,2,3,3,3,2,3,4,2,4,5,3,3,4,4,2,4,5,3,3.545454545,3.777777778
7373,1,0,0, ,2,2,4,2,4,1,4,1,4,2,1,5,5,3,4,4,4,4,4,5,5,5,3,4,5,3,4,4,3,4,3,4,4,3,3,1,4,5,4,3,5,4,1,5,3,5,3.363636364,4.444444444
7373,4,0,0, ,2,2,4,2,2,1,4,4,5,3,4,4,4,1,4,2,3,4,4,2,4,4,3,4,4,2,4,3,2,4,1,4,4,5,4,4,3,4,1,3,2,4,2,4,4,4,3.909090909,3.888888889
7377,1,0,0, ,1,3,2,1,3,1,4,4,4,3,4,5,5,1,5,2,3,3,3,1,1,4,3,3,1,4,3,4,1,4,2,1, ,3,4,3,4,5,3,4,1,3,3,4,2,3,2.181818182,3.888888889
7377,4,0,0, ,2,3,5,4,5,2,4,3,5,4,3,5,5,3,5,5,4,4,5,5,3,5,3,4,5,4,5,4,3,5,4,5,4,5,5,4,5,5,1,4,2,5,2,4,5,5,3.727272727,4.666666667
7381,1,0,0, ,1,3,5,5,4,1,5,3,4,4,5,5,4,1,5,5,5,5,4,1,5,5,1,4,2,4,5,5,1,5,1,5,2,4,4,5,5,5,1,4,3,5,1,2,5,5,4.272727273,5
7381,4,0,0, ,2,3,1,1,5,1,4,5,5,1,5,4,4,1,5,5,4,3,5,1,5,4,5,4,1,1,3,4,1,5,1,4,4,4,5,4,4,5,1,4,1,4,2,4,1,1,4.181818182,4.222222222
7391,1,0,0, ,2,3,5,2,5,1,4,3,5,2,4,5,4,2,5,5,4,5,5,4,5,5,2,4,2,2,4,5,2,5,3,4,4,5,5,4,3,5,2,4,4,4,4,5,4,4,4,4.444444444
7391,4,0,0, ,1,3,4,2,3,1,5,5,5,5,4,5,5,2,5,5,4,5,5,5,3,4,4,5,5,3,5,4,1,3,4,4,4,5,5,4,4,5,4,4,4,5,1,5,4,5,3.545454545,4.555555556
7395,1,0,0, ,1,1,4,3,2,1,5,2,4,2,3,4,4,2,4,3,3,2,4,4,2,2,2,4,3,4,4,2,2,2,3,2,2,3,3,4,4,4,4,2,2,3,4,4,2,2,2.636363636,3.666666667
7395,4,0,0, ,1,1,3,3,2,1,3,4,4,2,3,5,4,1,5,4,5,5,4,4,4,5,3,4,3,2,4,4,3,3,2,3,4,4,4,3,4,4,3,2,1,4,4,4,4,3,3.636363636,4.333333333
7399,1,0,0, ,2,2,4,1,5,1,5,4,5,1,4,5,5,1,5,3,5,4,4,1,5,5,4,5,1,2,5,5,1,5,1,5,4,5,5,2,5,5,2,4,4,4,1,5,4,5,3.272727273,3.666666667
7399,4,0,0, ,2,2,5,1,5,1,5,5,5,5,3,5,5,1,5,5,5,5,1,1,4,5,5,5,4,1,5,5,1,5,5,5,5,5,5,1,5,5,5,5,1,5,5,5,1,5,3.090909091,5
7409,1,0,0, ,2,2,3,3,4,3,4,4,4,5,5,4,4,3,4,3,4,3,4,5,4,5,4,4,4,3,4,3,3,4,4,5,4,3,4,4,4,3,3,4,5,5,2,2,5,5,3.909090909,4
7415,4,0,0, ,2,3,4,4,5,2,4,4,5,4,4,5,5,1,5,5,3,4,5,2,4,5,2,4,2,1, ,4,1,5,1,5,5,4,4,4,3,5,4,4,4,3,1,5,2,5,4.090909091,3.777777778
7423,1,2,0, ,1,3,4,2,5,1,5,1,5,2,5,5,5,1,5,3,5,5,5,1,2,3,2,5,1,5,3,4,2,5,2,3,3,5,5,5,3,5,1,4,1,5,4,3,1,1,3.6,4.888888889
7423,4,2,0, ,2,3,4,3,5,1,4,5,5,3,4,5,5,2,5,2,4,5,5,1,3,4,3,5,1,5,5,4,2,5,2,5,3,5,5,4,4,5,2,4,2,4,4,3,2,3,3.454545455,4.555555556
7425,1,0,0, ,2,2,3,2,3,1,4,5,5,4,3,5,5,2,5,3,4,3,5,3,3,5,3,3,1,3,4,4,3,4,4,4,4,5,5,4,3,5,2,4,3,4,2,5,4,4,3.818181818,4.444444444
7425,4,0,0, ,2,2,4,2,5,1,4,2,4,2,4,3,2,3,4,3,4,4,4,1,4,4,2,3,3,4,3,4,2,4,4,3,2,4,4,3,4,4,4,2,4,3,2,4,4,2,3.181818182,4
7427,1,0,0, ,2,3,5,5,5,2,5,1,4,5,1,5,5,5,4,1,5,5,2,5,2,5,1,4,5,1,5,5,5,3,5,3,1,4,4,2,1,5,5,3,4,3,1,3,5,4,2,3.555555556
7427,4,0,0, ,1,3,3,1,4,1,4,4,4,3,4,4,5,2,5,4,4,5,4,1,4,4,3,4,1,4,5,5,3,4,1,5,4,4,5,3,2,5,4,3,2,1,1,5,3,3,4,4
7443,1,0,0, ,2,1,3,3,5,1,5,5,5,1,4,5,3,3,5,3,3,3,3,2,5,5,3,3,2,4,4,1,1,5,1,5,1,5,5,4,4,5,1,5,1,3,3,3,4,5,3.272727273,4.222222222
7443,4,0,0, ,2,1,5,5,5,2,1,1,1,2,1,3,2,3,4,5,3,2,3,1,4,3,4,3,1,1,3,5,3,5,1,1,3,4,5,3,5,3,3,5,5,2,5,3,5,2,2.818181818,2.666666667
7445,1,0,0, ,2,2,4,3, ,3,3,3,4,4,3,5,5,3,4,3,3,4,4,4,3,4,4,4,4,3,4,5,3,5,3,2,4,5,4,4,4,5,3,3,4,3,3,4,4,3,3.090909091,3.555555556
7445,4,0,0, ,2,2,4,3,5,1,5,4,5,2,3,5,5,2,5,4,5,5,5,1,5,3,3,5, ,1,5,4,1,5,1,3,3,5,5,3,4,5,1,5,1,3,1,5,2,4,3.181818182,3.5
7459,1,0,0, ,1,2,5,1,4,1,3,3,4,2,2,5,3,2,5,4,4,3,4,5,3,3,2,5,3,3,3,4,2,4,2,2,3,4,5,2,4,4,2,4,3,3,5,4,4,4,3.181818182,4.222222222
7459,4,0,0, ,1,2,3,1,4,2,3,1,5,4,1,4,3,1,4,3,3,3,3,1,3,3,3,3,4,3,2,4,2,4,3,2,2,3,4,1,4,5,3,2,3,2,3,4,2,2,3.545454545,4.111111111
7465,1,0,0, ,1,1,2,1,3,3,1, ,3,4,2,4,3,2,4,4,2,1,4,4,4,5,3,3,1,3,3,4,1,2,3,4,4,3,4,3,4,4,3,2,3,1,1,4,4,1,3.090909091,3.555555556
7465,4,0,0, ,1,1,3,3,4,1,2,3,4,3,2,3,5,3,4,3,1,5,3,1,4,4,2,2,2,2,2,4,2,3,3,4,2,3,3,2,5,4,3,2,5,3,4,3,2,1,3.181818182,3.444444444
7469,1,0,0, ,1,2,5,4,5,2,4,1,3,5,2,5,5,2,4,4,3,5,5,2,3,5,1,5,2,3,4,4,2,5,2,2,4,4,4,4,1,4,3,4,5,5,3,5,5,1,3.636363636,4.666666667
7469,4,0,0, ,1,2,5,3,4,1,5,4,5,1,5,5,4,3,5,3,5,5,4,1,4,5,2,4,1,1,4,4,2,5,1,5,3,4,5,5,4,5,3,4,2,2,1,4,1,5,3.818181818,4.222222222
7471,1,0,0, ,1,3,2,2,3,1,3,4,3,1,2,3,3,1,4,1,3,2,2,1,3,3,3,2,3,4,4,4,2,3,2,4,2,3,4,4,4,5,2,3,1,3,3,4,2,3,2.545454545,3.111111111
7471,4,0,0, ,2,3,3,1,5,1,5,5,5,5,1,4,5,2,5,4,4,5,5,1,5,5,1,5,1,4,5,4,1,5,1,5,2,5,5,3,2,5,1,4,3,3,2,5,1,5,3.909090909,4.777777778
7475,1,2,0, ,1,3,3,4,4,1,2,4,3,1,1,2,5,4,5,5,4,4,4,1,4,3,1,5,1,1,3,4,1,5,1,5,4,5,5,1,1,5,4,5,3,4,1,3,1,5,3.7,4
7475,4,2,0, ,2,3,3,2,5,1,4,2,4,3,4,3,4,2,4,3,3,4,4,1,2,4,1,3,1,2,4,3,2,4,3,5,3,4,4,4,2,4,3,4,2,5,4,4,2,5,3.4,4.555555556
7483,1,0,0, ,2,2,3,1,4,1,5,3,5,2,4,5,5,1,5,2,5,5,3,3,1,5,2,4,1,4,5,4,1,4,1,3,1,4,4,4,3,5,1,4,2,3,3,4,1,3,2.636363636,4
7497,1,0,0, ,2,3,5,4,5,2,3,2,4,2,3,5,3,4,5,5,2,4,4,3,5,3,2,5,3,1,2,4,4,5,3,2,5,4,4,1,2,4,4,5,5,4,1,4,5,1,3.272727273,4.888888889
7503,1,0,0, ,1,3,4,2,3,1,3,3,4,4,4,5,4,1,3,2,5,3,4,3,4,5,2,4,2,5,3,4,2,3,2,4,2,4,4,5,3,4,2,4,2,5,1,5,2,3,3.636363636,3.666666667
7535,1,0,0, ,1,3,3,2,4,1,4,3,4,4,5,5,5,3,3,5,2,4,4,1,3,3,5,4,2,2,5,4,2,5,3,2,5,4,3,4,3,5,3,4,5,5,3,4,2,3,2.636363636,4.111111111
7535,4,0,0, ,2,3,4,3,2,3,4,3,3,4,3,4,5,2,3,4,2,3,2,3,4,4,4,4,3,2,4,3,2,2,3,3,4,4,3,2,3,4,4,2,4,3,2,4,4,1,3.545454545,3.666666667
7537,4,0,0, ,1,2,4,4,2,2,3,3,3,3,5,4,3,3,3,2,4,3,2,5,3,4,4,2,4,4,4,4,3,3,3,3,3,2,4,4,3,4,5,2,2,4,2,4,2,1,2.272727273,3.555555556
7541,1,0,0, ,2,3,4,1,5,1,5,5,5,1,4,5,5,1,5,3,4,4,5,1,3,5,2,5,1,1,5,3,1,5,1,5,3,4,5,3,4,5,1,4,1,4,4,5,3,4,4.454545455,5
7541,4,0,0, ,1,3,2,3,4,2,3,5,4,4,1,5,4,2,4,5,4,2,4,2,5,4,4,4,2,2,4,3,2,4,3,1,4,4,4,4,4,4,2,4,3,3,3,4,4,2,3.454545455,3.888888889
7553,1,2,0, ,1,2,3,4,4,4,3,5,2,4,2,5,3,3,4,5,4,2,4,3,5,5, ,4,4,1,4,2,4,3,5,4,5,2,3,1,5,2,4,4,3,4,4,2,3,3,3.818181818,4.777777778
7553,4,2,0, ,1,2,4,5,4,5,4,3,2,2,3,4,2,1,4,5,5,3,1,2,5,4,5,2,5,4,4,2,5,4,5,5,5,3,4,3,4,2,4,2,4,4,2,1,2,3,2.636363636,4.111111111
7575,4,0,0, ,1,3,3,5,2,2,4,4,3,4,4,5,3,3,3,3,4,3,4,4,4,5,3,4,4,4,4,3,5,3,5,5,4,5,4,4,3,3,3,2,3,5,1,3,5,5,2.818181818,4.333333333
7579,1,0,0, ,1,2,4,2,4,1,4,3,4,4,4,5,5,4,5,2,4,4,3,3,2,4,1,4,4,4,5,5,4,5,4,3,1,4,4,4,5,5,2,4,5,3,5,5,1,2,2.454545455,3.777777778
7579,4,0,0, ,1,2,3,2,4,1,5,3,5,4,5,5,5,2,5,5,4,4,5,4,4,5,4,4,3,2,5,4,3,4,1,3,1,4,4,5,3,5,2,3,4,3,3,5,5,4,3.545454545,4.888888889
7585,1,0,0, ,2,2,4,2,4,1,5,3,3,3,3,4,3,3,4,3,3,4,3,1,2,3,2,4,3,4,3,3,2,3,2,4,2,4,4,4,3,4,2,3,2,3,5,5,3,5,3.909090909,3.666666667
7585,4,0,0, ,2,2,4,2,4,2,5,4,4,2,4,3,5,2,4,2,5,4,4,3,5,4,2,4,3,3,4,4,1,4,2,3,2,4,4,3,4,4,1,3,2,3,2,4,1,5,4,4
7613,1,0,0, ,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.454545455,3.111111111
7615,1,0,0, ,1,2,4,2,3,2,2,3,4,3,4,4,5,4,5,1,3,3,5,5,5,4,4,4,3,2,2,3,3,3,4,4,4,4,3,4,3,5,2,3,4,4,3,4,4,2,3.090909091,4.111111111
7615,4,0,0, ,1,2,4,2,3,1,3,3,3,2,3,4,3,2,4,4,3,3,3,2,3,3,1,4,4,3,2,4,2,3,2,3,1,3,4,3,4,5,3,3,4,3,3,3,4,3,2.727272727,3.5
7623,1,0,0, ,1,2,5,5,4,1,3,2,4,5,1,4,5,1,4,5,3,4,2,1,3,3,1,4,5,2,3,3,2,4,1,4,5,2,4,3,2,4,3,5,1,1,4,5,3,4,3.727272727,3.777777778
7623,4,0,0, ,1,2,4,1,4,1,3,5,5,3,5,2,5,1,5,4,5,5,5,5,3,5,1,5,4,2,5,5,5,3,5,2,4,5,4,5,3,5,3,4,3,5,2,3,5,4,3.727272727,4.666666667
7625,4,0,0, ,1,1,4,2,4,1,5,3,5,5,4,5,5,1,4,5,4,3,2,2,5,4,3,5,2,2,5,5,3,5,3,5,4,5,5,4,2,4,4,3,5,4,1,5,3,4,3.272727273,4.444444444
7627,1,0,0, ,1,1,4,2,4,2,5,5,5,4,4,5,5,2,5,5,5,4,5,4,1,5,4,5,2,1,5,4,3,5,4,5,3,5,4,3,5,4,2,4,2,2,1,5,3,4,4.545454545,4.777777778
7627,4,0,0, ,1,1,4,2,4,1,5,3,5,3,3,5,5,2,5,3,4,4,5,4,5,4,2,5,1,2,4,2,1,4,1,5,2,5,5,3,4,5,1,5,2,4,2,5,4,4,2.818181818,4
7629,1,2,0, ,2,2,5,1,5,1,5,5,5,5,5,5,5,1,5,1,5,5,5,1,1,5,1,5,1,3,5,3,1,5,5,5,1,5,5,5,3,5,1,5,1,4,1,5,1,5,4.545454545,5
7629,4,2,0, ,2,2,5,2,5,1,3,1,4,4,1,4,5,2,5,5,4,5,3,1,5,3,1,4,1,3,2,5,1,5,1,2,1,5,5,1,5,5,3,4,5,3,5,5,5,1,3.454545455,4.888888889
7631,1,2,0, ,1,1,5,2,4,1,3,1,5,2,4,4,5,1,5,2,4,4,4,3,2,4,2,3,2,2,3,4,1,4,2,3,2,5,5,3,3,5,2,3,1,2,3,5,2,3,3.666666667,4
7631,4,2,0, ,1,1,5,1,4,1,3,1,5,3,4,4,5,1,5,1,4,4,5,1,2,2,2,4,1,2,2,3,1,5,1,3,2,5,4,4,3,5,1,4,1,2,4,5,3,4,4.222222222,4.444444444
7649,1,2,0, ,2,1,4,3, ,3,4,4,5,3,2,5,5,3,5,5,5,5,5,3,5,5,5,5,3,3,5,5,3,5,5,5,5,4,5,3,3,4,3,5,3,4,4,3,4,3,3.272727273,4
7649,4,2,0, ,2,1,4,3,3,1,4,5,5,2,4,5,3,1,4,4,4,4,4,2,5,3,5,5,3,2,4,4,2,3,2,4,5,4,4,2,4,4,2,4,4,3,3, ,4,4,4.090909091,4.111111111
7651,1,0,0, ,2,2,3,2,4,4,2,3,4,3,2,4,4,3,5,5,3,3,4,3,5,4,2,4,3,1,3,5,4,3,4,3,5,4,4,1,3,4,3,4,5,3,3,4,4,3,3.272727273,4
7651,4,0,0, ,2,2,4,3,4,2,5,2,4,2,3,5,5,3,5,3,3,4,4,2,4,4,3,4,2,1,4,5,2,4,3,2,4,4,4,1,2,5,5,4,2,4,2,4,3,2,3.727272727,4.111111111
7659,1,0,0, ,2,1,5,4,3,1,4,3,4,5, ,5,5,4,4,4,4,4,3,4,4,3,1,4,4,4,3,4,2,3,4,4,4,3,4,1,2,4,4,2,4,4,3,2,5,3,3.818181818,3.666666667
7659,4,0,0, ,2,1,5,2,3,1,5,2,3,2,3,5,5,2,5,3,4,4,3,2,5,4,1,4,2,4,4,5,5,4,3,4,2,4,3,4,2,5,5,4,4,4,4,4,1,3,3.545454545,4
7675,1,0,0, ,2,2,4,3,5,1,4,2,5,4,2,4,4,1,4,3,4,4,3,2,3,4,2,4,2,4, ,4,1,5,1,1,4,5,4,2,4,5,1,4,1,3,1,5,4,1,3.75,4.777777778
7675,4,0,0, ,2,2,5,1,5,1,4,3,5,2,2,4,5,1,5,1,3,3,5,1,4,4,1,5,1,3,4,2,1,5,1,2,4,4,3,1,4,5,1,5,2,3,2,5,5,1,3.181818182,4
7681,1,0,0, ,1,1, ,2,5,1,4,4,5,2,4,3,4,2,5,3,4,3,4,1,4,4,2,4,1,3,3, ,2,5,2,4,2,4,5,3,4,5,2,4,2,4,3,5,2,3,2.454545455,3.444444444
7681,4,0,0, ,1,1,3,2,4,1,2,5,5,2,5,3,3,2,5,4,4,4,4,1,5,3,3,3,2,4,5,5,2,2,3,4,4,4,4,4,3,5,3,4,1,1,3,4,3,2,2.181818182,3.666666667
7687,1,0,0, ,2,3,4,3,2,3,5,3,4,4,4,5,2,2,4,4,4,4,4,3,4,5,3,4,4,4,4,5,3,5,4,5,4,4,3,4,5,5,4,3,4,4,5,3,4,5,4.090909091,4.111111111
7687,4,0,0, ,1,3,2,2,4,1,3,4,4,3,3,4,3,2,4,4,3,3,4,2,4,4,3,4,2,4,3,3,2,4,3,4,4,4,4,3,3,3,2,3,4,3,4,4,2,4,3.636363636,3.777777778
7689,1,0,0, ,2,2,2,3,5,1,4,1,5,1,5,4,5,3,5,3,5,3,5,1,2,5,4,2,2,4,5,5,1,5,3,4,3,3,5,4,4,5,2,5,3,2,3,4,1,4,2.909090909,4.111111111
7689,4,0,0, ,2,2,2,1,5,1,4,4,5,4,3,5,5,1,5,3,4,5,5,2,5,4,4,2,4,3,4,4,1,5,1,5,4,5,5,3,4,5,1,5,2,2,4,5,4,4,2.909090909,3.666666667
7691,4,0,0, ,1,3,3,5,5,5,5,1,3,1,1,5,3,3,5,5,5,5,1,1,3,5,5,3,3,2,5,5,3,5,5,3,5,3,5,1,5,1,3,5,5,5,1,1,5,1,3.090909091,4.555555556
7703,1,0,0, ,1,2,1,2,3,1,4,3,5,4,2,3,5,1,4,2,3,2,5,2,5,4,5,4,1,2,3,3,1,2,3,4,4,4,4,3,2,5,2,4,1,3,2,4,2,2,3.454545455,3.222222222
7703,4,0,0, ,1,2,5,2,4,1,4,4,5,4,4,5,5,3,4,2,4,4,4,2,2,4,2,4,2,2,3,5,1,5,2,4,2,4,4,4,1,5,4,5,4,4,3,4,2,1,3.454545455,4.111111111
7721,1,1,0, ,1,1,4,2,4,2,3,2,5,3,2,5,5,1,4,4,3,5,5,2,4,3,2,4,2,2,3,2,1,4,2,3,2,5,4,2,4,5,1,4,3,3,3,4,5,3,4,3.777777778
7721,4,1,0, ,1,1,4,3,4,1,4,4,4,2,3,5,5,1,5,4,4,3,5,1,4,5,4,4,2,2,3,4,2,4,3,4,3,5,4,3,3,5,2,3,2,3,1,4,4,4,4,4.333333333
7723,1,0,0, ,1,2,4,3,3,2,3,1,4,4,3,4,4,4,4,3,4,1,3,3,2,4,2,4,2,3,3,4,3,2,4,2,1,2,4,4,3,4,4,3,5,4,4,3,2,2,2.727272727,3.875
7723,4,0,0, ,1,2,4,5,4,2,5,3,4,3,4,5,4,3,5,3,5,3,3,3,3,5,3,4,5,3,5,5,3,3,3,4,3,4,4,4,3,4,3,4,3,4,3,4,3,3,2.636363636,3.777777778
7725,1,0,0, ,2,2,2,2,4,1,4,4,4,2,4,5,3,1,5,4,4,3,5,5,2,4,4,5,3,4,4,2,1,5,2,5,5,5,4,3,5,5,2,4,1,2,1,4,2,4,3.545454545,4.555555556
7725,4,0,0, ,2,2,4,4,5,1,5,3,5,2,5,4,5,2,5,3,4,4,4,2,5,4,2,4,1,4,3,5,3,4,3,4,4,4,5,3,4,4,3,4,3,3,3,4,1,2,3.272727273,3.777777778
7743,1,0,0, ,1,3,5,1,4,2,4,3,5,4,4,5,5,2,5,2,4,5,5,1,4,5,1,5,2,2,4,4,1,5,3,4,2,5,4,4,3,5,1,5,4,4,1,3,4,5,3.727272727,4.555555556
7743,4,0,0, ,2,3,5,4,4,4,5,4,4,4,1,4,2,2,3,5,1,1,5,5,4,3,3,3,4,2,2,4,5,4,5,5,5,3,2,2,3,3,2,1,4,5,1,1,4,5,4,4.333333333
7745,1,0,0, ,1,1,2,4,5,1,3,4,5,2,5,4,3,1,4,3,4,3,4,2,4,5,4,4,2,4,4,4,2,4,2,4,3,4,4,4,4,4,2,4,1,4,2,4,2,4,2.363636364,3.777777778
7745,4,0,0, ,1,1,4,3,5,2,4,4,4,3,4,4,4,1,4,1,5,2,4,2,3,5,4,4,2,4,5,4,1,5,3,5,2,4,5,4,4,4,1,4,1,4,1,4,1,4,2.454545455,3.777777778
7749,1,0,0, ,2,2,2,1,5,1,4,3,5,4,3,5,5,1,5,5,4,5,4,1,5,5,4,5,3,1,3,1,2,5,3,5,2,5,5,1,3,5,3,3,2,5,1,5,1,3,3,4.222222222
7749,4,0,0, ,2,2,5,4,4,2,5,3,3,3,4,5,5,2,5,4,5,3,3,2,2,5,3,4,4,5,5,5,5,3,5,4,4,3,4,3,4,4,2,2,3,4,2,2,1,5,2.909090909,4.888888889
7759,1,0,0, ,2,3,2,2,3,2,3,4,3,2,3,3,2,2,4,3,3,3,3,2,2,3,4,4,4,3,3,3,3,4,3,3,4,4,4,3,3,4,3,4,2,2,3,4,2,3,3.636363636,3.777777778
7763,4,0,0, ,2,3,5,2,5,1,5,4,3,4,3,5,5,3,5,2,5,5,3,3,2,5,2,5,3,3,5,5,2,4,2,4,2,4,4,3,3,5,2,4,4,5,1,5,2,4,3.181818182,4.777777778
7779,1,0,0, ,2,2,4,3,5,2,5,2,4,4,2,5,5,2,5,5,5,5,5,1,5,5,2,3,1,2,4,4,1,5,2,5,3,3,5,2,2,5,3,4,4,4,1,3,1,5,3.727272727,4.444444444
7789,1,0,0, ,2,2,4,4,4,2,4,4,4,4,2,4,4,2,4,4,2,2,5,3,4,4,2,5,2,2,4,4,2,4,2,5,2,4,4,3,2,5,1,2,2,4,1,4,4,5,4.454545455,4.111111111
7789,4,0,0, ,2,2,2,3,3,1,4, ,4,2,5,5,3,3,5,4,3,2,5,3,4,4,5,4,3,3,2,5,1,4,2,2,4,4,3,3,4,4,2,4,4,3,2,4,1,2,4.090909091,4.444444444
7795,1,0,0, ,2,1,3,1,3,1,5,4,5,2,4,4,4,1,5,1,4,4,5,1,5,5,4,4,3,4,5,5,1,4,1,5,4,4,4,4,4,5,2,5,2,4,1,4,4,5,3.636363636,4.555555556
7795,4,0,0, ,2,1,3,1,4,1,5,4,5,2,3,4,5,1,5,3,4,4,4,1,5,5,2,5,1,3,4,4,1,4,1,5,3,5,4,4,4,5,2,4,3,5,1,5,4,4,3.454545455,3.777777778
7805,4,1,0, ,2,2,2,2,5,2,2,5,5,4,4,4,4,1,5,3,3,3,4,1,3,4,4,3,4,3,2,5,2,5,4,5,4,4,4,4,4,4,2,3,5,4,4,4,1,2,2.545454545,3.777777778
7809,1,0,0, ,1,3,3,4,5,1,4,3,1,2,4,4,5,1,4,2,4,5,4,1,3,4,4,4,4,4,3,3,2,5,1,3,4,4,4,3,4,5,1,3,5,5,5,5,2,1,3.090909091,4.25
7809,4,0,0, ,2,3,5,4,5,1,3,1,5,3,2,5,4,2,5,4,3,3,3,3,5,3,1,2,3,4,5,5,2,4,2,5,4,3,4,3,4,5,2,5,5,5,5,4,4,4,2.818181818,4.444444444
7811,1,0,0, ,2,2,2,2,4,1,3,4,4,4,4,2,5,1,5,3,4,3,5,2,4,4,5,4,3,4,3,3,3,4,2,5,5,3,4,4,4,4,3,4,3,3,2,4,3,3,4.272727273,4.444444444
7811,4,0,0, ,2,2,2,2,5,3,3,5,5,1,5,4,4,3,5,3,4,3,3,2,4,4,4,3,3,5,3,4,2,5,4,5,5,5,5,5,5,5,5,5,5,5,5,3,2,4,2.909090909,3.666666667
7817,1,0,0, ,1,3,4,2,4,1,4,4,4,3,5,4,4,1,5,3,3,3,4,1,4,4,2,4,3,4,4,3,1,4,2,4,3,4,3,3,4,5,2,3,2,3,2,4,2,3,3.818181818,4.444444444
7817,4,0,0, ,2,3,4,2,4,1,4,3,5,1,4,4,5,1,4,1,4,4,5,1,2,5,1,4,1,5,4,5,1,4,1,5,1,4,4,4,3,5,1,4,1,3,1,4,1,4,3.727272727,4.777777778
7825,1,0,0, ,1,2,5,5,5,3,3,4,3,3,4,5,4,2,5,3,4,2,5,1,3,4,2,4,3,4,3,5,5,4,5,5,2,3,4,4,5,3,4,5,3,3,2,2,2,5,2.545454545,3.222222222
7825,4,0,0, ,1,2,4,3,4,3,5,1,1,1,1,2,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3.454545455,4
7827,4,0,0, ,1,3,3,3,3,1,4,4,4,2,3,4,3,4,4,3,4,3,4,3,3,4,3,3,3,4,4,4,3,3,2,4,4,3,4,3,4,4,2,3,2,3,2,2,3,3,3.454545455,4.111111111
7829,1,0,0, ,1,2,4,3,4,1,3,4,4,2,3,4,5,2,4,4,3,3,4,1,4,4,2,4,2,4,3,5,1,3,2,4,2,3,4,3,2,5,1,4,2,4,4,4,4,2,2.909090909,3.777777778
7829,4,0,0, ,1,2,5,3,4,1,5,3,5,4,4,5,5,1,5,4,5,5,3,4,4,5,1,4,3,5,5,5,2,4,3,5,2,5,5,4,1,5,2,5,1,5,5,5,1,5,2.8,2.571428571
7833,1,2,0, ,1,3,4,2,4,3,3,3,4,2,3,4,2,1,4,4,4,4,3,2,4,2,1,3,2,2,3,3,2,4,3,4,3,3,4,2,3,4,2,4,3,4,3,4,3,3,4.111111111,4.222222222
7833,4,2,0, ,2,3,2,1,3,1,3,2,4,1,4,3,4,1,4,2,3,3,4,1,3,1,2,4,1,3,1,1,1,4,1,4,1,5,4,4,3,5,1,4,1,3,4,5,2,3,3.333333333,3.777777778
7839,1,0,0, ,1,3,5,4,3,1,3,1,3,4,1,5,5,3,4,5,3,4,2,2,5,5,2,3,2,2,3,3,4,4,4,4,5,4,4,1,3,5,4,3,5,3,2,4,5,4,3.181818182,3.333333333
7839,4,0,0, ,2,3,5,4,4,3,4,1,5,4,2,5,5,1,5,4,3,4,3,3,5,5,3,4,4,2,4,5,1,3,3,5,4,5,4,2,1,5,3,5,2,5,1,4,4,5,3.818181818,3.777777778
7841,1,0,0, ,1,3,2,3,3,2,2,3,4,3,2,3,3,1,4,2,4,2,2,3,2,3,4,3,4,2,3,4,2,3,3,2,4,4,4,2,3,4,3,3,4,3,4,4,3,3,2.727272727,3.333333333
7841,4,0,0, ,2,3,4,2,5,2,5,2,5,4,4,5,5,3,5,4,5,5,4,4,5,5,1,5,2,2,3,4,1,4,2,3,2,5,4,2,3,5,3,4,2,4,2,4,3,3,3.727272727,4.111111111
