ifam,ID,OnlineManual13,isOut,whyOut,sex,zygosity,tn_BFI1,tn_BFI2,tn_BFI3,tn_BFI4,tn_BFI5,tn_BFI6,tn_BFI7,tn_BFI8,tn_BFI9,tn_BFI10,tn_BFI11,tn_BFI12,tn_BFI13,tn_BFI14,tn_BFI15,tn_BFI16,tn_BFI17,tn_BFI18,tn_BFI19,tn_BFI20,tn_BFI21,tn_BFI22,tn_BFI23,tn_BFI24,tn_BFI25,tn_BFI26,tn_BFI27,tn_BFI28,tn_BFI29,tn_BFI30,tn_BFI31,tn_BFI32,tn_BFI33,tn_BFI34,tn_BFI35,tn_BFI36,tn_BFI37,tn_BFI38,tn_BFI39,tn_BFI40,tn_BFI41,tn_BFI42,tn_BFI43,tn_BFI44,EMPQ_emotional,EMPQ_cognitive
434,1,2,0, ,1,1,3,3,3,1,4,3,2,2,4,4,3,2,4,3,3,3,3,4,2,4,2,3,4,5,2,3,1,3, ,3,3,3,3,4,4,4,4,4,3,4,4,4,4,2,3.5,4.555555556
434,4,2,0, ,1,1,3,4,4,2,3,3,4,4,4,3,4,3,4,2,3,3,4,2,2,4,4,4,2,4,3,4,2,4,2,4,4,4,4,3,4,4,2,4,3,4,4,5,4,2,3.4,4
435,1,0,0, ,2,2,3,2,4,1,4,5,4,3,3,4,4,1,5,2,4,3,4,1,2,4,5,4,3,4,4,3,3,5,2,5,4,4,4,3,3,4,3,5,4,4,1,4,3,4,3.727272727,4.333333333
435,4,0,0, ,2,2,5,4,4,3,1,4,3,4,4,4,4,3,4,1,3,4,3,4,2,4,1,2,4,4,2,5,4,4,4,2,1,2,4,4,4,4,4,2,4,2,4,4,3,2,2.545454545,3.666666667
439,1,0,0, ,1,3,3,3,3,2,5,3,3,1,5,5,1,2,3,4,5,4,2,2,4,5,4,4,5,5,5,5,4,3,4,1,3,2,5,5,4,4,4,5,4,5,2,5,5,1,2.636363636,4
439,4,0,0, ,2,3,4,3,3,1,5,3,5,4,1,5,5,2,4,5,3,5,5,1,5,2,3,3,3,2,5,2,4,2,2,4,4,4,4,1,3,4,4,5,4,4,1,1,5,5,3.181818182,4.222222222
441,1,0,0, ,2,1,4,3,4,1,5,2,4,3,2,4,5,3,5,4,4,5,3,4,4,4,1,5,3,1,4,3,1,4,1,4,1,4,4,1,5,5,3,2,4,4,2,5,4,5,4,4.222222222
441,4,0,0, ,2,1,5,4,3,2,3,2,5,5,3,5,5,4,5,1,3,5,3,5,2,4,1,5,3,3,3,4,2,3,4,3,2,4,4,4,3,4,4,4,4,2,3,4,3,4,3.090909091,4.333333333
442,1,0,0, ,2,3,3,2,5,1,3,4,4,2,4,4,4,1,5,3,3,3,4,2,5,4,4,4,2,2,3,4,1,5,3,4,3,4,4,3,3,5,2,4,3,3,3,4,2,4,3,3.666666667
442,4,0,0, ,1,3,2,2,3,1,3,4,5,3,4,3,4,1,5,4,3,4,4,3,2,3,3,4,2,5,3,3,1,3,2,3,2,4,3,4,3,5,2,3,1,4,3,5,3,2,3.090909091,3.444444444
444,1,2,0, ,2,2,4,2,3, ,3,1,4,5,3,4,5,1,4,3,5,3,4,5,3,5,2,3,4,1,3,1,1,3,1,5,5,4,3,2,3,5,3,2,1,3,5,4,3,2,3.333333333,4.111111111
444,4,2,0, ,2,2,5,1,4,3,4,1,4,3,5,5,5,1,5,1,5, ,5,1,3,4,1,4,1,3,1,5,1,4,3,1,5,4,4,4,1,1,4,4,1,4,3,4,1,4,3.727272727,4.555555556
445,1,0,0, ,1,2,2,1,4,1,4,5,5,4,4,4,4,3,5,2,4,2,2,1,2,2,2,4,4,2,4,4,4,5,4,3,4,1,4,4,4,4,4,3,5,4,2,4,2,2,2.545454545,3.555555556
445,4,0,0, ,1,2,2,3,3,2,2,3,3,4,3,4,4,2,3,3,4,4,2,2,3,3,3,4,3,4,3,3,3,4,3,2,4,4,4,3,2,4,4,2,2,4,4,4,3,2,3,4.555555556
447,1,0,0, ,2,2,5,5,4,2,3,1,4,4,2,4,4,5,3,4,3,4,2,3,4,4,2,3,4,2,3,5,5,5,5,2,4,4,3,3,2,4,5,4,5,3,5,4,4,2,3,3.888888889
447,4,0,0, ,2,2,4,5,5,2,4,3,5,2,4,5,4,1,5,5,4,4,5,5,5,4,2,5,4,1,3,4,2,4,4,3,4,5,4,2,3,5,3,3,4,3,5,4,5,2,4.090909091,4.444444444
451,1,0,0, ,1,2,4,2,4,1,4,3,4,4,4,4,5,2,4,3,5,4,4,3,3,5,2,4,3,3,5,5,1,4,1,4,2,4,4,4,4,5, ,4,4,3,2,4,4,1,3.454545455,4.222222222
452,1,0,0, ,1,2,3,2,5,1,5,4,5,5,4,5,4,1,5,4,5,3,4,4,2,4,3,4,3,4,4,4,2,5,4,2,4,5,4,5,4,5,4,4,2,4,2,5,2,1,3.181818182,4.111111111
452,4,0,0, ,1,2,4,3,4,3,3,3,4,4,2,5,4,2,4,5,4,4,3,2,4,5,3,4,3,2,3,3,4,3,4,4,4,4,4,3,3,5,4,3,4,4,4,3,3,4,4.272727273,4.333333333
457,1,0,0, ,2,2,4,5,5,1,4,4,4,2,3,5,4,4,5,5,4,4,2,1,2,3,3,3,3,4,4,5,4,4,4,3,4,3,4,4,4,4,4,4,4,3,3,3,2,2,3.454545455,4
457,4,0,0, ,2,2,5,2,4,2,5,4,5,4,4,5,5,3,5,3,4,4,4,4,4,5,1,5,4,4,4,5,2,4,4,5,1,5,5,4,3,5,3,4,5,5,5,4,4,3,3.727272727,4.555555556
458,1,0,0, ,1,2,4,2,5,1,2, ,4,1,2,5,5,1,4,5,4,4,3,2,5,5,2,5,3,5,4,5,1,4,2,5,5,4,5,2,5,5,3,5,5,5,1,4,1,5,3.3,4.222222222
458,4,0,0, ,1,2,4,4,5,1,5,4,4,4,3,5,4,1,5,5,5,4,3,2,4,4,3,4,4,5,5,5,2,5,1,3,4,4,5,3,5,5,1,4,1,5,5,3,4,1,1.545454545,4.111111111
459,1,0,0, ,2,3,3,2,3,2,1,3,3,1,4,2,4,3,4,5,4,3,3,4,4,3,5,3,3,2,2,4,2,3,3,3,5,5,4,4,4,4,3,3,4,2,4,3,2,3,2.909090909,3
459,4,0,0, ,1,3,4,3,3,3,5,3,3,5,4,5,5,3,5,4,5,4,3,4,4,5,3,4,4,3,5,4,4,3,5,5,4,3,3,2,4,3,4,3,2,5,3,3,4,5,3.7,4
460,1,0,0, ,1,2,4,1,4,1,5,4,5,4,4,5,4,1,4,4,5,3,5,3,3,5,2,5,1,2,5,2,1,4,1,5,2,5,5,4,2,5,1,3,2,3,1,4,2,5,4.272727273,4.444444444
460,4,0,0, ,1,2,2,2,4,2,3,4,4,2,2,4,4,1,4,4,4,3,5,2,4,4,4,4,3,3,4,3,1,4,1,3,3,4,4,2,3,5,1,4,1,3,4,4,2,2,3.636363636,4
462,1,0,0, ,2,2,5,2,5,1,5,4,5,5,5,5,5,1,5,4,4,3,5,4,3,5,3,4,5,1,4,5,1,5,4,5,5,5,5,3,3,5,1,4,2,5,5,4,2,3,4.454545455,4.111111111
462,4,0,0, ,2,2,2,3,5,3,5,3,5,4,2,5,3,2,5,5,4,3,3,1,5,5,4,4,1,3,4,5,3,5,4,5,4,4,5,1,3,4,2,4,4,5,1,4,2,4,3.545454545,4
464,1,0,0, ,1,2,3,4,5,1,4,5,3,2,4,5,2,1,4,3,5,3,2,1,2,3,4,2,2,4,4,4,4,5,3,4,4,4,5,4,4,4,3,4,2,4,4,3,1,3,2.818181818,3.444444444
464,4,0,0, ,1,2,4,5,5,1,4,4,4,2,3,5,3,1,5,4,5,3,5,3,4,5,3,3,3,4,5,3,3,5,2,4,4,4,5,3,3,3,1,4,2,5,4,3,2,3,3.363636364,4.333333333
466,1,0,0, ,2,3,4,3,3,1,3,3,2,4,3,5,4,1,4,4,4,3,5,4,2,5,1,5,4,4,3,5,1,2,2,5,1,4,3,2,4,5,1,3,2,5,4,4,2,4,3.909090909,4
466,4,0,0, ,1,3,4,1,5,1,3,3,4,2,5,3,5,1,5,2,4,3,3,1,1,4,2,4,1,5,3,5,1,5,3,2,1,4,5,5,4,5,1,3,1,2,1,4,1,1,2.363636364,3.666666667
470,1,0,0, ,2,2,3,2,3,1,3,4,5,1,5,3,3,1,4,3,4,3,4,1,5,4,3,4,2,4,3,2,2,3,3,1,5,5,4,3,2,5,3,2,2,3,3,5,2,3,3.818181818,4.111111111
470,4,0,0, ,2,2,3,4,3,2,4,5,3,2,1,5,3,2,5,4,4,3,2,3,4,5,5,3,4,2,4,5,4,2,4,3,4,4,3,2,4,4,2,3,4,5,2,3,4,3,3.1,3.714285714
476,1,0,0, ,2,3,3,3,3,3,4,5,4,4,3,4,4,1,5,3,4,3,5,4,5,4,4,5,4,3,4,4,4,3,4,5,4,5,4,3,4,4,3,4,2,4,5,5,4,5,4.090909091,5
476,4,0,0, ,1,3,4,3,2,4,4,2,4,3,2,4,4,2,2,4,5,4,4,3,4,4,2,4,4,2,4,3,4,3,4,4,4,4,4,2,3,3,2,3,4,4,4,3,4,2,3.363636364,3.111111111
477,1,0,0, ,2,3,4,2,5,4,4,5,4,4,2,5,5,1,5,5,4,5,5,1,5,5,4,4,2,3,4,3,3,4,3,4,4,4,3,2,1,3,3,4,3,3,4,3,2,4,3.909090909,3.888888889
477,4,0,0, ,1,3,3,1,5,1,4,5,4,2,2,5,2,1,4,5,4,3,4,1,5,5,5,5,4,2,5,4,2,5,1,5,5,5,5,1,1,4,2,4,3,5,2,4,3,4,3.363636364,4.333333333
478,1,0,0, ,2,2,2,2,5,1,3,5,5,2,3,4,4,1,5,2,4,4,5,1,4,4,5,5,1,2,3,2,1,4,2,5,5,5,5,3,4,5,4,4,2,3,2,4,3,5,3.818181818,4.333333333
478,4,0,0, ,2,2,4,4,5,2,3,4,3,2,3,5,5,1,5,5,3,3,5,5,5,4,2,4,5,3,5,5,5,5,5,5,4,4,3,3,4,4,4,2,4,4,4,4,4,2,4,4.444444444
482,1,0,0, ,2,1,3,2,2,3,3,3,3,4,2,5,5,2,4,4,2,4,3,4,3,4,2,4,4,2,4,4,4,3,4,5,4,3,3,3,4,4,2,3,3,4,2,4,4,4,3.909090909,3.666666667
482,4,0,0, ,2,1,2,2,4,1,3,2,3,4,2,5,4,1,3,4,4,2,4,5,3,5,3,4,4,3,4,3,3,3,4,5,4,3,4,3,4,4,4,2,1,4,1,3,4,5,3.272727273,4.111111111
483,1,2,0, ,1,2,4,1,4,1,4,4,4,4,4,5,5,2,3,1,4,3,5,1,2,5,2,3,1,3,5,4,2,5,3,4,1,4,4,4,5,3,1,5,2,3,4,5,1,4,3.555555556,4.111111111
483,4,2,0, ,1,2,5,3,4,2,5, ,4,5,5,5,5,1,4,3,4,5,2,1,4, , ,5,2,3,5,5,2,4,4,5,1,4,5,4,2,5,4,5,4,5,1,4,1,5,3,4.111111111
489,1,0,0, ,1,1,3,1,4,1,4,5,4,2,4,3,3,1,4,5,4,3,5,3,4,5,4,4,3,3,3,2,1,5,2,3,4,4,3,3,3,4,2,3,2,3,3,4,2,3,3.363636364,4
489,4,0,0, ,1,1,4,1,4,1,3,4,4,3,4,4,5,1,5,4,4,4,4,3,3,4,4,4,2,4,3,4,1,5,2,4,4,4,4,4,3,5,2,3,2,4,2,4,2,1,3.272727273,3.555555556
490,1,0,0, ,2,2,3,3,3,5,3,2,4,3,2,5,3,4,5,5,3,3,1,3,4,3,4,2,4,1,4,5,5,3,5,4,3,3,3,3,3,2,5,2,5,4,3,3,4,4,2.909090909,4.444444444
490,4,0,0, ,2,2,5,3,3,1,4,2,4,4,4,5,5,3,5,3,3,2,2,5,3,4,2,4,3,4,5,5,2,3,2,4,2,4,4,4,1,4,4,3,3,4,2,3,2,5,3.181818182,4.222222222
492,1,0,0, ,2,2,4,2,3,1,5,4,5,1,4,4,3,1,5,4,2,4,5,1,5,4,5,5,5,1,3,4,1,4,2,1,4,5,5,4,2,5,1,3,4,3,3,4,2,4,3.454545455,4
492,4,0,0, ,2,2,5,4,2,3,5,5,3,4,1,5,3,1,4,5,4,3,2,5,5,5,4,5,4,4,3,2,4,2,4,4,5,5,5,5,2,3,4,4,5,4,3,4,2,4,3.636363636,3.888888889
496,1,0,0, ,2,3,5,1,5,1,4,2,5,4,4,5,5,1,5,3,4,4,3,1,4,5,1,4,2,2,4,5,1,5,1,4,3,4,4,4,3,5,2,5,4,4,3,5,3,3,4.727272727,5
496,4,0,0, ,1,3,5,2,5,1,5,5,4,3,4,4,5,1,4,5,4,4,2,1,4,4,1,4,1,3,4,5,4,5,3,4,3,4,4,5,4,5,3,4,4,4,2,3,3,4,3,3.888888889
497,1,0,0, ,1,1,3,1,5,1,5,5,5,1,4,5,5,1,5,2,5,5,5,1,3,5,3,3,1,3,5,4,1,4,3,5,4,4,5,2,4,5,1,5,3,5,1,4,1,4,3.454545455,3.666666667
500,1,0,0, ,2,2,5,3,3,1,4,4,4,3,3,5,4,3,4,2,4,3,3,3,2,5,2,5,4,5,5,4,2,3,2,4,3,4,3,4,4,4,2,2,3,5,4,3,3,3,3.545454545,4.333333333
500,4,0,0, ,2,2,4,1,3,1,5,2,4,2,4,5,4,1,5,4,3,3,4,3,2,4,3,5,2,4,4,3,2,3,2,5,4,4,5,4,1,4,2,4,2,4,5,5,4,4,3.909090909,4.555555556
502,1,0,0, ,1,2,3,4,4,3,3,4,4,3,3,3,4,2,4,4,3,2,3,3,3,4,5,3,3,4,3,3,3,3,2,3,4,4,3,3,3,4,4,3,3,3,3,3,3,2,3,3.222222222
502,4,0,0, ,1,2,4,2,5,1,5,3,5,1,5,5,4,1,5,2,5,3,4,1,4,4,3,5,2,3,5,4,1,5,3,4,4,5,5,5,3,5,1,4,3,4,2,4,2,4,2.727272727,4.444444444
507,1,0,0, ,2,2,5,2,3,1,4,3,3,4,2,5,5,2,5,1,5,5,4,4,3,5,2,4,4,3,3,3,4,2,1,5,4,5,4,4,1,5,2,3,1,4,1,4,4,5,2.909090909,3.888888889
507,4,0,0, ,2,2,1,1,3,2,3,4,5,2,3,5,3,2,5,3,3,2,3,2,2,5,5,3,4,4,3,4,4,4,1,5,5,5,3,3,2,3,2,5,4,5,1,2,5,4,2,4.111111111
511,1,2,0, ,1,2,3,1,3,1,2,3,4,3,3,3,4,2,5,2,3,3,4,3.5,2.5,2.5,4,5,2,3.5,2,4,3,4,3,4,3,4,4,3,2,5,2,4,2,3.5,2,3.5,2,1,3.05,4
511,4,2,0, ,1,2,4,2,5,4,5,1,4,5,4,5,5,1,4,3,2,5,5, ,1,5,4,5,1,3,5,4,3,5,5,3,4,5,3,5,2,5,4,4,5,2,1,5,3,1,3.090909091,3.888888889
516,1,0,0, ,1,1,2,2,3,3,2,3,5,4,4,5,4,1,4,4,3,4,4,1,5,2,4,4,2,3,4,5,3,5,3,4,3,5,5,4,3,5,5,4,4,3,3,3,4,2,2.727272727,2.571428571
516,4,0,0, ,1,1,3,1,4,1,4,3,5,2,3,4,5,1,4,3,4,4,5,2,4,5,3,4,1,4,5,5,2,5,2,4,3,5,5,2,4,5,1,2,3,4,2,5,1,3,2.909090909,3.333333333
520,4,0,0, ,2,3,5,4,5,2,3,3,4,4,4,5,5,4,5,4,5,4,3,2,4,3,4,4,4,2,4,5,4,5,5,5,5,4,5,2,1,5,4,4,5,4,3,4,4,1,4.636363636,4.555555556
521,1,0,0, ,2,2,2,1,4,1,4,4,4,1,4,3,3,2,4,4,4,3,3,3,5,4,4,4,3,3,3,3,2,3,2,4,4,4,4,3,3,4,2,4,2,3,2,4,2,3,3.090909091,4
521,4,0,0, ,2,2,5,2, ,1,4, ,5,3,5,5,4,1,5,3,4,4,5,1,5,4,2,4,1,3,2,5,1,5,1,3,2,4,4,4,4,5,1,4,2,1,2,5,2,2,3.727272727,4.333333333
522,1,0,0, ,1,2,4,2,5,2,5,4,5,1,3,5,5,1,5,4,5,4,5,3,4,5,1,4,1,3,5,5,4,5,4,4,2,5,5,2,2,5,2,5,3,4,2,5,2,4,1.909090909,4.5
522,4,0,0, ,1,2,4,2,3,3,4,4,3,4,2,4,5,1,5,4,4,4,4,2,4,3,1,4,3, ,3,2,2,2,2,3,4,4,3,2,4,4,2,3,4,3,1,4,4,2,3.454545455,4.333333333
527,1,0,0, ,2,1,4,4,4,1,5,4,4,2,4,4,4,1,4,4,4,4,4,2,2,4,2,4,2,2,4,5,4,4,4,4,2,4,4,2,4,5,4,4,4,4,4,4,2,5,4,4
527,4,0,0, ,2,1,4,3,4,1,5,2,4,2,2,4,5,3,3,4,3,4,4,4,3,5,1,4,1,2,4,4,1,4,3,5,1,4,4,2,2,4,2,3,4,4,1,4,2,4,4.090909091,4.222222222
531,1,0,0, ,1,2,4,3,2,4,3,1,3,4,3,4,3,1,3,4,3,3,3,5,4,4,3,3,3,2,3,2,4,3,4,3,3,3,3,2,4,3,3,4,5,3,3,2,4,3,2.727272727,3.444444444
531,4,0,0, ,1,2,4,3,3,1,3,1,4,4,1,5,5,1,4,5,2,3,4,5,4,4,3,3,5,2,3,5,3,5,3,4,5,4,3,1,2,4,3,2,3,3,3,4,5,2,3.818181818,4.222222222
536,1,2,0, ,1,1,2,4,5,1,4,4,5,2,3,4,5,2,5,4,4,3,2,1,3,3,4,3,1,2,3,3,1,4,2,3,3,4,4,3,5,4,2,3,2,2,3,4,2,3,2.636363636,3.888888889
536,4,2,0, ,1,1,2,2,4,1,3,4,4,2,4,3,4,1,5,2,3,3,4,1,2,4,4,3,1,3,3,4,2,4,2,4,3,4,4,3,4,5,1,4,1,4,2,4,3,4,2.636363636,4.333333333
537,1,0,0, ,1,3,3,1,4,1,4,2,5,4,4,4,4,1,5,3,4,3,4,1,2,4,2,4,2,3,4,4,2,5,2,2,3,3,4,3,3,5,1,4,3,4,2,4,2,1,3.090909091,4.333333333
537,4,0,0, ,2,3,2,4,5,1,4,3,4,3,4,5,4,2,5,3,4,3,5,4,3,2,3,3,4,3,4,4,1,4,1,4,3,4,5,3,2,4,3,4,3,3,4,4,2,1,4.090909091,4.444444444
548,1,0,0, ,2,2,3,4,5,3,3,3,4,2,4,5,3,2,4,3,3,3,4,1,4,3,4,4,2,2,3,4,2,4,4,4,4,4,4,3,3,4,2,3,4,3,3,2,3,2,3.636363636,4.444444444
548,4,0,0, ,2,2,5,4,3,4,5,1,2,4,1,5,4,3,4,4,2,3,1,5,5,5,4,4,4,1,4,5,5,5,4,2,4,4,4,2,2,4,3,5,4,4,2,2,4,2,4.272727273,4.444444444
550,1,0,0, ,1,1,2,2,5,2,4,4,4,5,4,4,3,3,4,4,4,3,4,3,4,4,3,4,3,4,4,4,2,4,3,1,4,5,4,4,4,4,3,3,2,5,3,4,3,2,2.727272727,3.222222222
550,4,0,0, ,1,1,2,2,4,2,4,4,4,5,4,4,3,3,4,4,4,4,4,3,4,4,4,4,3,4,4,4,3,4,3,2,3,4,4,4,3,4,4,4,2,4,4,4,3,1,2.909090909,2.666666667
561,1,0,0, ,2,2,3,2,5,1,4,5,5,1,3,4,4,1,5,4,5,3,4,1,3,4,3,4,2,4,3,4,3,4,2,5,4,5,5,3,3,5,2,5,3,4,2,4,1,4,3.818181818,4.333333333
561,4,0,0, ,2,2,5,3,4,3,4,3,4,2,4,5,4,2,4,4,4,2,4,4,5,5,3,4,5,3,5,5,5,3,5,4,5,5,4,4,3,4,3,2,2,5,3,5,4,4,4.181818182,4.222222222
566,1,0,0, ,1,3,2,3,4,2,4,5,4,4,5,3,3,1,5,3,5,3,2,5,2,2,5,2,5,5,3,5,4,4,2,2,4,4,4,4,3,3,2,3,5,2,5,2,2,1,2.363636364,4
566,4,0,0, ,2,3,4,5,5,2,4,3,5,2,5,5,5,1,5,5,5,3,5,1,4,4,4,2,1,3,5,5,4,5,2,4,4,5,5,4,1,5,2,5,3,3,4,3,1,3,3.727272727,4.777777778
568,1,0,0, ,1,1,4,2,4,1,4,4,3,4,3,4,5,2,4,4,2,4,4,2,3,4,2,4,4,3,3,2,2,3,3,3,3, ,4,3,2,5,4,2,4,4,2,4,4,2,3.090909091,4.111111111
569,1,0,0, ,1,2,5,4,3,2,4,2,4,4,2,5,3,1,5,4,3,4,2,2,4,5,1,5,5,3,4,3,2,4,4,4,2,5,4,2,3,5,4,5,5,3,1,3,4,1,3.727272727,4
569,4,0,0, ,1,2,5,3,4,1,5,4,5,4,2,4,4,2,4,4,5,4,3,1,3,3,1,4,1,4,5,5,1,4,1,1,1,4,5,2,2,5,2,4,3,3,1,5,4,1,2.363636364,4
572,1,0,0, ,2,1,4,3,4,1,4,5,4,4,1,4,3,1,5,4,4,3,5,2,5,4,1,5,3,2,5,5,1,5,1,5,3,5,5,2,5,5,1,4,1,5,1,5,4,5,4.272727273,4.666666667
572,4,0,0, ,2,1,5,2,4,1,4,3,4,4,2,4,5,3,4,5,3,4,3,3,4,4,1,4,3,2,4,5,2,4,4,3,1,4,3,1,4,5,3,4,4,5,3,4,4,3,3.818181818,4.666666667
578,1,0,0, ,2,2,5,3,4,2,4,3,3,4,2,3,4,3,4,4,3,3,4,3,3,4,3,3,3,2,3,3,2,3,3,3,4,3,3,3,3,4,4,3,4,4,3,3,4,3,3.363636364,3.777777778
578,4,0,0, ,2,2,2,3,3,5,4,3,3,2,1,3,1,3,2,5,2,3,4,5,5,4,5,2,4,1,3,4,4,2,5,4,5,3,1,1,4,1,4,2,4,4,2,1,2,4,3.454545455,3.888888889
579,1,0,0, ,2,3,5,4,5,2,3,3,5,4,3,4,4,3,5,5,5,5,4,3,4,2,2,3,4,3,2,5,4,5,4,5,5,5,5,3,4,5,4,4,5,3,2,3,3,4,3.727272727,4
579,4,0,0, ,1,3,4,1,3,2,5,2,5,4,5,5,4,1,5,5,5,4,5,5,5,2,1,5,1,3,4,5,1,4,1,2,2,5,5,5,2,5,1,4,4,3,3,5,5,1,2.818181818,4.125
581,1,0,0, ,1,3,3,3,4,2,4,3,4,4,3,4,4,2,4,4,4,4,3,3,4,4,3,4,3,3,4,4,2,4,3,4,3,4,4,3,2,5,3,3,3,4,2,4,3,4,3.454545455,4
581,4,0,0, ,2,3,1,1,5,1,5,4,5,2,4,4,4,2,5,3,4,5,5,2,5,5,2,5,4,2,4,5,1,4,1,2,1,4,4,4,4,5,2,4,2,2,1,4,2,4,4.090909091,4.666666667
583,1,0,0, ,1,2,1,2,5,2,4,3,5,4,3,4,3,1,4,4,5,3,4,4,4,5,5,4,4,4,5,2,3,4,4,5,5,4,4,2,2,5,2,4,4,4,2,4,5,5,3.6,3.777777778
583,4,0,0, ,1,2,4,4,2,3,2,4,4,2,1,4,4,3,4,2,2,4,3,4,4,2,2,4,4,2,2,2,2,2,4,3,4,3,4,2,4,4,3,2,4,3,5,4,4,1,3.181818182,3.333333333
584,1,0,0, ,1,3,1,3,2,3,3,4,4,5,2,5,3,4,3,4,2,3,3,3,4,4,5,3,5,1,3,3,4,3,4,3, , , , , , , , , , ,2,4,4,1,3.181818182,3.111111111
584,4,0,0, ,2,3,3,2,5,1,5,3,5,1,4,5,5,3,3,3,4,4, ,3,4,4,5,5,3,3,4,5,3,5,4,5,4,5,5,3, ,5,4,5,5,5,2,4,4,5,3.727272727,4.555555556
585,1,0,0, ,2,3,4,2,4,1,4,3,5,3,4,5,5,2,5,4,3,4,5,3,4,5,2,2,3,4,5,5,3,5,3,4,2,4,4,3,4,5,3,5,2,5,1,2,2,5,4.181818182,4.666666667
585,4,0,0, ,1,3,4,2,3,3,4,1,4,5,3,5,5,1,5,5,4,1,4,5,4,5,1,4,5,4,4,5,5,5,4,4,5,4,3,2,2,5,3,4,2,5,4,4,4,2,3.363636364,4.333333333
592,1,0,0, ,1,3,1,3,2,3,5,5,5,4,2,5,4,1,3,5,5,3,2,5,5,5,5,4,4,2,5,2,4,1,5,5,5,3,4,2,4,1,3,1,1,5,4,4,5,2,4,3.444444444
596,4,0,0, ,2,2,3,3,4,1,4,4,4,3,4,4,4,2,4,3,4,3,3,2,3,4,4,4,2,3,4,3,3,4,3,4,4,4,4,3,3,4,3,4,3,3,3,4,3,4,3.181818182,3.888888889
609,1,0,0, ,2,3,2,2,4,2,2,4,4,2,2,4,4,1,5,4,4,3,4,2,2,4,4,3,2,1,4,4,1,4,2,4,4,5,4,2,4,5,2,4,3,4,4,5,2,2,3.181818182,3.666666667
609,4,0,0, ,1,3,2,3,4,1,4,2,5,2,4,3,3,2,4,2,4,1,4,3,2,3,4,2,2,2,4,4,2,4,3,2,3,4,4,4,4,5,4,4,2,2,4,3,2,2,2.727272727,3.111111111
611,1,2,0, ,1,3,3,2,2,2,3,2,4,4,3,4,5,2,1,4,3,2,4,4,3,5,2,3,4,5, ,4,4,3,3,3,5,5,3,1,4, ,5,3,3, ,4,4,4,2,2.9,3.111111111
611,4,2,0, ,2,3,3,2,3,1,2,4,2,2,1,5,3,1,4,5,1,4,3,5,5,2,4,1,3,4,2,1,4,3,1,2,3,4,1,2,4,3,2,1,1,4,4,1,4,2,3.2,4.333333333
614,1,0,0, ,1,3,4,3,4,1,4,2,4,4,4,5,5,2,4,3,4,4,4,4,4,5,3,4,3,3,3,4,2,4,4,2,3,4,4,4,2,4,3,3,4,4,3,4,4,4,3.909090909,4.555555556
614,4,0,0, ,2,3,4,1,3,3,2,5,5,4,5,3,4,1,5,1,3,4,5,5,1,3,4,1,4,2,3,4,5,4,5,3,5,5,4,5,2,5,1,4,2,3,3,5,5,3,3.636363636,4.555555556
616,1,2,0, ,2,3,4,4,4,2,2,3,4,3,5,4,4,1,4,1,3,3,4,1,5,3,2,5,2,3,4,5,2,5,3,5,1,5,5,5,5,5,1,3,4,3,3,4,4,3,3.1,3.555555556
616,4,2,0, ,1,3,3,3,4,1,3,4,5,4,4,4,4,2,5,2,4,4,4,3,2,4,3,3,2,3,4,3,2,4,2,4,2,4,4,4,2,4,2,4,3,4,3,5,3,4,3.363636364,4.222222222
619,1,0,0, ,1,3,4,1,3,1,4,3,5,4,5,5,5,1,4,2,3,4,5,2,4,4,1,4,2,4,3,5,1,4,2,4,1,4,3,4,3,5,2,3,3,4,4,5,2,3,2.909090909,3.333333333
619,4,0,0, ,2,3,3,2,4,1,3,4,4,3,3,4,4,1,5,3,3,3,5,2,3,3,3,3,2,3,3,2,1,4,2,4,3,4,4,3,4,5,2,3,2,3,4,4,3,3,3.363636364,3.888888889
620,1,2,0, ,2,3,5,4,2,3,1,3,5,3,2,4,3,4,2,4,2,2,4,4,4,5,5,4,5,2,1,2,2, ,1,4,5,5,3,2,4,4,3,2,5,4,5,4,5,2,3.636363636,2.666666667
620,4,2,0, ,1,3,5,1,3,1,1,4,4,3,2,5,4,2,3,2,2,4,4,2,3,2,2,3,3,2,1,3,5,3,3,5,1,4,3,2,5,4,2,3,2,3,2,5,2,4,3.2,3.444444444
623,1,0,0, ,2,1,5,4,3,2,2,3,4,3,2,5,2,2,4,5,2,3,4,4,4,4,2,4,5,4,3,5,3,2,2,5,3,4,3,4,2,4,5,2,4,4,5,4,4,3,3.636363636,4
623,4,0,0, ,2,1,3,4,4,2,5,4,5,3,3,5,4,1,5,4,5,3,4,2,3,5,3,4,3,3,5,4,2,4,3,4,3,5,5,3,3,5,3,4,4,4,4,4,3,4,3.090909091,4.555555556
624,1,0,0, ,2,2,5,1,5,1,5,4,4,1,5,5,5,1,5,2,2,5,5,2,4,5,4,4,2,2,5,5,1,4,1,5,3,5,5,5,3,5,1,5,2,5,1,5,2,4,4.090909091,4.333333333
624,4,0,0, ,2,2,3,2,3,1,4,3,5,3,3,5,5,2,5,3,5,3,5,1,5,3,3,5,1,3,4,5,1,5,3,5,3,5,5,3,3,5,2,4,2,3,1,5,1,5,3.181818182,4.333333333
