ifam,ID,Date.2,Date.3,source,StartDate.2,FinishDate.2,StartDate.3,FinishDate.3,family_note,whichParentOut,whyParentOut,EmpCon.2,EmpCon.3,EQSQ_empathy.2,EQSQ_empathy.3
1167,4, , ,0,1/5/2017 13:33:22,1/5/2017 18:39:19,1/5/2017 19:41:57,1/5/2017 20:12:04, ,0, ,1.16666666666667,1.83333333333333,.8,1.4
1168,1,7/17/2017,7/21/2017,1, , , , , ,0, ,1,.833333333333333,1,.6
1168,4,7/17/2017,7/21/2017,1, , , , , ,0, ,1.16666666666667,1.5,1.4,1.4
1171,1, , ,0,4/22/2017 19:28:36,4/22/2017 20:11:10,4/21/2017 12:39:47,4/21/2017 14:21:42, ,0, ,1.33333333333333,1,1,1
1171,4, , ,0,4/22/2017 19:28:36,4/22/2017 20:11:10,4/21/2017 12:39:47,4/21/2017 14:21:42, ,0, ,1.66666666666667,1.33333333333333,1.8,1.4
1175,1, , ,0,7/2/2017 19:07:03,10/8/2017 14:04:14,8/2/2017 9:09:45,8/2/2017 11:24:26, ,0, ,.6,1.5,.5,1
1175,4, , ,0,7/2/2017 19:07:03,10/8/2017 14:04:14,8/2/2017 9:09:45,8/2/2017 11:24:26, ,0, ,1.6,2,1.25,1.6
1182,1, , ,0,8/30/2018 11:03:53,8/30/2018 12:51:08,7/10/2018 7:52:29,7/10/2018 10:08:10, ,0, ,1.83333333333333,2,1.4,1.8
1182,4, , ,0,8/30/2018 11:03:53,8/30/2018 12:51:08,7/10/2018 7:52:29,7/10/2018 10:08:10, ,0, ,1.83333333333333,2,1.4,1.8
1187,1, , ,0,3/15/2018 6:42:06,3/15/2018 7:40:41,8/26/2018 17:26:55, , ,0, ,1.83333333333333,1.66666666666667,1.4,1.4
1187,4, , ,0,3/15/2018 6:42:06,3/15/2018 7:40:41,8/26/2018 17:26:55, , ,0, ,1.83333333333333,1.66666666666667,1.6,1.8
1190,1, , ,0, , ,7/29/2018 10:22:29,8/5/2018 14:54:19, ,0, , ,.5, ,.6
1190,4, , ,0, , ,7/29/2018 10:22:29,8/5/2018 14:54:19, ,0, , ,.5, ,.8
1193,1, , ,0,8/8/2018 9:24:09,9/2/2018 19:23:38,8/8/2018 8:56:11,8/8/2018 9:23:10, ,0, ,.666666666666667,.666666666666667,.6,.4
1193,4, , ,0,8/8/2018 9:24:09,9/2/2018 19:23:38,8/8/2018 8:56:11,8/8/2018 9:23:10, ,0, ,1,2,.8,2
1194,1, , ,0,9/15/2018 5:17:32,9/15/2018 19:21:56,8/31/2018 12:03:12,8/31/2018 12:43:16, ,0, ,.666666666666667,1.16666666666667,.6,.8
1194,4, , ,0,9/15/2018 5:17:32,9/15/2018 19:21:56,8/31/2018 12:03:12,8/31/2018 12:43:16, ,0, ,.6,1.5,.25,1.2
3000,1, , ,0,5/26/2015 20:05:11,5/26/2015 21:41:15,5/26/2015 19:24:13,5/26/2015 20:03:54, ,0, ,.666666666666667,1.5,.6,1.4
3000,4, , ,0,5/26/2015 20:05:11,5/26/2015 21:41:15,5/26/2015 19:24:13,5/26/2015 20:03:54, ,0, ,1,1.83333333333333,.8,1.8
3001,1, , ,0,7/7/2015 16:18:40, ,7/8/2015 18:40:56,7/10/2015 8:26:57, ,0, ,1.66666666666667,1.33333333333333,1.4,.8
3001,4, , ,0,7/7/2015 16:18:40, ,7/8/2015 18:40:56,7/10/2015 8:26:57, ,0, ,1.16666666666667,1.33333333333333,1,1.2
3009,1, , ,0,7/18/2015 20:53:46,7/18/2015 21:58:21,6/10/2015 12:33:45,6/18/2015 22:05:48, ,0, ,2,1.5,1.8,1.4
3009,4, , ,0,7/18/2015 20:53:46,7/18/2015 21:58:21,6/10/2015 12:33:45,6/18/2015 22:05:48, ,0, ,2,1,1.8,.8
3012,1,4/16/2015,4/13/2015,1, , , , , ,0, ,.833333333333333,1.16666666666667,.8,1.6
3012,4,4/16/2015,4/13/2015,1, , , , , ,0, ,1.83333333333333,1.66666666666667,1.6,1.4
3014,1, , ,0,8/29/2015 8:27:01,8/29/2015 9:41:17,8/29/2015 9:59:06,8/29/2015 10:55:31, ,0, ,2,1.83333333333333,2,2
3014,4, , ,0,8/29/2015 8:27:01,8/29/2015 9:41:17,8/29/2015 9:59:06,8/29/2015 10:55:31, ,0, ,1.66666666666667,1.16666666666667,1.6,1
3015,1, , ,0, , ,4/11/2015 16:49:38,4/11/2015 17:42:35, ,0, , ,2, ,2
3015,4, , ,0, , ,4/11/2015 16:49:38,4/11/2015 17:42:35, ,0, , ,1.83333333333333, ,1.8
3017,1, , ,0,4/23/2015 14:15:57,4/23/2015 14:44:18,4/23/2015 15:16:07,4/23/2015 16:04:54, ,0, ,1.16666666666667,2,1,2
3017,4, , ,0,4/23/2015 14:15:57,4/23/2015 14:44:18,4/23/2015 15:16:07,4/23/2015 16:04:54, ,0, ,1.33333333333333,2,1.6,2
3019,1, , ,0,3/31/2015 16:28:03,3/31/2015 17:04:30,3/31/2015 15:46:22,3/31/2015 16:24:51, ,0, ,1.66666666666667,1.5,1.4,1.6
3019,4, , ,0,3/31/2015 16:28:03,3/31/2015 17:04:30,3/31/2015 15:46:22,3/31/2015 16:24:51, ,0, ,1.83333333333333,1.83333333333333,1.6,1.6
3024,1,6/15/2015, ,1, , , , ,קיים חשד סביר שאם התאומים מילאה לפחות חלק מהשאלון בשם האב,2,1,2,.833333333333333,1.6,1
3024,4,6/15/2015, ,1, , , , ,קיים חשד סביר שאם התאומים מילאה לפחות חלק מהשאלון בשם האב,2,1,2,.833333333333333,1.6,.8
3026,1, , ,0, , ,3/30/2015 16:19:25,3/30/2015 18:27:04, ,0, , ,1.16666666666667, ,1
3026,4, , ,0, , ,3/30/2015 16:19:25,3/30/2015 18:27:04, ,0, , ,1.66666666666667, ,1.4
3028,1, , ,0, , ,5/1/2015 6:44:03, , ,0, , ,1.33333333333333, ,1.6
3028,4, , ,0, , ,5/1/2015 6:44:03, , ,0, , ,1.16666666666667, ,1.4
3029,1, , ,0,4/5/2015 14:56:05,4/5/2015 15:33:27, , ,"האמא מילאה על השאלון של האבא.לאגם יש דיסאורתוגרפיה - קשיים בכתיבה ובקריאה, יכול להיות שאמא תצטרך להקריא חלקים, אמרה שלא תשפיע על התשובות. אגם עוברת ניתוח לשתל בעור התוף.",3,1,1.16666666666667, ,1.2, 
3029,4, , ,0,4/5/2015 14:56:05,4/5/2015 15:33:27, , ,"האמא מילאה על השאלון של האבא.לאגם יש דיסאורתוגרפיה - קשיים בכתיבה ובקריאה, יכול להיות שאמא תצטרך להקריא חלקים, אמרה שלא תשפיע על התשובות. אגם עוברת ניתוח לשתל בעור התוף.",3,1,2, ,2, 
3030,1, , ,0,4/12/2015 14:46:06,4/12/2015 16:04:57,4/9/2015 13:46:19,4/9/2015 14:18:51, ,0, ,1,.833333333333333,1.2,.8
3030,4, , ,0,4/12/2015 14:46:06,4/12/2015 16:04:57,4/9/2015 13:46:19,4/9/2015 14:18:51, ,0, ,1.33333333333333,1.5,1.4,1.2
3031,1, , ,0, , ,4/15/2015 19:08:36,4/15/2015 19:55:57, ,0, , ,.5, ,.4
3031,4, , ,0, , ,4/15/2015 19:08:36,4/15/2015 19:55:57, ,0, , ,1.5, ,1.4
3033,1,6/22/2015,6/22/2015,1, , , , , ,0, ,1,.5,1.2,.6
3033,4,6/22/2015,6/22/2015,1, , , , , ,0, ,1.16666666666667,1.5,1,1.4
3034,1, , ,0,8/8/2015 9:49:07,8/8/2015 10:44:21,4/17/2015 13:29:58,8/8/2015 8:32:01, ,0, ,1.66666666666667,1.83333333333333,1.6,1.8
3034,4, , ,0,8/8/2015 9:49:07,8/8/2015 10:44:21,4/17/2015 13:29:58,8/8/2015 8:32:01, ,0, ,1.5,1.83333333333333,1.6,1.8
3035,1, , ,0,4/7/2015 14:34:47,4/7/2015 15:49:28,4/7/2015 12:20:23,4/7/2015 14:33:58, ,0, ,1.5,1.5,1.2,1.2
3035,4, , ,0,4/7/2015 14:34:47,4/7/2015 15:49:28,4/7/2015 12:20:23,4/7/2015 14:33:58, ,0, ,1,1.5,1,1.2
3037,1, , ,0, , ,6/18/2015 12:58:42,6/18/2015 13:47:01, ,0, , ,1.83333333333333, ,1.6
3037,4, , ,0, , ,6/18/2015 12:58:42,6/18/2015 13:47:01, ,0, , ,1.66666666666667, ,1.8
3038,1, , ,0,4/18/2015 14:06:41, ,4/18/2015 14:03:47, , ,0, ,.333333333333333, ,.2, 
3038,4, , ,0,4/18/2015 14:06:41, ,4/18/2015 14:03:47, , ,0, ,.5, ,.4, 
3045,1,6/22/2015,6/22/2015,1, , , , , ,0, ,1.83333333333333,2,1.4,1.6
3045,4,6/22/2015,6/22/2015,1, , , , , ,0, ,1.66666666666667,1.66666666666667,1.4,1.4
3046,1, , ,0,4/11/2015 22:11:22,5/12/2015 10:11:55,4/11/2015 20:45:13,4/11/2015 21:55:16, ,0, ,2,1.33333333333333,2,1
3046,4, , ,0,4/11/2015 22:11:22,5/12/2015 10:11:55,4/11/2015 20:45:13,4/11/2015 21:55:16, ,0, ,2,1.33333333333333,2,1
3047,1, , ,0,5/24/2015 12:14:08,5/24/2015 12:43:02,5/23/2015 9:35:02,5/23/2015 10:03:10, ,0, ,1.5,1.66666666666667,1.6,1.4
3047,4, , ,0,5/24/2015 12:14:08,5/24/2015 12:43:02,5/23/2015 9:35:02,5/23/2015 10:03:10, ,0, ,2,1.83333333333333,2,1.4
3048,1, , ,0,6/12/2015 9:25:13,6/12/2015 9:58:09,6/10/2015 12:50:31,6/15/2015 5:04:12, ,0, ,.666666666666667,1.66666666666667,.4,1.2
3048,4, , ,0,6/12/2015 9:25:13,6/12/2015 9:58:09,6/10/2015 12:50:31,6/15/2015 5:04:12, ,0, ,.5,.5,.4,.6
3050,1, , ,0, , ,3/29/2015 15:56:07,3/29/2015 16:29:07, ,0, , ,2, ,2
3050,4, , ,0, , ,3/29/2015 15:56:07,3/29/2015 16:29:07, ,0, , ,2, ,1.6
3054,1, , ,0, , ,4/26/2015 12:41:23,4/28/2015 7:41:17, ,0, , ,2, ,2
3054,4, , ,0, , ,4/26/2015 12:41:23,4/28/2015 7:41:17, ,0, , ,2, ,2
3056,1, , ,0,6/24/2015 12:40:10,6/24/2015 13:19:56,6/16/2015 11:28:06,6/16/2015 12:13:19, ,0, ,1.33333333333333,1.83333333333333,1.2,1.6
3056,4, , ,0,6/24/2015 12:40:10,6/24/2015 13:19:56,6/16/2015 11:28:06,6/16/2015 12:13:19, ,0, ,1.5,1.83333333333333,1.4,1.6
3058,1, , ,0,4/18/2015 23:44:46,4/19/2015 0:24:42,4/17/2015 11:59:35,4/17/2015 13:00:06, ,0, ,1.16666666666667,1.33333333333333,1.4,1.4
3058,4, , ,0,4/18/2015 23:44:46,4/19/2015 0:24:42,4/17/2015 11:59:35,4/17/2015 13:00:06, ,0, ,1.83333333333333,2,1.8,2
3059,1, , ,0, , ,5/6/2015 18:21:25,5/6/2015 18:54:17, ,0, , ,1.33333333333333, ,1.2
3059,4, , ,0, , ,5/6/2015 18:21:25,5/6/2015 18:54:17, ,0, , ,1.66666666666667, ,1.2
3064,1, , ,0, , ,6/18/2015 18:21:05,7/1/2015 17:24:43, ,0, , ,1.33333333333333, ,1.6
3064,4, , ,0, , ,6/18/2015 18:21:05,7/1/2015 17:24:43, ,0, , ,1.5, ,1.4
3066,1, , ,0,4/23/2015 12:41:20,4/25/2015 18:41:27,4/23/2015 12:03:41,4/23/2015 18:30:05, ,0, ,.166666666666667,.666666666666667,0,.6
3066,4, , ,0,4/23/2015 12:41:20,4/25/2015 18:41:27,4/23/2015 12:03:41,4/23/2015 18:30:05, ,0, ,0,.5,0,.2
3067,1, , ,0, , ,8/12/2015 20:16:26,8/12/2015 20:55:14,תאום א בעל לקות בהבנת הנקרא,0, , ,1.66666666666667, ,1.6
3067,4, , ,0, , ,8/12/2015 20:16:26,8/12/2015 20:55:14,תאום א בעל לקות בהבנת הנקרא,0, , ,1.66666666666667, ,1.4
3068,1, , ,0,5/9/2015 13:52:51,5/9/2015 14:40:47,5/9/2015 14:41:27,5/9/2015 16:09:14, ,0, ,2,1.66666666666667,2,1.8
3068,4, , ,0,5/9/2015 13:52:51,5/9/2015 14:40:47,5/9/2015 14:41:27,5/9/2015 16:09:14, ,0, ,2,2,2,1.8
3070,1, , ,0,6/26/2015 17:15:13,6/26/2015 17:49:02,7/4/2015 16:45:46,7/4/2015 17:22:42,נמצאו שורות כפולות במשחק הערכים. לא ניתן לאתר איזו שורה נכונה לכן צריך למחוק את הנתונים של משחק הערכים בלבד.,0, ,1.83333333333333,.833333333333333,1.4,.6
3070,4, , ,0,6/26/2015 17:15:13,6/26/2015 17:49:02,7/4/2015 16:45:46,7/4/2015 17:22:42,נמצאו שורות כפולות במשחק הערכים. לא ניתן לאתר איזו שורה נכונה לכן צריך למחוק את הנתונים של משחק הערכים בלבד.,0, ,1.16666666666667,1,1.4,1
3073,1, , ,0, , ,6/23/2015 13:44:34,6/27/2015 15:10:13, ,0, , ,1.16666666666667, ,1.2
3073,4, , ,0, , ,6/23/2015 13:44:34,6/27/2015 15:10:13, ,0, , ,1.16666666666667, ,1.2
3074,1, , ,0,4/2/2015 13:57:29,4/2/2015 14:27:32, , ,"האמא מילאה על השאלון של האבא, אבא לא רוצה להשתתף",3,1,1.33333333333333, ,1.2, 
3074,4, , ,0,4/2/2015 13:57:29,4/2/2015 14:27:32, , ,"האמא מילאה על השאלון של האבא, אבא לא רוצה להשתתף",3,1,1.66666666666667, ,1.6, 
3075,1, , ,0,4/28/2015 6:29:24,5/26/2015 14:34:40,4/5/2015 10:07:45,5/10/2015 15:15:01, ,0, ,1.66666666666667,1.83333333333333,1.6,1.6
3075,4, , ,0,4/28/2015 6:29:24,5/26/2015 14:34:40,4/5/2015 10:07:45,5/10/2015 15:15:01, ,0, ,1.33333333333333,1.33333333333333,1,1
3077,1, , ,0,6/14/2015 17:37:53,6/14/2015 19:42:59,5/9/2015 19:41:34,5/9/2015 20:16:30, ,0, ,1.16666666666667,2,1,2
3077,4, , ,0,6/14/2015 17:37:53,6/14/2015 19:42:59,5/9/2015 19:41:34,5/9/2015 20:16:30, ,0, ,.666666666666667,1.33333333333333,.6,1.4
3078,1, , ,0,5/6/2015 14:02:20,5/6/2015 16:03:37,4/15/2015 14:17:33,4/15/2015 15:00:44, ,0, ,1.33333333333333,1.33333333333333,.8,1.4
3078,4, , ,0,5/6/2015 14:02:20,5/6/2015 16:03:37,4/15/2015 14:17:33,4/15/2015 15:00:44, ,0, ,2,2,1.6,2
3083,1, , ,0, , ,4/6/2015 18:49:50,4/13/2015 14:28:40, ,0, , ,1.5, ,1.4
3083,4, , ,0, , ,4/6/2015 18:49:50,4/13/2015 14:28:40, ,0, , ,1, ,.8
3085,1, , ,0, , ,5/13/2015 9:29:31,6/11/2015 15:02:43, ,0, , ,1.16666666666667, ,1.4
3085,4, , ,0, , ,5/13/2015 9:29:31,6/11/2015 15:02:43, ,0, , ,2, ,2
3086,1, , ,0, , ,7/18/2015 19:10:18,7/18/2015 19:52:04, ,0, , ,1, ,.8
3086,4, , ,0, , ,7/18/2015 19:10:18,7/18/2015 19:52:04, ,0, , ,1.66666666666667, ,1.4
3087,1, , ,0, , ,5/30/2015 6:45:06,6/16/2015 12:20:46, ,0, , ,.666666666666667, ,.8
3087,4, , ,0, , ,5/30/2015 6:45:06,6/16/2015 12:20:46, ,0, , ,1.16666666666667, ,1.2
3088,1,8/4/2015, ,1, , , , , ,0, ,1.33333333333333,1,1.2,1
3088,4,8/4/2015, ,1, , , , , ,0, ,1,1.16666666666667,1,1.2
3090,1, , ,0, , ,5/12/2015 21:33:40,5/12/2015 22:33:17, ,0, , ,1.83333333333333, ,1.8
3090,4, , ,0, , ,5/12/2015 21:33:40,5/12/2015 22:33:17, ,0, , ,1.66666666666667, ,1.4
3093,1, , ,0,7/1/2015 12:36:57,7/1/2015 14:45:10,7/1/2015 14:45:33,7/1/2015 15:33:14, ,0, ,1.8,.833333333333333,1.8,1
3093,4, , ,0,7/1/2015 12:36:57,7/1/2015 14:45:10,7/1/2015 14:45:33,7/1/2015 15:33:14, ,0, ,1.2,.666666666666667,1.2,.8
3096,1, , ,0, , ,6/28/2015 7:22:12,7/1/2015 21:29:13, ,0, , ,1.5, ,1.2
3096,4, , ,0, , ,6/28/2015 7:22:12,7/1/2015 21:29:13, ,0, , ,2, ,1.8
3098,1, , ,0, , ,7/23/2015 15:44:39,3/1/2016 11:09:41, ,0, , ,0, ,.2
3098,4, , ,0, , ,7/23/2015 15:44:39,3/1/2016 11:09:41, ,0, , ,0, ,.2
3101,1, , ,0, , ,5/21/2015 12:27:55,6/10/2015 10:27:02, ,0, , ,1, ,1
3101,4, , ,0, , ,5/21/2015 12:27:55,6/10/2015 10:27:02, ,0, , ,.833333333333333, ,1
3102,1, , ,0, , ,7/13/2015 8:10:26,7/13/2015 9:17:23, ,0, , ,1.16666666666667, ,1.4
3102,4, , ,0, , ,7/13/2015 8:10:26,7/13/2015 9:17:23, ,0, , ,1.66666666666667, ,1.6
3103,1, , ,0, , ,5/11/2015 6:57:15,5/11/2015 8:19:32, ,0, , ,2, ,2
3103,4, , ,0, , ,5/11/2015 6:57:15,5/11/2015 8:19:32, ,0, , ,1.5, ,1.6
3104,1, , ,0,7/11/2015 6:01:15,7/11/2015 6:49:46,7/18/2015 4:41:42,7/18/2015 5:49:24, ,0, ,1.33333333333333,1.33333333333333,1.6,1.2
3104,4, , ,0,7/11/2015 6:01:15,7/11/2015 6:49:46,7/18/2015 4:41:42,7/18/2015 5:49:24, ,0, ,2,1.33333333333333,1.6,1.4
3111,1, , ,0, , ,7/9/2015 18:47:43,7/10/2015 13:31:28, ,0, , ,.833333333333333, ,1
3111,4, , ,0, , ,7/9/2015 18:47:43,7/10/2015 13:31:28, ,0, , ,.5, ,.6
3123,1, ,6/15/2015,1, , , , , ,0, , ,.333333333333333, ,.4
3123,4, ,6/15/2015,1, , , , , ,0, , ,.5, ,.6
3129,1, , ,0, , ,8/31/2015 9:58:28,8/31/2015 10:34:29, ,0, , ,1.16666666666667, ,.6
3129,4, , ,0, , ,8/31/2015 9:58:28,8/31/2015 10:34:29, ,0, , ,1.16666666666667, ,.6
3130,1, , ,0,5/7/2015 9:36:03,5/8/2015 9:49:07,4/8/2015 18:52:46,4/8/2015 20:27:31, ,0, ,2,2,1.6,2
3130,4, , ,0,5/7/2015 9:36:03,5/8/2015 9:49:07,4/8/2015 18:52:46,4/8/2015 20:27:31, ,0, ,2,2,1.6,2
3137,1, , ,0, , ,7/4/2015 9:01:42,7/4/2015 9:53:53, ,0, , ,1.5, ,1.4
3137,4, , ,0, , ,7/4/2015 9:01:42,7/4/2015 9:53:53, ,0, , ,1.66666666666667, ,1.6
3139,1,7/7/2015,7/7/2015,1, , , , , ,0, ,2,1.83333333333333,1.8,1.8
3139,4,7/7/2015,7/7/2015,1, , , , , ,0, ,1.83333333333333,1.83333333333333,2,1.8
3144,1, , ,0,5/18/2015 13:56:19,5/18/2015 15:27:29,5/18/2015 15:39:31,5/18/2015 18:36:11, ,0, ,1.66666666666667,1.66666666666667,1.6,1.2
3144,4, , ,0,5/18/2015 13:56:19,5/18/2015 15:27:29,5/18/2015 15:39:31,5/18/2015 18:36:11, ,0, ,1.66666666666667,1.66666666666667,1.6,1.2
3146,1,5/27/2015,6/10/2015,1, , , , , ,0, ,1.5,1.5,1.4,1.4
3146,4,5/27/2015,6/10/2015,1, , , , , ,0, ,2,2,1.8,1.8
3153,1, , ,0,7/18/2015 18:42:29,7/18/2015 19:14:40,6/21/2015 13:15:01,6/21/2015 13:49:24, ,0, ,2,2,2,2
3153,4, , ,0,7/18/2015 18:42:29,7/18/2015 19:14:40,6/21/2015 13:15:01,6/21/2015 13:49:24, ,0, ,1.66666666666667,1.33333333333333,1.8,1.2
3155,1,7/15/2015,7/18/2015,1, , , , , ,0, ,1.6,1.83333333333333,1,1.6
3155,4,7/15/2015,7/18/2015,1, , , , , ,0, ,1.6,1.83333333333333,1,1.6
3158,1, , ,0,6/20/2015 12:07:36,6/20/2015 12:40:16,6/13/2015 9:35:40,6/13/2015 10:33:03, ,0, ,.833333333333333,1.66666666666667,.6,1.6
3158,4, , ,0,6/20/2015 12:07:36,6/20/2015 12:40:16,6/13/2015 9:35:40,6/13/2015 10:33:03, ,0, ,.666666666666667,.666666666666667,.4,.6
3159,1, , ,1, , , , , ,0, , ,1.66666666666667, ,1.6
3159,4, , ,1, , , , , ,0, , ,1.66666666666667, ,1.6
3163,1, , ,0, , ,6/27/2015 5:04:45, , ,0, , ,1.83333333333333, ,1.8
3163,4, , ,0, , ,6/27/2015 5:04:45, , ,0, , ,.666666666666667, ,.8
3172,1,7/7/2015,7/7/2015,1, , , , , ,0, ,1.33333333333333,2,1.6,2
3172,4,7/7/2015,7/7/2015,1, , , , , ,0, ,1.66666666666667,1.83333333333333,1.8,1.8
3173,1, , ,0, , ,7/9/2015 13:20:39,7/10/2015 6:57:51, ,0, , ,1, ,.8
3173,4, , ,0, , ,7/9/2015 13:20:39,7/10/2015 6:57:51, ,0, , ,1, ,.8
3176,1, , ,0,5/26/2015 19:40:10,5/26/2015 20:28:49,5/7/2015 10:32:30,5/11/2015 7:46:42, ,0, ,1.5,1.66666666666667,1.2,1.4
3176,4, , ,0,5/26/2015 19:40:10,5/26/2015 20:28:49,5/7/2015 10:32:30,5/11/2015 7:46:42, ,0, ,1.83333333333333,1.83333333333333,1.4,1.6
3187,1, , ,0,4/6/2015 18:37:08,4/6/2015 19:16:06,4/6/2015 8:28:11,4/6/2015 19:42:46, ,0, ,1.66666666666667,1.83333333333333,1.4,1.6
3187,4, , ,0,4/6/2015 18:37:08,4/6/2015 19:16:06,4/6/2015 8:28:11,4/6/2015 19:42:46, ,0, ,1.16666666666667,1.5,1,1.2
3190,1, , ,1, , , , , ,0, , ,1.66666666666667, ,1.4
3190,4, , ,1, , , , , ,0, , ,2, ,1.8
3191,1, , ,0, , ,6/15/2015 13:59:22,6/15/2015 15:01:48, ,0, , ,1.16666666666667, ,.6
3191,4, , ,0, , ,6/15/2015 13:59:22,6/15/2015 15:01:48, ,0, , ,.666666666666667, ,.4
3194,1, , ,0,6/16/2015 6:34:23,6/16/2015 12:28:32,6/15/2015 9:30:19,6/17/2015 12:37:02, ,0, ,1.5,.833333333333333,1.4,1
3194,4, , ,0,6/16/2015 6:34:23,6/16/2015 12:28:32,6/15/2015 9:30:19,6/17/2015 12:37:02, ,0, ,1.5,1.33333333333333,1.6,1.6
3196,1, ,12/2/2015,1, , , , , ,0, , ,1, ,1
3196,4, ,12/2/2015,1, , , , , ,0, , ,1.16666666666667, ,1.2
3200,1,10/6/2015,10/6/2015,1, , , , , ,0, ,1.16666666666667,1,1.4,1.2
3200,4,10/6/2015,10/6/2015,1, , , , , ,0, ,1.33333333333333,1,1.4,1.2
3208,1, , ,0, , ,5/20/2015 15:12:15,5/20/2015 17:18:41, ,0, , ,1.33333333333333, ,1.4
3208,4, , ,0, , ,5/20/2015 15:12:15,5/20/2015 17:18:41, ,0, , ,1.33333333333333, ,1.4
3213,1, , ,0, , ,7/30/2015 16:33:43, , ,0, , ,1, ,.8
3213,4, , ,0, , ,7/30/2015 16:33:43, , ,0, , ,.833333333333333, ,.8
3216,1, , ,0, , ,2/2/2016 16:38:19,2/2/2016 17:52:29, ,0, , ,.833333333333333, ,.8
3216,4, , ,0, , ,2/2/2016 16:38:19,2/2/2016 17:52:29, ,0, , ,1.2, ,1
3217,1,11/6/2015, ,1, , , , , ,0, ,1.83333333333333,1.33333333333333,1.6,1.4
3217,4,11/6/2015, ,1, , , , , ,0, ,2,1.33333333333333,1.8,1.4
3219,1, , ,0, , ,12/21/2015 16:34:44,4/14/2016 16:24:31, ,0, , ,1.16666666666667, ,1.4
3219,4, , ,0, , ,12/21/2015 16:34:44,4/14/2016 16:24:31, ,0, , ,1, ,1
3220,1, , ,0,6/11/2015 12:17:27,6/11/2015 15:09:41,7/8/2015 18:03:49,7/8/2015 19:34:26, ,0, ,1.2,1.16666666666667,1,1.2
3220,4, , ,0,6/11/2015 12:17:27,6/11/2015 15:09:41,7/8/2015 18:03:49,7/8/2015 19:34:26, ,0, ,1.33333333333333,1,1.6,.8
3222,1, , ,0,5/6/2015 16:28:17, , , , ,0, , ,1, ,1.2
3222,4, , ,0,5/6/2015 16:28:17, , , , ,0, , ,1, ,1.2
3223,1, , ,0, , ,4/30/2015 9:30:49,5/5/2015 11:13:36, ,0, , ,1, ,.8
3223,4, , ,0, , ,4/30/2015 9:30:49,5/5/2015 11:13:36, ,0, , ,1, ,1
3225,1, , ,0,4/4/2015 15:27:49,4/4/2015 16:11:42,4/26/2015 18:07:22,4/26/2015 19:18:59,"האמא מילאה את השאלון על השאלון המקורי של האבא (2-), אז עבור האבא החלפתי את הפרטים ביוזר של 3-",3,1,.833333333333333,1.66666666666667,1,1.2
3225,4, , ,0,4/4/2015 15:27:49,4/4/2015 16:11:42,4/26/2015 18:07:22,4/26/2015 19:18:59,"האמא מילאה את השאלון על השאלון המקורי של האבא (2-), אז עבור האבא החלפתי את הפרטים ביוזר של 3-",3,1,.833333333333333,1.66666666666667,1,1.4
3231,1, , ,0, , ,10/19/2015 12:21:36,10/19/2015 13:16:22, ,0, , ,1.33333333333333, ,1.2
3231,4, , ,0, , ,10/19/2015 12:21:36,10/19/2015 13:16:22, ,0, , ,1.33333333333333, ,1
3234,1, , ,0,6/18/2015 16:25:24,6/18/2015 17:38:04,7/2/2015 9:47:59,7/2/2015 10:37:22,"ההורים פרודים- האבא לא חי עם הילדים, והאמא טוענת שאי אפשר לסמוך על התשובות שנתן בשאלון.",0, ,1.33333333333333,1.16666666666667,.8,1
3234,4, , ,0,6/18/2015 16:25:24,6/18/2015 17:38:04,7/2/2015 9:47:59,7/2/2015 10:37:22,"ההורים פרודים- האבא לא חי עם הילדים, והאמא טוענת שאי אפשר לסמוך על התשובות שנתן בשאלון.",0, ,1.5,1.16666666666667,1,1
3235,1, , ,0, , ,7/17/2015 16:04:53,7/17/2015 17:43:21, ,0, , ,.333333333333333, ,.6
3235,4, , ,0, , ,7/17/2015 16:04:53,7/17/2015 17:43:21, ,0, , ,1, ,1
3243,1, , ,0, , ,7/15/2015 15:10:01,8/10/2015 20:02:27, ,0, , ,1.33333333333333, ,1
3243,4, , ,0, , ,7/15/2015 15:10:01,8/10/2015 20:02:27, ,0, , ,0, ,0
3246,1,5/13/2015,6/3/2015,1, , , , , ,0, ,1.33333333333333,1.66666666666667,1,1.6
3246,4,5/13/2015,6/3/2015,1, , , , , ,0, ,.166666666666667,.166666666666667,.2,.6
3251,1, , ,0,7/16/2015 9:57:17,7/16/2015 11:06:03,7/14/2015 13:34:04,7/14/2015 15:05:51, ,0, ,1.16666666666667,1.5,1.2,1.6
3251,4, , ,0,7/16/2015 9:57:17,7/16/2015 11:06:03,7/14/2015 13:34:04,7/14/2015 15:05:51, ,0, ,1,1.16666666666667,1.2,1.2
3252,1, , ,0, , ,9/5/2015 13:28:16,9/5/2015 14:21:08, ,0, , ,1.16666666666667, ,.8
3252,4, , ,0, , ,9/5/2015 13:28:16,9/5/2015 14:21:08, ,0, , ,1.33333333333333, ,1.4
3253,1, , ,0,8/29/2015 10:38:28,8/29/2015 11:23:44,8/29/2015 10:34:01,12/5/2015 13:24:51, ,0, ,1.66666666666667,1.83333333333333,1.6,1.6
3253,4, , ,0,8/29/2015 10:38:28,8/29/2015 11:23:44,8/29/2015 10:34:01,12/5/2015 13:24:51, ,0, ,.833333333333333,1.33333333333333,1,1.2
3259,1, , ,0, , ,7/4/2015 14:28:47,7/4/2015 16:35:12, ,0, , ,2, ,2
