ifam,ID,Age11
10011,1,11.38605642
10011,4,11.38576511
10040,4,11.25905367
10051,1,11.23703891
10051,4,11.23720546
10080,1,11.13566009
10080,4,11.13393753
10131,1,11.16092361
10131,4,11.16034261
10153,1,11.35209126
10153,4,11.23229041
10171,1,11.26242363
10171,4,11.25983757
10193,1,11.66714804
10193,4,11.59933135
10200,1,11.34674284
10200,4,11.34675473
10211,1,11.42164759
10211,4,11.42423955
10233,4,11.42078818
10251,1,11.55646817
10251,4,11.55646817
10262,1,11.45323678
10262,4,11.45336889
10273,1,11.45966972
10273,4,11.49725347
10302,1,11.30960666
10302,4,11.32782277
10331,1,11.36545789
10331,4,11.37662785
10342,1,11.13602058
10342,4,11.17221234
10353,1,10.96910224
10353,4,10.9660099
10360,1,11.14675029
10360,4,11.14662335
10371,1,11.28924199
10371,4,11.28997091
10393,1,11.11471402
10393,4,11.11478154
10411,1,11.08403836
10411,4,11.08426449
10422,1,11.10276903
10422,4,11.11715843
10440,1,11.12574936
10440,4,11.12293527
10462,1,11.67868235
10462,4,11.6807249
10473,1,11.17524409
10473,4,11.47805711
10480,1,11.34785285
10480,4,11.3475251
10491,1,11.38801991
10491,4,11.38792459
10513,1,11.12034112
10513,4,11.120262
10520,1,11.18208638
10520,4,11.18217865
10531,1,11.23968008
10531,4,11.23967168
10542,1,11.11956483
10542,4,11.13876201
10553,1,11.70854137
10553,4,11.15024397
10560,1,11.15818323
10560,4,11.28976928
10582,1,11.39579217
10582,4,11.39578751
10622,1,11.13327991
10622,4,11.13378521
10640,1,11.26506559
10640,4,11.27096446
10662,1,10.95802786
10662,4,10.97222013
10680,1,11.06515505
10691,1,11.00222137
10691,4,11.01297371
10702,1,11.32922656
10702,4,11.32922656
10713,1,11.26795602
10713,4,11.26796087
10720,1,11.12303439
10720,4,11.12259047
10742,1,11.17201359
10742,4,11.17200804
10771,1,11.19373359
10771,4,11.19382279
10782,1,11.03825595
10793,1,11.54419845
10793,4,11.5441345
10800,1,11.07087659
10800,4,11.07079401
10833,1,11.12300058
10833,4,11.12331337
10840,1,11.04548144
10840,4,11.04536492
10862,1,12.5899402
10862,4,12.5741622
10873,1,11.14219627
10873,4,11.18024637
10880,1,10.9473646
10880,4,10.9474422
10902,1,11.13382903
10902,4,11.13391031
10942,1,11.46513315
10942,4,11.57213441
10953,1,11.08667472
10953,4,11.08667183
10960,1,11.12044997
10960,4,11.10123558
10971,1,11.04907179
10971,4,11.11232663
10993,1,11.238049
10993,4,11.234885
11000,1,11.95345654
11000,4,11.95345654
11011,1, 
11011,4, 
11022,1,11.07460643
11022,4,11.07460643
11033,1,11.06091718
11033,4,11.06091718
11061,1,10.97510929
11061,4,10.9752299
11080,1,10.98315775
11080,4,10.98315775
11091,1, 
11091,4, 
11102,1,10.89819264
11102,4,10.89773829
11113,1,11.11467076
11120,1,11.64745928
11142,1,10.93128378
11142,4,11.34700376
11153,1,10.92519
11153,4,10.91952775
11171,1,11.2929102
11171,4,11.56087957
11193,1,11.71072328
11193,4,11.86484546
11200,1,11.01611178
11200,4,11.03518392
11211,1,10.98041423
11211,4,10.98592345
11233,1,11.62129512
11233,4,11.62286124
11251,4,11.29554079
11262,4,11.01587164
11273,1,11.22792608
11273,4,11.22792608
11280,1, 
11280,4, 
11291,1,10.87934491
11291,4,10.90089148
11302,1,10.96369686
11302,4,10.96370149
11313,1,11.05706023
11313,4,11.05723021
11320,4,11.12532449
11331,1,11.20998378
11331,4,11.21003486
11342,4,10.93383946
11353,1,10.87507282
11353,4,10.87359676
11360,1,10.97976823
11360,4,10.97981139
11371,1,10.967303
11371,4,10.96897464
11382,1,11.08763033
11382,4,11.06469979
11393,1,11.36620427
11393,4,11.10095904
11433,1,11.00163571
11433,4,11.00162595
11480,1,10.91209246
11480,4,10.91209309
11491,1,11.3463565
11491,4,11.34634884
11513,1,11.3746013
11513,4,11.13005089
11531,1,11.17222514
11553,1,11.21423682
11553,4,11.21423682
11582,4,11.7296399
11593,1,11.21888442
11593,4,11.21610953
11611,1,10.87474333
11611,4,10.87474333
11633,1, 
11633,4, 
11640,1,11.30043818
11640,4,11.29776564
11651,1,11.36962123
11651,4,11.36966103
11662,1,10.92562356
11662,4,10.82132935
11673,1,10.80835783
11673,4,10.8107678
11680,1, 
11680,4,11.01163587
11702,1,10.87027173
11702,4,10.85143493
11713,1,10.85152394
11713,4,10.8515003
11753,1,10.82178604
11753,4,10.82101066
11822,1,11.45681975
11822,4,11.45663818
11873,4,11.31065724
11902,1,10.89270553
11902,4,10.88426281
11920,1,10.83022514
11920,4,10.83040352
11931,1,11.13441783
11931,4,11.13445734
11942,1,11.33933651
11942,4,11.3475463
30000,1,11.31948028
30000,4,11.31949809
30011,1,11.33380552
30011,4,11.30593204
30080,4,11.62922656
30091,1,11.34966335
30091,4,11.34992303
30120,1,11.24982888
30120,4,11.22518823
30142,1,11.3716884
30142,4,11.37167563
30153,1,11.2487744
30153,4,11.24877757
30171,1,11.25407632
30171,4,11.25407201
30193,1,11.2408763
30240,4,11.13971237
30262,1,11.24349627
30262,4,11.24347384
30280,1,11.24561602
30280,4,11.24551943
30291,1,11.18784271
30291,4,11.18792456
30302,1,11.17971823
30302,4,11.17454911
30313,1,11.27869797
30331,1,11.17590691
30331,4,11.17590691
30342,1,11.33393119
30342,4,11.20756937
30353,1,11.1688566
30353,4,11.16895822
30382,1,11.43216312
30382,4,11.15291419
30411,4,11.15592694
30451,1,11.33470226
30451,4,11.33470226
