ifam,ID,source,whichParentOut,whyParentOut,EQSQ_empathy.2,EQSQ_empathy.3
37491,4,1,0, , ,1.6
37520,1,1,0, ,0.4,1.2
37520,4,1,0, ,0.4,1
37553,1,0,0, , ,1.6
37553,4,0,0, , ,1.6
37633,1,0,0, , ,1.2
37633,4,0,0, , ,1.8
37651,1,1,0, , ,0.4
37651,4,1,0, , ,1.2
37673,1,0,0, ,0.6, 
37673,4,0,0, ,0.2, 
37680,1,0,0, , ,0.8
37680,4,0,0, , ,1.4
37691,1,0,0, ,0.6,1
37691,4,0,0, ,1.8,1.8
37713,1,1,0, ,0.75,1
37713,4,1,0, ,0.5,1
37760,1,0,0, ,1.4, 
37760,4,0,0, ,1.4, 
37833,1,0,0, ,1,1.2
37833,4,0,0, ,0.8,0.6
37851,1,0,0, , ,1.4
37851,4,0,0, , ,1.2
37880,1,2,3,1,1.4,1.4
37880,4,2,3,1,1.4,1.2
37920,1,1,0, ,1.6,1.6
37920,4,1,0, ,2,1.6
38011,1,1,0, , ,1.2
38011,4,1,0, , ,1
38022,1,0,0, ,1.4,1.4
38022,4,0,0, ,1.4,1.4
38040,1,0,0, , ,1
38040,4,0,0, , ,0.6
38091,1,1,0, ,1.4,0.6
38091,4,1,0, ,1.6,1
38102,1,1,0, ,1.8,1.6
38102,4,1,0, ,1.4,1
38120,1,1,0, ,1.8,2
38120,4,1,0, ,2,1.4
38142,1,0,0, , ,1.2
38142,4,0,0, , ,1
38200,1,0,0, , ,1.4
38200,4,0,0, , ,1.8
38211,1,0,0, ,0.8,0.8
38211,4,0,0, ,1.6,1.2
38233,1,0,0, , ,1.2
38233,4,0,0, , ,1.4
38251,1,0,0, ,1.4,1.4
38251,4,0,0, ,1.4,1.4
38262,1,0,0, , ,1.75
38262,4,0,0, , ,1.75
38313,1,1,0, ,1.8,2
38313,4,1,0, ,1.4,2
38320,1,1,0, ,1.8,1.8
38320,4,1,0, ,1.4,1.6
38331,1,1,0, , ,1.2
38331,4,1,0, , ,1.2
38342,1,0,0, ,1.2, 
38342,4,0,0, ,1.2, 
38353,1,0,0, ,1.4,0.6
38353,4,0,0, ,0.666666667,0.6
38360,1,1,0, ,1.8,1.8
38360,4,1,0, ,1.8,1.4
38382,1,0,0, , ,1.8
38382,4,0,0, , ,2
38400,1,0,0, , ,1
38400,4,0,0, , ,1.4
38411,1,0,0, , ,1.2
38411,4,0,0, , ,1
38440,1,0,0, ,0.6,0
38440,4,0,0, ,1.6,0.6
38451,1,0,0, , ,1.2
38451,4,0,0, , ,1.6
38462,1,0,0, , ,1.2
38462,4,0,0, , ,1.25
38473,1,0,0, ,1.8,2
38473,4,0,0, ,1.8,2
38480,1,1,0, ,2,1.4
38480,4,1,0, ,1.6,1.2
38491,1,1,0, ,1.2,1.6
38491,4,1,0, ,1,1.6
38520,1,0,0, , ,0.6
38520,4,0,0, , ,0.6
38531,1,1,0, ,1.6,1.4
38531,4,1,0, ,1.6,1.4
38542,1,0,0, , ,2
38542,4,0,0, , ,1.4
38553,1,0,0, , ,1
38553,4,0,0, , ,1
38571,1,0,0, ,0.2,0.4
38571,4,0,0, ,1.2,1.4
38593,1,0,0, ,1.6,1.4
38593,4,0,0, ,1.8,1.6
38633,1,0,0, ,1.6,0.2
38633,4,0,0, ,1.6,0.4
38662,1,0,0, ,0.8,1.6
38662,4,0,0, ,0.6,2
38713,1,0,0, ,0.8,1
38713,4,0,0, ,1.2,1.2
38742,1,0,0, ,1.2,0.8
38742,4,0,0, ,1,0.6
38771,1,0,0, ,1.6,1.8
38771,4,0,0, ,1.2,1.8
38782,1,0,0, , ,1.4
38782,4,0,0, , ,1.6
38793,1,0,0, ,1,0.8
38793,4,0,0, ,1,0.6
38811,1,0,0, ,0.8,1.6
38811,4,0,0, ,0.8,1.2
38833,1,0,0, , ,1.8
38833,4,0,0, , ,0.4
38851,1,0,0, ,1,1
38851,4,0,0, ,0.4,1
38873,1,1,0, , ,2
38873,4,1,0, , ,2
38891,1,0,0, ,1.8,1.6
38891,4,0,0, ,1.8,1.6
38913,1,0,0, , ,1.4
38913,4,0,0, , ,1.4
38942,1,0,0, , ,1.8
38942,4,0,0, , ,1.8
38953,1,0,0, ,1,0.6
38953,4,0,0, ,0.4,0.25
38982,1,0,0, , ,1.4
38982,4,0,0, , ,0.8
38993,1,0,0, , ,1.8
38993,4,0,0, , ,1.4
39000,1,1,0, ,1.2,0.6
39000,4,1,0, ,0.6,0.2
39011,1,0,0, , ,1.8
39011,4,0,0, , ,1.6
39040,1,0,0, , ,2
39040,4,0,0, , ,1.8
39051,1,0,0, , ,0.8
39051,4,0,0, , ,1.2
39062,1,0,0, ,1.2,1.2
39062,4,0,0, ,1.2,1
39120,1,0,0, ,1.6,1
39120,4,0,0, ,1.6,0.8
39153,1,0,0, ,1.5,1
39153,4,0,0, ,1.4,1.2
39160,1,0,0, ,0.8,0.6
39160,4,0,0, ,0.8,0.4
39211,1,0,0, , ,1.4
39211,4,0,0, , ,1.6
39233,1,0,0, ,2,1.2
39233,4,0,0, ,1.8,0.4
39240,1,1,0, ,1.2,0.6
39240,4,1,0, ,1.6,1
39251,1,0,0, ,1.8,1.8
39251,4,0,0, ,1.2,1.6
39273,1,1,0, , ,2
39273,4,1,0, , ,1.8
39291,1,1,0, ,1.333333333,1.5
39291,4,1,0, ,1.666666667,1.75
39313,1,0,0, ,1.5,1.4
39313,4,0,0, ,1.333333333,1.4
39320,1,0,0, ,2, 
39320,4,0,0, ,2, 
39331,1,0,0, ,1.2,1.4
39331,4,0,0, ,1.2,1
39382,1,0,0, ,0.8,0.8
39382,4,0,0, ,1,1
39393,1,0,0, , ,1.6
39393,4,0,0, , ,1.6
39422,1,0,0, , ,1.2
39422,4,0,0, , ,1.6
39462,1,1,0, , ,1.4
39462,4,1,0, , ,1.6
39473,1,0,0, , ,1.6
39473,4,0,0, , ,1.2
39480,1,1,0, ,1,1
39480,4,1,0, ,0.8,0.5
39502,1,1,0, ,1.75,1.5
39502,4,1,0, ,1.75,1.25
39513,1,1,0, ,1.4,1.6
39513,4,1,0, ,1.4,1.6
39531,1,0,0, ,0.4,0.8
39531,4,0,0, ,1,1.6
39553,1,0,0, ,1.6,1.8
39553,4,0,0, ,1.6,1.8
39571,1,0,0, , ,1.2
39571,4,0,0, , ,1
39582,1,1,0, ,1.2,0.6
39582,4,1,0, ,1.6,0.8
39611,1,0,0, ,1.4,1.2
39611,4,0,0, ,1.6,1.4
39622,1,0,0, , ,1.2
39622,4,0,0, , ,1
39633,1,0,0, , ,0.6
39633,4,0,0, , ,0.8
39651,1,0,0, ,1.4,1.6
39651,4,0,0, ,1.6,1.8
39662,1,1,0, , ,1.6
39662,4,1,0, , ,1.4
39673,1,1,0, ,0.4,0.5
39673,4,1,0, ,0.8,1.75
39713,1,0,0, , ,1
39713,4,0,0, , ,0.4
39720,1,0,3,1,2,2
39720,4,0,3,1,1.6,1.6
39731,1,1,0, , ,1.333333333
39731,4,1,0, , ,1.25
39742,1,0,0, ,1.8,1.4
39742,4,0,0, ,1.8,1.6
39771,1,0,0, ,1.6,1.6
39771,4,0,0, ,0.8,0.25
39782,1,0,0, , ,1.6
39782,4,0,0, , ,1.5
39793,1,1,0, ,1.6,1.8
39793,4,1,0, ,1.2,1.2
39862,1,0,0, ,1.2,1
39862,4,0,0, ,1.2,1
39873,1,0,0, , ,1.4
39873,4,0,0, , ,1.4
39891,1,1,0, , ,1.2
39891,4,1,0, , ,1.2
39920,1,0,0, , ,0.6
39920,4,0,0, , ,1.6
39931,1,1,0, ,2,2
39931,4,1,0, ,0.6,0.6
39960,1,1,0, ,1.6,2
39960,4,1,0, ,1.6,1.8
39971,1,0,0, ,1.8, 
39971,4,0,0, ,1.2, 
39982,1,0,0, ,0.8,1.4
39982,4,0,0, ,0.8,1.4
40011,1,0,0, ,1.2,1.6
40011,4,0,0, ,0,0.6
40073,1,0,0, ,1.6,1.4
40073,4,0,0, ,1.6,1.4
40113,1,0,0, , ,0.4
40113,4,0,0, , ,0
40182,1,0,0, ,0.8,1.8
40182,4,0,0, ,1.4,1.8
40211,1,0,0, , ,1.4
40211,4,0,0, , ,1.6
40233,1,0,0, , ,1.2
40233,4,0,0, , ,0.8
40622,1,0,0, ,1.6,1.4
40622,4,0,0, ,1.4,0.8
40662,1,0,0, , ,0.4
40662,4,0,0, , ,1.6
40691,1,0,0, , ,1
40691,4,0,0, , ,1
40720,1,0,0, ,1.2, 
40720,4,0,0, ,1.2, 
40731,1,0,0, , ,2
40731,4,0,0, , ,2
40822,1,0,0, , ,1.2
40822,4,0,0, , ,1.2
40833,1,0,0, ,0.75,1.8
40833,4,0,0, ,0.5,1.2
40851,1,1,0, ,1,1
40851,4,1,0, ,1.8,1
40862,1,0,0, , ,1
40862,4,0,0, , ,1
40873,1,0,0, ,1.2,0.8
40873,4,0,0, ,1.8,1.5
40880,1,0,0, , ,1
40880,4,0,0, , ,1
40960,1,0,0, ,1,1.4
40960,4,0,0, ,0.8,0.6
60000,1,0,3,1,1.6,1.2
60000,4,0,3,1,1.6,1
60033,1,0,0, ,1.4,1.2
60033,4,0,0, ,1.2,1
60062,1,0,0, , ,1.4
60062,4,0,0, , ,1.8
60080,1,0,0, ,1.2,1.2
60080,4,0,0, ,1.4,1
60153,1,0,0, ,1,1.2
60153,4,0,0, ,1.6,1.6
60171,1,0,0, ,1.4,1.8
60171,4,0,0, ,1.6,2
60182,1,0,0, ,1.2,1
60182,4,0,0, ,1.2,1.2
60222,1,0,0, ,0,0.2
60222,4,0,0, ,1,0.2
60273,1,0,0, ,1,0.6
60273,4,0,0, ,1.4,1.2
80000,1,0,0, , ,1.6
80000,4,0,0, , ,1.6
80011,1,0,0, , ,1.6
80011,4,0,0, , ,1.6
80022,1,0,0, , ,1.4
80022,4,0,0, , ,1.6
80033,1,0,0, ,1,0.8
80033,4,0,0, ,0.6,0.8
80080,1,0,0, , ,1.8
80080,4,0,0, , ,1.6
80102,1,1,0, ,1.6,1.75
80102,4,1,0, ,1.8,1.5
80120,1,1,0, ,1,2
80120,4,1,0, ,1,2
80131,1,0,0, ,1.2,1.2
80131,4,0,0, ,1.2,1.2
80142,1,0,0, , ,1.2
80142,4,0,0, , ,1.2
80160,1,1,0, , ,1.2
80160,4,1,0, , ,1.4
80193,1,0,0, ,0.6,0.8
80193,4,0,0, ,1.6,1.8
80200,1,1,0, ,1.2,1
80200,4,1,0, ,1.2,1.4
80211,1,0,0, ,1.8,1.6
80211,4,0,0, ,1.6,1.6
80240,1,0,0, ,1,0.8
80240,4,0,0, ,0.75,0.2
80262,1,1,0, ,1.6,1.8
80262,4,1,0, ,1.4,1.2
80273,1,1,0, ,1,1.2
80273,4,1,0, ,1.5,1.6
80280,1,0,0, ,1.4,1
80280,4,0,0, ,2,2
80331,1,0,0, ,1.8,1.8
80331,4,0,0, ,1.8,2
80353,1,0,0, , ,2
80353,4,0,0, , ,2
80411,1,0,0, ,0.2,0.6
80411,4,0,0, ,0.8,1
80422,1,1,0, , ,1.25
80422,4,1,0, , ,1.5
80433,1,0,0, , ,1.6
80433,4,0,0, , ,1.6
80440,1,0,0, ,1.8,2
80440,4,0,0, ,0.6,1.2
80462,1,0,0, ,1.8,1.2
80462,4,0,0, ,0.8,1.2
80480,1,0,0, ,1,1.4
80480,4,0,0, ,2,1.6
80491,1,1,0, ,1.6,1.8
80491,4,1,0, ,1.8,1.8
80502,1,0,0, ,1,0.8
80502,4,0,0, ,1.2,1.2
80542,1,0,0, , ,1.6
80542,4,0,0, , ,2
80553,1,1,0, ,1.4,0.8
80553,4,1,0, ,1,0.6
80582,1,0,0, ,1,1.6
80582,4,0,0, ,1,1.4
80622,1,0,0, ,1,0.4
80622,4,0,0, ,1.2,1
80633,1,0,0, , ,1.8
80633,4,0,0, , ,1.6
80702,1,0,0, , ,1.2
80702,4,0,0, , ,1.2
80742,1,1,0, , ,1.2
80742,4,1,0, , ,1.2
80771,1,0,0, , ,1.6
80771,4,0,0, , ,1.8
80782,1,0,0, , ,1.2
80782,4,0,0, , ,2
80811,1,0,0, ,1.2,0.5
80811,4,0,0, ,1.2,0.6
80822,1,0,0, , ,0.6
80822,4,0,0, , ,1.6
80851,1,0,0, ,1.4,1
80851,4,0,0, ,1.2,1
80880,1,1,0, ,1.8,1
80880,4,1,0, ,1.2,0.8
80891,1,0,0, ,0.4,0
80891,4,0,0, ,1.2,0.8
80920,1,1,0, ,1.2,1.2
80920,4,1,0, ,1.4,1.2
80931,1,0,0, , ,1
80931,4,0,0, , ,1.6
80971,1,0,0, ,1.4,1.4
80971,4,0,0, ,0.8,1.2
80982,1,0,0, , ,1
80982,4,0,0, , ,1.4
81000,1,0,0, ,1,1
81000,4,0,0, ,1,1
81022,1,0,0, , ,1.4
81022,4,0,0, , ,1.4
81120,1,0,0, , ,0.6
81120,4,0,0, , ,0.6
81160,1,0,0, ,1.6, 
81160,4,0,0, ,1, 
81211,1,1,0, ,2,0
81211,4,1,0, ,0.4,0.4
81222,1,1,0, ,1.6,1.8
81222,4,1,0, ,1.4,1.4
81233,1,0,0, ,1.2,0.4
81233,4,0,0, ,1.6,1.2
81240,1,1,0, , ,1.6
81240,4,1,0, , ,1.2
81251,1,0,0, , ,1.4
81251,4,0,0, , ,1.6
81262,1,1,0, , ,1.4
81262,4,1,0, , ,1.6
81302,1,1,0, , ,1
81302,4,1,0, , ,1.5
81313,1,1,0, , ,2
81313,4,1,0, , ,1.6
81360,1,1,0, ,1,0.6
81360,4,1,0, ,1,0.6
81382,1,0,0, ,1,2
81382,4,0,0, ,1.4,1.2
81393,1,0,0, , ,2
81393,4,0,0, , ,1.4
81451,1,3,0, ,1.6,1.75
81451,4,3,0, ,1.4,1.8
81462,1,0,0, ,1.6,1
81462,4,0,0, ,1.2,1.2
81491,1,0,0, ,1.6,1
81491,4,0,0, ,1.6,1.666666667
81513,1,0,0, ,2,1.8
81513,4,0,0, ,2,1.8
81531,1,1,0, ,1.6,1.4
81531,4,1,0, ,1.2,1
81542,1,0,0, , ,1.2
81542,4,0,0, , ,1.8
81553,1,0,0, ,1.6,1.2
81553,4,0,0, ,1.4,1.2
81560,1,1,0, , ,1.6
81560,4,1,0, , ,2
81600,1,1,0, , ,1.6
81600,4,1,0, , ,1.8
81622,1,1,0, , ,1.4
81622,4,1,0, , ,1.6
81633,1,1,0, ,1,0.6
81633,4,1,0, ,1.25,1.4
81662,1,1,0, , ,1.8
81662,4,1,0, , ,1.8
81702,1,0,0, ,1.6,1.2
81702,4,0,0, ,1.8,1
81731,1,0,0, , ,0.8
81731,4,0,0, , ,1
81742,1,0,0, , ,1.4
81742,4,0,0, , ,1.4
81760,1,0,0, ,1.2,0.8
81760,4,0,0, ,1.8,1.8
81771,1,0,0, , ,2
81771,4,0,0, , ,2
81782,1,0,0, ,1,1.2
81782,4,0,0, ,0,0.2
81793,1,1,0, ,1.4,1.8
81793,4,1,0, ,1.6,1.4
81800,1,0,0, , ,1.6
81800,4,0,0, , ,2
81822,1,1,0, ,1.6,1.4
81822,4,1,0, ,1.8,1.4
81902,1,0,0, ,2,1.4
81902,4,0,0, ,2,1.4
81920,1,0,0, , ,1.4
81920,4,0,0, , ,1
81942,1,0,0, ,2, 
81942,4,0,0, ,2, 
81953,1,0,0, , ,1.2
81953,4,0,0, , ,1.2
81982,1,1,0, , ,0.6
81982,4,1,0, , ,1.8
82073,1,0,0, , ,1.6
82073,4,0,0, , ,1.6
82091,1,0,0, ,2,1.8
82091,4,0,0, ,0.8,1.8
82102,1,0,3,1,1,0.2
82102,4,0,3,1,1,0.4
82113,1,0,0, ,0.6,0.8
82113,4,0,0, ,0.6,1.4
82120,1,0,0, ,1,1.4
82120,4,0,0, ,0.8,1
82193,1,0,0, , ,1
82193,4,0,0, , ,0.6
82240,1,0,0, ,0.8,1.8
82240,4,0,0, ,0.4,1.2
82291,1,0,0, , ,1.6
82291,4,0,0, , ,1.6
82331,1,0,0, ,1.6,2
82331,4,0,0, ,1.8,1
82342,1,0,0, , ,0.6
82342,4,0,0, , ,1.6
82382,1,1,0, , ,1
82382,4,1,0, , ,1.2
82400,1,0,0, , ,2
82400,4,0,0, , ,2
82440,1,0,0, , ,0.6
82440,4,0,0, , ,0.6
82462,1,0,0, ,2,1.6
82462,4,0,0, ,1,1.2
82473,1,0,0, , ,0.6
82473,4,0,0, , ,0.8
82480,1,1,0, ,1.8,2
82480,4,1,0, ,1.8,1
82542,1,0,0, ,0.8, 
82542,4,0,0, ,1.2, 
82582,1,0,0, ,1.6,0.8
82582,4,0,0, ,1.4,0.8
82593,1,0,0, ,1.8,2
82593,4,0,0, ,1.8,1.6
82640,1,0,0, , ,1.2
82640,4,0,0, , ,1.2
82662,1,0,0, ,1.4, 
82662,4,0,0, ,1, 
82673,1,0,0, , ,0.8
82673,4,0,0, , ,1.4
82680,1,1,0, ,1.4,1.6
82680,4,1,0, ,0.4,1.2
82731,1,0,0, , ,2
82731,4,0,0, , ,2
82742,1,0,0, ,0.8,0.8
82742,4,0,0, ,0.8,1.4
82771,1,0,0, ,0.2,1.4
82771,4,0,0, ,0.6,1.6
82793,1,1,0, ,1,0.6
82793,4,1,0, ,1,0.8
82862,1,0,0, , ,0.5
82862,4,0,0, , ,0.5
82920,1,1,0, ,0.8,0.5
82920,4,1,0, ,1,0.75
82953,1,1,0, ,1.6,1.6
82953,4,1,0, ,1,1
82971,1,1,0, ,0.8,0.8
82971,4,1,0, ,0.8,0.8
83011,1,1,0, , ,1.1
83011,4,1,0, , ,1
83022,1,1,0, , ,1.2
83022,4,1,0, , ,1
83033,1,0,0, , ,1.6
83033,4,0,0, , ,1.2
83040,1,0,0, ,2,1.6
83040,4,0,0, ,1.8,1.6
83102,1,1,0, ,1.8,1.6
83102,4,1,0, ,1.8,1.8
83200,1,1,0, , ,2
83200,4,1,0, , ,2
83393,1,0,0, ,0,0.6
83393,4,0,0, ,0,1.2
83400,1,0,0, ,1,1.8
83400,4,0,0, ,1.2,1.8
110291,1,0,0, , ,0.8
110291,4,0,0, , ,0.8
110313,1,0,0, , ,0.8
110313,4,0,0, , ,0.8
110331,1,0,0, , ,1.8
110331,4,0,0, , ,1.4
110353,1,0,0, ,0.8,1
110353,4,0,0, ,0.6,0.8
110382,1,0,0, ,0.6,1.2
110382,4,0,0, ,0.6,1.2
110400,1,0,0, , ,0.75
110400,4,0,0, , ,1
110411,1,0,0, , ,1.5
110411,4,0,0, , ,1.5
110422,1,0,0, ,1.4,2
110422,4,0,0, ,1.4,2
110440,1,0,0, ,1.2, 
110440,4,0,0, ,1.4, 
110451,1,1,0, ,1,1.2
110451,4,1,0, ,1,1.2
110462,1,1,0, ,1.2,1.4
110462,4,1,0, ,1.4,1.4
110473,1,0,0, , ,1.6
110473,4,0,0, , ,1.6
110502,1,1,0, ,1.8,1
110502,4,1,0, ,0.8,0.5
110520,1,0,0, , ,1
110520,4,0,0, , ,1
110560,1,0,0, ,1.4,1.6
110560,4,0,0, ,1.4,1.6
110571,1,0,0, , ,2
110571,4,0,0, , ,2
110593,1,0,0, , ,1.4
110593,4,0,0, , ,2
110611,1,0,0, , ,0.2
110611,4,0,0, , ,1.8
110651,1,0,0, ,1.8,2
110651,4,0,0, ,1.8,1
110662,1,0,0, ,1.4,1.2
110662,4,0,0, ,1.4,1
110673,1,0,0, ,1.4,1.2
110673,4,0,0, ,1.4,1
39280,1,1,0, , ,1.8
39280,4,1,0, , ,1.6
